n   xbj   Q2   Yield   Yield_err
0.6, 0.605604, 8.63033, 3.39764e-06, 1.06368e-07
0.61, 0.615376, 8.75476, 5.84208e-06, 1.3961e-07
0.62, 0.625167, 8.87957, 8.01736e-06, 1.63677e-07
0.63, 0.635082, 9.0035, 1.02327e-05, 1.85064e-07
0.64, 0.645127, 9.13089, 1.13322e-05, 1.94835e-07
0.65, 0.655066, 9.25498, 1.23749e-05, 2.03673e-07
0.66, 0.665031, 9.37983, 1.30359e-05, 2.09096e-07
0.67, 0.674916, 9.50592, 1.32919e-05, 2.11165e-07
0.68, 0.684997, 9.63442, 1.2953e-05, 2.08424e-07
0.69, 0.694848, 9.76928, 1.17806e-05, 1.98683e-07
0.7, 0.704989, 9.90848, 1.0256e-05, 1.85282e-07
0.71, 0.714802, 10.0387, 8.75165e-06, 1.71058e-07
0.72, 0.724841, 10.1754, 7.35016e-06, 1.56682e-07
0.73, 0.734766, 10.3039, 6.14762e-06, 1.43227e-07
