 ***Theta   Eprime   Sig_Born   Sig_Rad
   17.0751   2.9605  13.5082  15.9320
   17.0751   2.9695  13.4784  15.8732
   17.0751   2.9785  13.4487  15.8149
   17.0751   2.9875  13.4190  15.7579
   17.0751   2.9965  13.3894  15.7007
   17.0751   3.0055  13.3599  15.6515
   17.0751   3.0145  13.3304  15.5942
   17.0751   3.0235  13.3010  15.5340
   17.0751   3.0325  13.2716  15.4796
   17.0751   3.0415  13.2423  15.4245
   17.0751   3.0505  13.2130  15.3690
   17.0751   3.0595  13.1838  15.3144
   17.0751   3.0685  13.1546  15.2602
   17.0751   3.0775  13.1255  15.2068
   17.0751   3.0865  13.0965  15.1533
   17.0751   3.0955  13.0675  15.0998
   17.0751   3.1045  13.0385  15.0467
   17.0751   3.1135  13.0096  14.9939
   17.0751   3.1225  12.9808  14.9408
   17.0751   3.1315  12.9519  14.8883
   17.0751   3.1405  12.9232  14.8357
   17.0751   3.1495  12.8944  14.7840
   17.0751   3.1585  12.8657  14.7317
   17.0751   3.1675  12.8371  14.6803
   17.0751   3.1765  12.8084  14.6293
   17.0751   3.1855  12.7798  14.5783
   17.0751   3.1945  12.7513  14.5274
   17.0751   3.2035  12.7228  14.4772
   17.0751   3.2125  12.6943  14.4266
   17.0751   3.2215  12.6658  14.3764
   17.0751   3.2305  12.6374  14.3273
   17.0751   3.2395  12.6090  14.2757
   17.5751   2.9605  11.8728  13.8472
   17.5751   2.9695  11.8443  13.7937
   17.5751   2.9785  11.8159  13.7420
   17.5751   2.9875  11.7875  13.6899
   17.5751   2.9965  11.7591  13.6388
   17.5751   3.0055  11.7308  13.5875
   17.5751   3.0145  11.7026  13.5363
   17.5751   3.0235  11.6744  13.4856
   17.5751   3.0325  11.6462  13.4347
   17.5751   3.0415  11.6181  13.3843
   17.5751   3.0505  11.5900  13.3340
   17.5751   3.0595  11.5620  13.2840
   17.5751   3.0685  11.5340  13.2340
   17.5751   3.0775  11.5061  13.1845
   17.5751   3.0865  11.4782  13.1348
   17.5751   3.0955  11.4504  13.0864
   17.5751   3.1045  11.4226  13.0380
   17.5751   3.1135  11.3948  12.9892
   17.5751   3.1225  11.3670  12.9413
   17.5751   3.1315  11.3393  12.8930
   17.5751   3.1405  11.3116  12.8453
   17.5751   3.1495  11.2840  12.7981
   17.5751   3.1585  11.2564  12.7496
   17.5751   3.1675  11.2288  12.7021
   17.5751   3.1765  11.2013  12.6570
   17.5751   3.1855  11.1737  12.6096
   17.5751   3.1945  11.1462  12.5625
   17.5751   3.2035  11.1188  12.5146
   17.5751   3.2125  11.0913  12.4679
   17.5751   3.2215  11.0639  12.4218
   17.5751   3.2305  11.0365  12.3759
   17.5751   3.2395  11.0091  12.3303
   18.0751   2.9605  10.4448  12.0501
   18.0751   2.9695  10.4176  12.0019
   18.0751   2.9785  10.3903  11.9544
   18.0751   2.9875  10.3631  11.9063
   18.0751   2.9965  10.3360  11.8590
   18.0751   3.0055  10.3089  11.8114
   18.0751   3.0145  10.2818  11.7653
   18.0751   3.0235  10.2548  11.7180
   18.0751   3.0325  10.2278  11.6717
   18.0751   3.0415  10.2008  11.6257
   18.0751   3.0505  10.1739  11.5793
   18.0751   3.0595  10.1470  11.5341
   18.0751   3.0685  10.1202  11.4886
   18.0751   3.0775  10.0934  11.4427
   18.0751   3.0865  10.0666  11.3973
   18.0751   3.0955  10.0399  11.3531
   18.0751   3.1045  10.0132  11.3094
   18.0751   3.1135   9.9865  11.2645
   18.0751   3.1225   9.9598  11.2182
   18.0751   3.1315   9.9332  11.1741
   18.0751   3.1405   9.9066  11.1295
   18.0751   3.1495   9.8800  11.0855
   18.0751   3.1585   9.8535  11.0424
   18.0751   3.1675   9.8270  11.0032
   18.0751   3.1765   9.8004  10.9552
   18.0751   3.1855   9.7740  10.9119
   18.0751   3.1945   9.7475  10.8687
   18.0751   3.2035   9.7211  10.8257
   18.0751   3.2125   9.6946  10.7830
   18.0751   3.2215   9.6682  10.7408
   18.0751   3.2305   9.6418  10.6983
   18.0751   3.2395   9.6155  10.6561
   18.5751   2.9605   9.1945  10.4960
   18.5751   2.9695   9.1684  10.4515
   18.5751   2.9785   9.1423  10.4072
   18.5751   2.9875   9.1163  10.3644
   18.5751   2.9965   9.0903  10.3203
   18.5751   3.0055   9.0643  10.2773
   18.5751   3.0145   9.0384  10.2347
   18.5751   3.0235   9.0125  10.1919
   18.5751   3.0325   8.9866  10.1500
   18.5751   3.0415   8.9608  10.1055
   18.5751   3.0505   8.9350  10.0633
   18.5751   3.0595   8.9092  10.0209
   18.5751   3.0685   8.8835   9.9786
   18.5751   3.0775   8.8577   9.9369
   18.5751   3.0865   8.8320   9.8998
   18.5751   3.0955   8.8064   9.8539
   18.5751   3.1045   8.7807   9.8128
   18.5751   3.1135   8.7551   9.7714
   18.5751   3.1225   8.7295   9.7301
   18.5751   3.1315   8.7039   9.6895
   18.5751   3.1405   8.6784   9.6491
   18.5751   3.1495   8.6529   9.6086
   18.5751   3.1585   8.6274   9.5678
   18.5751   3.1675   8.6019   9.5273
   18.5751   3.1765   8.5764   9.4874
   18.5751   3.1855   8.5509   9.4473
   18.5751   3.1945   8.5255   9.4079
   18.5751   3.2035   8.5001   9.3680
   18.5751   3.2125   8.4746   9.3285
   18.5751   3.2215   8.4492   9.2896
   18.5751   3.2305   8.4239   9.2505
   18.5751   3.2395   8.3985   9.2108
   19.0751   2.9605   8.0971   9.1481
   19.0751   2.9695   8.0721   9.1076
   19.0751   2.9785   8.0471   9.0664
   19.0751   2.9875   8.0222   9.0259
   19.0751   2.9965   7.9973   8.9856
   19.0751   3.0055   7.9724   8.9464
   19.0751   3.0145   7.9475   8.9106
   19.0751   3.0235   7.9227   8.8666
   19.0751   3.0325   7.8979   8.8274
   19.0751   3.0415   7.8732   8.7885
   19.0751   3.0505   7.8484   8.7489
   19.0751   3.0595   7.8237   8.7101
   19.0751   3.0685   7.7990   8.6716
   19.0751   3.0775   7.7744   8.6329
   19.0751   3.0865   7.7497   8.5942
   19.0751   3.0955   7.7251   8.5556
   19.0751   3.1045   7.7005   8.5173
   19.0751   3.1135   7.6759   8.4795
   19.0751   3.1225   7.6514   8.4414
   19.0751   3.1315   7.6268   8.4039
   19.0751   3.1405   7.6023   8.3665
   19.0751   3.1495   7.5778   8.3292
   19.0751   3.1585   7.5533   8.2915
   19.0751   3.1675   7.5288   8.2543
   19.0751   3.1765   7.5044   8.2190
   19.0751   3.1855   7.4799   8.1816
   19.0751   3.1945   7.4555   8.1433
   19.0751   3.2035   7.4311   8.1072
   19.0751   3.2125   7.4067   8.0704
   19.0751   3.2215   7.3823   8.0346
   19.0751   3.2305   7.3579   7.9981
   19.0751   3.2395   7.3335   7.9625
   19.5751   2.9605   7.1316   7.9756
   19.5751   2.9695   7.1077   7.9382
   19.5751   2.9785   7.0838   7.9006
   19.5751   2.9875   7.0599   7.8638
   19.5751   2.9965   7.0360   7.8265
   19.5751   3.0055   7.0122   7.7895
   19.5751   3.0145   6.9884   7.7525
   19.5751   3.0235   6.9647   7.7157
   19.5751   3.0325   6.9409   7.6795
   19.5751   3.0415   6.9172   7.6432
   19.5751   3.0505   6.8935   7.6071
   19.5751   3.0595   6.8698   7.5710
   19.5751   3.0685   6.8462   7.5355
   19.5751   3.0775   6.8225   7.4997
   19.5751   3.0865   6.7989   7.4641
   19.5751   3.0955   6.7753   7.4288
   19.5751   3.1045   6.7517   7.3950
   19.5751   3.1135   6.7282   7.3593
   19.5751   3.1225   6.7046   7.3231
   19.5751   3.1315   6.6811   7.2885
   19.5751   3.1405   6.6576   7.2541
   19.5751   3.1495   6.6341   7.2194
   19.5751   3.1585   6.6106   7.1848
   19.5751   3.1675   6.5872   7.1511
   19.5751   3.1765   6.5637   7.1169
   19.5751   3.1855   6.5403   7.0827
   19.5751   3.1945   6.5168   7.0490
   19.5751   3.2035   6.4934   7.0151
   19.5751   3.2125   6.4700   6.9814
   19.5751   3.2215   6.4466   6.9477
   19.5751   3.2305   6.4232   6.9143
   19.5751   3.2395   6.3998   6.8807
   20.0751   2.9605   6.2805   6.9541
   20.0751   2.9695   6.2576   6.9191
   20.0751   2.9785   6.2347   6.8848
   20.0751   2.9875   6.2119   6.8506
   20.0751   2.9965   6.1891   6.8164
   20.0751   3.0055   6.1663   6.7820
   20.0751   3.0145   6.1435   6.7484
   20.0751   3.0235   6.1208   6.7146
   20.0751   3.0325   6.0980   6.6824
   20.0751   3.0415   6.0753   6.6479
   20.0751   3.0505   6.0526   6.6140
   20.0751   3.0595   6.0300   6.5806
   20.0751   3.0685   6.0073   6.5475
   20.0751   3.0775   5.9847   6.5146
   20.0751   3.0865   5.9621   6.4823
   20.0751   3.0955   5.9395   6.4497
   20.0751   3.1045   5.9170   6.4163
   20.0751   3.1135   5.8944   6.3847
   20.0751   3.1225   5.8719   6.3524
   20.0751   3.1315   5.8493   6.3201
   20.0751   3.1405   5.8268   6.2880
   20.0751   3.1495   5.8043   6.2560
   20.0751   3.1585   5.7819   6.2240
   20.0751   3.1675   5.7594   6.1915
   20.0751   3.1765   5.7369   6.1599
   20.0751   3.1855   5.7145   6.1285
   20.0751   3.1945   5.6921   6.0969
   20.0751   3.2035   5.6697   6.0654
   20.0751   3.2125   5.6473   6.0341
   20.0751   3.2215   5.6249   6.0030
   20.0751   3.2305   5.6025   5.9719
   20.0751   3.2395   5.5801   5.9408
   20.5751   2.9605   5.5289   6.0629
   20.5751   2.9695   5.5070   6.0313
   20.5751   2.9785   5.4851   5.9986
   20.5751   2.9875   5.4633   5.9668
   20.5751   2.9965   5.4415   5.9352
   20.5751   3.0055   5.4197   5.9039
   20.5751   3.0145   5.3980   5.8729
   20.5751   3.0235   5.3762   5.8417
   20.5751   3.0325   5.3545   5.8101
   20.5751   3.0415   5.3328   5.7796
   20.5751   3.0505   5.3111   5.7489
   20.5751   3.0595   5.2894   5.7181
   20.5751   3.0685   5.2678   5.6875
   20.5751   3.0775   5.2462   5.6569
   20.5751   3.0865   5.2246   5.6264
   20.5751   3.0955   5.2030   5.5954
   20.5751   3.1045   5.1814   5.5654
   20.5751   3.1135   5.1598   5.5355
   20.5751   3.1225   5.1383   5.5053
   20.5751   3.1315   5.1168   5.4754
   20.5751   3.1405   5.0953   5.4456
   20.5751   3.1495   5.0738   5.4159
   20.5751   3.1585   5.0523   5.3864
   20.5751   3.1675   5.0308   5.3569
   20.5751   3.1765   5.0094   5.3274
   20.5751   3.1855   4.9880   5.2984
   20.5751   3.1945   4.9665   5.2694
   20.5751   3.2035   4.9451   5.2403
   20.5751   3.2125   4.9237   5.2113
   20.5751   3.2215   4.9023   5.1825
   20.5751   3.2305   4.8810   5.1539
   20.5751   3.2395   4.8596   5.1253
   21.0751   2.9605   4.8642   5.2836
   21.0751   2.9695   4.8433   5.2543
   21.0751   2.9785   4.8225   5.2250
   21.0751   2.9875   4.8016   5.1955
   21.0751   2.9965   4.7808   5.1663
   21.0751   3.0055   4.7600   5.1371
   21.0751   3.0145   4.7392   5.1082
   21.0751   3.0235   4.7185   5.0784
   21.0751   3.0325   4.6977   5.0497
   21.0751   3.0415   4.6770   5.0211
   21.0751   3.0505   4.6563   4.9924
   21.0751   3.0595   4.6356   4.9636
   21.0751   3.0685   4.6150   4.9354
   21.0751   3.0775   4.5943   4.9072
   21.0751   3.0865   4.5737   4.8789
   21.0751   3.0955   4.5531   4.8508
   21.0751   3.1045   4.5325   4.8228
   21.0751   3.1135   4.5120   4.7952
   21.0751   3.1225   4.4914   4.7677
   21.0751   3.1315   4.4709   4.7397
   21.0751   3.1405   4.4504   4.7122
   21.0751   3.1495   4.4299   4.6849
   21.0751   3.1585   4.4094   4.6575
   21.0751   3.1675   4.3890   4.6303
   21.0751   3.1765   4.3685   4.6020
   21.0751   3.1855   4.3481   4.5760
   21.0751   3.1945   4.3277   4.5492
   21.0751   3.2035   4.3073   4.5227
   21.0751   3.2125   4.2869   4.4956
   21.0751   3.2215   4.2665   4.4688
   21.0751   3.2305   4.2462   4.4422
   21.0751   3.2395   4.2259   4.4157
   21.5751   2.9605   4.2757   4.6014
   21.5751   2.9695   4.2558   4.5740
   21.5751   2.9785   4.2359   4.5465
   21.5751   2.9875   4.2160   4.5191
   21.5751   2.9965   4.1962   4.4921
   21.5751   3.0055   4.1764   4.4651
   21.5751   3.0145   4.1566   4.4382
   21.5751   3.0235   4.1368   4.4113
   21.5751   3.0325   4.1170   4.3846
   21.5751   3.0415   4.0973   4.3581
   21.5751   3.0505   4.0776   4.3317
   21.5751   3.0595   4.0579   4.3053
   21.5751   3.0685   4.0382   4.2789
   21.5751   3.0775   4.0186   4.2529
   21.5751   3.0865   3.9989   4.2269
   21.5751   3.0955   3.9793   4.2010
   21.5751   3.1045   3.9597   4.1740
   21.5751   3.1135   3.9402   4.1492
   21.5751   3.1225   3.9206   4.1237
   21.5751   3.1315   3.9011   4.0982
   21.5751   3.1405   3.8816   4.0727
   21.5751   3.1495   3.8621   4.0472
   21.5751   3.1585   3.8426   4.0219
   21.5751   3.1675   3.8232   3.9967
   21.5751   3.1765   3.8037   3.9716
   21.5751   3.1855   3.7843   3.9466
   21.5751   3.1945   3.7649   3.9216
   21.5751   3.2035   3.7455   3.8966
   21.5751   3.2125   3.7262   3.8720
   21.5751   3.2215   3.7068   3.8474
   21.5751   3.2305   3.6875   3.8228
   21.5751   3.2395   3.6682   3.7987
   22.0751   2.9605   3.7542   4.0034
   22.0751   2.9695   3.7353   3.9779
   22.0751   2.9785   3.7163   3.9527
   22.0751   2.9875   3.6974   3.9276
   22.0751   2.9965   3.6785   3.9020
   22.0751   3.0055   3.6597   3.8773
   22.0751   3.0145   3.6409   3.8526
   22.0751   3.0235   3.6220   3.8278
   22.0751   3.0325   3.6033   3.8031
   22.0751   3.0415   3.5845   3.7784
   22.0751   3.0505   3.5658   3.7539
   22.0751   3.0595   3.5470   3.7298
   22.0751   3.0685   3.5283   3.7054
   22.0751   3.0775   3.5097   3.6812
   22.0751   3.0865   3.4910   3.6570
   22.0751   3.0955   3.4724   3.6330
   22.0751   3.1045   3.4538   3.6092
   22.0751   3.1135   3.4352   3.5852
   22.0751   3.1225   3.4167   3.5614
   22.0751   3.1315   3.3981   3.5377
   22.0751   3.1405   3.3796   3.5142
   22.0751   3.1495   3.3612   3.4908
   22.0751   3.1585   3.3427   3.4674
   22.0751   3.1675   3.3242   3.4446
   22.0751   3.1765   3.3058   3.4210
   22.0751   3.1855   3.2874   3.3980
   22.0751   3.1945   3.2691   3.3749
   22.0751   3.2035   3.2507   3.3521
   22.0751   3.2125   3.2324   3.3294
   22.0751   3.2215   3.2141   3.3066
   22.0751   3.2305   3.1958   3.2839
   22.0751   3.2395   3.1775   3.2613
   22.5751   2.9605   3.2918   3.4793
   22.5751   2.9695   3.2738   3.4556
   22.5751   2.9785   3.2559   3.4323
   22.5751   2.9875   3.2379   3.4089
   22.5751   2.9965   3.2200   3.3858
   22.5751   3.0055   3.2021   3.3627
   22.5751   3.0145   3.1842   3.3397
   22.5751   3.0235   3.1664   3.3166
   22.5751   3.0325   3.1485   3.2939
   22.5751   3.0415   3.1307   3.2710
   22.5751   3.0505   3.1130   3.2483
   22.5751   3.0595   3.0952   3.2259
   22.5751   3.0685   3.0775   3.2033
   22.5751   3.0775   3.0598   3.1809
   22.5751   3.0865   3.0422   3.1587
   22.5751   3.0955   3.0245   3.1369
   22.5751   3.1045   3.0069   3.1144
   22.5751   3.1135   2.9893   3.0926
   22.5751   3.1225   2.9718   3.0709
   22.5751   3.1315   2.9542   3.0489
   22.5751   3.1405   2.9367   3.0274
   22.5751   3.1495   2.9193   3.0056
   22.5751   3.1585   2.9018   2.9840
   22.5751   3.1675   2.8844   2.9625
   22.5751   3.1765   2.8670   2.9412
   22.5751   3.1855   2.8496   2.9200
   22.5751   3.1945   2.8322   2.8985
   22.5751   3.2035   2.8149   2.8774
   22.5751   3.2125   2.7976   2.8563
   22.5751   3.2215   2.7803   2.8353
   22.5751   3.2305   2.7631   2.8144
   22.5751   3.2395   2.7459   2.7935
   23.0751   2.9605   2.8818   3.0194
