 ***Theta   Eprime   Sig_Born   Sig_Rad
   18.4401   2.9605   9.5161  10.8937
   18.4401   2.9695   9.4897  10.8481
   18.4401   2.9785   9.4633  10.8035
   18.4401   2.9875   9.4369  10.7588
   18.4401   2.9965   9.4106  10.7141
   18.4401   3.0055   9.3844  10.6705
   18.4401   3.0145   9.3581  10.6256
   18.4401   3.0235   9.3319  10.5821
   18.4401   3.0325   9.3058  10.5391
   18.4401   3.0415   9.2796  10.4957
   18.4401   3.0505   9.2535  10.4530
   18.4401   3.0595   9.2275  10.4084
   18.4401   3.0685   9.2014  10.3651
   18.4401   3.0775   9.1754  10.3220
   18.4401   3.0865   9.1494  10.2796
   18.4401   3.0955   9.1235  10.2378
   18.4401   3.1045   9.0975  10.1950
   18.4401   3.1135   9.0716  10.1529
   18.4401   3.1225   9.0458  10.1113
   18.4401   3.1315   9.0199  10.0694
   18.4401   3.1405   8.9941  10.0281
   18.4401   3.1495   8.9683   9.9862
   18.4401   3.1585   8.9425   9.9451
   18.4401   3.1675   8.9167   9.9043
   18.4401   3.1765   8.8909   9.8636
   18.4401   3.1855   8.8652   9.8220
   18.4401   3.1945   8.8395   9.7813
   18.4401   3.2035   8.8138   9.7408
   18.4401   3.2125   8.7881   9.7006
   18.4401   3.2215   8.7624   9.6602
   18.4401   3.2305   8.7368   9.6204
   18.4401   3.2395   8.7111   9.5806
   18.9401   2.9605   8.3796   9.4944
   18.9401   2.9695   8.3543   9.4527
   18.9401   2.9785   8.3290   9.4107
   18.9401   2.9875   8.3038   9.3695
   18.9401   2.9965   8.2786   9.3282
   18.9401   3.0055   8.2534   9.2869
   18.9401   3.0145   8.2283   9.2462
   18.9401   3.0235   8.2032   9.2064
   18.9401   3.0325   8.1781   9.1697
   18.9401   3.0415   8.1531   9.1255
   18.9401   3.0505   8.1280   9.0858
   18.9401   3.0595   8.1030   9.0464
   18.9401   3.0685   8.0781   9.0062
   18.9401   3.0775   8.0531   8.9668
   18.9401   3.0865   8.0282   8.9278
   18.9401   3.0955   8.0033   8.8888
   18.9401   3.1045   7.9784   8.8491
   18.9401   3.1135   7.9536   8.8102
   18.9401   3.1225   7.9287   8.7713
   18.9401   3.1315   7.9039   8.7331
   18.9401   3.1405   7.8791   8.6946
   18.9401   3.1495   7.8543   8.6562
   18.9401   3.1585   7.8296   8.6184
   18.9401   3.1675   7.8048   8.5805
   18.9401   3.1765   7.7801   8.5425
   18.9401   3.1855   7.7554   8.5047
   18.9401   3.1945   7.7307   8.4691
   18.9401   3.2035   7.7060   8.4311
   18.9401   3.2125   7.6813   8.3926
   18.9401   3.2215   7.6566   8.3551
   18.9401   3.2305   7.6320   8.3183
   18.9401   3.2395   7.6073   8.2820
   19.4401   2.9605   7.3803   8.2801
   19.4401   2.9695   7.3561   8.2377
   19.4401   2.9785   7.3319   8.1995
   19.4401   2.9875   7.3078   8.1621
   19.4401   2.9965   7.2836   8.1238
   19.4401   3.0055   7.2595   8.0863
   19.4401   3.0145   7.2355   8.0488
   19.4401   3.0235   7.2114   8.0110
   19.4401   3.0325   7.1874   7.9737
   19.4401   3.0415   7.1634   7.9365
   19.4401   3.0505   7.1394   7.8996
   19.4401   3.0595   7.1155   7.8629
   19.4401   3.0685   7.0915   7.8262
   19.4401   3.0775   7.0676   7.7898
   19.4401   3.0865   7.0437   7.7537
   19.4401   3.0955   7.0199   7.7174
   19.4401   3.1045   6.9960   7.6816
   19.4401   3.1135   6.9722   7.6457
   19.4401   3.1225   6.9483   7.6116
   19.4401   3.1315   6.9245   7.5753
   19.4401   3.1405   6.9008   7.5384
   19.4401   3.1495   6.8770   7.5034
   19.4401   3.1585   6.8532   7.4686
   19.4401   3.1675   6.8295   7.4333
   19.4401   3.1765   6.8058   7.3985
   19.4401   3.1855   6.7821   7.3641
   19.4401   3.1945   6.7584   7.3294
   19.4401   3.2035   6.7347   7.2943
   19.4401   3.2125   6.7110   7.2606
   19.4401   3.2215   6.6873   7.2263
   19.4401   3.2305   6.6637   7.1921
   19.4401   3.2395   6.6400   7.1576
   19.9401   2.9605   6.4999   7.2163
   19.9401   2.9695   6.4767   7.1805
   19.9401   2.9785   6.4536   7.1455
   19.9401   2.9875   6.4305   7.1102
   19.9401   2.9965   6.4074   7.0753
   19.9401   3.0055   6.3843   7.0406
   19.9401   3.0145   6.3613   7.0060
   19.9401   3.0235   6.3382   6.9713
   19.9401   3.0325   6.3152   6.9372
   19.9401   3.0415   6.2923   6.9028
   19.9401   3.0505   6.2693   6.8705
   19.9401   3.0595   6.2464   6.8358
   19.9401   3.0685   6.2235   6.8006
   19.9401   3.0775   6.2006   6.7673
   19.9401   3.0865   6.1777   6.7341
   19.9401   3.0955   6.1548   6.7004
   19.9401   3.1045   6.1320   6.6674
   19.9401   3.1135   6.1092   6.6345
   19.9401   3.1225   6.0864   6.6007
   19.9401   3.1315   6.0636   6.5685
   19.9401   3.1405   6.0408   6.5358
   19.9401   3.1495   6.0180   6.5033
   19.9401   3.1585   5.9953   6.4706
   19.9401   3.1675   5.9725   6.4381
   19.9401   3.1765   5.9498   6.4060
   19.9401   3.1855   5.9271   6.3728
   19.9401   3.1945   5.9044   6.3407
   19.9401   3.2035   5.8817   6.3088
   19.9401   3.2125   5.8591   6.2772
   19.9401   3.2215   5.8364   6.2450
   19.9401   3.2305   5.8137   6.2131
   19.9401   3.2395   5.7911   6.1814
   20.4401   2.9605   5.7228   6.2918
   20.4401   2.9695   5.7006   6.2591
   20.4401   2.9785   5.6785   6.2265
   20.4401   2.9875   5.6564   6.1949
   20.4401   2.9965   5.6343   6.1613
   20.4401   3.0055   5.6122   6.1292
   20.4401   3.0145   5.5902   6.0972
   20.4401   3.0235   5.5682   6.0653
   20.4401   3.0325   5.5462   6.0341
   20.4401   3.0415   5.5242   6.0025
   20.4401   3.0505   5.5023   5.9704
   20.4401   3.0595   5.4803   5.9396
   20.4401   3.0685   5.4584   5.9085
   20.4401   3.0775   5.4365   5.8773
   20.4401   3.0865   5.4147   5.8462
   20.4401   3.0955   5.3928   5.8151
   20.4401   3.1045   5.3710   5.7847
   20.4401   3.1135   5.3491   5.7529
   20.4401   3.1225   5.3273   5.7225
   20.4401   3.1315   5.3055   5.6922
   20.4401   3.1405   5.2838   5.6617
   20.4401   3.1495   5.2620   5.6313
   20.4401   3.1585   5.2403   5.6009
   20.4401   3.1675   5.2185   5.5709
   20.4401   3.1765   5.1968   5.5411
   20.4401   3.1855   5.1751   5.5112
   20.4401   3.1945   5.1534   5.4815
   20.4401   3.2035   5.1317   5.4517
   20.4401   3.2125   5.1100   5.4226
   20.4401   3.2215   5.0884   5.3931
   20.4401   3.2305   5.0667   5.3630
   20.4401   3.2395   5.0451   5.3342
   20.9401   2.9605   5.0358   5.4838
   20.9401   2.9695   5.0146   5.4540
   20.9401   2.9785   4.9935   5.4234
   20.9401   2.9875   4.9724   5.3937
   20.9401   2.9965   4.9513   5.3641
   20.9401   3.0055   4.9302   5.3342
   20.9401   3.0145   4.9092   5.3043
   20.9401   3.0235   4.8881   5.2750
   20.9401   3.0325   4.8671   5.2457
   20.9401   3.0415   4.8461   5.2156
   20.9401   3.0505   4.8252   5.1865
   20.9401   3.0595   4.8042   5.1575
   20.9401   3.0685   4.7833   5.1285
   20.9401   3.0775   4.7624   5.0996
   20.9401   3.0865   4.7415   5.0707
   20.9401   3.0955   4.7207   5.0420
   20.9401   3.1045   4.6998   5.0135
   20.9401   3.1135   4.6790   4.9850
   20.9401   3.1225   4.6582   4.9566
   20.9401   3.1315   4.6374   4.9285
   20.9401   3.1405   4.6166   4.9007
   20.9401   3.1495   4.5958   4.8724
   20.9401   3.1585   4.5751   4.8445
   20.9401   3.1675   4.5544   4.8167
   20.9401   3.1765   4.5337   4.7891
   20.9401   3.1855   4.5130   4.7616
   20.9401   3.1945   4.4923   4.7340
   20.9401   3.2035   4.4716   4.7063
   20.9401   3.2125   4.4509   4.6792
   20.9401   3.2215   4.4303   4.6522
   20.9401   3.2305   4.4097   4.6248
   20.9401   3.2395   4.3891   4.5977
   21.4401   2.9605   4.4277   4.7775
   21.4401   2.9695   4.4075   4.7486
   21.4401   2.9785   4.3873   4.7208
   21.4401   2.9875   4.3672   4.6930
   21.4401   2.9965   4.3471   4.6653
   21.4401   3.0055   4.3270   4.6377
   21.4401   3.0145   4.3069   4.6101
   21.4401   3.0235   4.2869   4.5828
   21.4401   3.0325   4.2669   4.5556
   21.4401   3.0415   4.2469   4.5282
   21.4401   3.0505   4.2269   4.5012
   21.4401   3.0595   4.2069   4.4744
   21.4401   3.0685   4.1870   4.4477
   21.4401   3.0775   4.1671   4.4209
   21.4401   3.0865   4.1472   4.3943
   21.4401   3.0955   4.1273   4.3678
   21.4401   3.1045   4.1074   4.3414
   21.4401   3.1135   4.0876   4.3152
   21.4401   3.1225   4.0678   4.2890
   21.4401   3.1315   4.0480   4.2627
   21.4401   3.1405   4.0282   4.2368
   21.4401   3.1495   4.0084   4.2112
   21.4401   3.1585   3.9887   4.1852
   21.4401   3.1675   3.9690   4.1593
   21.4401   3.1765   3.9493   4.1337
   21.4401   3.1855   3.9296   4.1082
   21.4401   3.1945   3.9099   4.0827
   21.4401   3.2035   3.8903   4.0572
   21.4401   3.2125   3.8706   4.0319
   21.4401   3.2215   3.8510   4.0066
   21.4401   3.2305   3.8314   3.9816
   21.4401   3.2395   3.8118   3.9566
   21.9401   2.9605   3.8889   4.1572
   21.9401   2.9695   3.8697   4.1312
   21.9401   2.9785   3.8505   4.1054
   21.9401   2.9875   3.8313   4.0795
   21.9401   2.9965   3.8122   4.0539
   21.9401   3.0055   3.7931   4.0284
   21.9401   3.0145   3.7740   4.0027
   21.9401   3.0235   3.7549   3.9777
   21.9401   3.0325   3.7358   3.9526
   21.9401   3.0415   3.7168   3.9275
   21.9401   3.0505   3.6978   3.9025
   21.9401   3.0595   3.6788   3.8774
   21.9401   3.0685   3.6599   3.8526
   21.9401   3.0775   3.6409   3.8282
   21.9401   3.0865   3.6220   3.8035
   21.9401   3.0955   3.6031   3.7789
   21.9401   3.1045   3.5843   3.7544
   21.9401   3.1135   3.5654   3.7301
   21.9401   3.1225   3.5466   3.7060
   21.9401   3.1315   3.5278   3.6817
   21.9401   3.1405   3.5090   3.6576
   21.9401   3.1495   3.4903   3.6335
   21.9401   3.1585   3.4715   3.6097
   21.9401   3.1675   3.4528   3.5860
   21.9401   3.1765   3.4341   3.5622
   21.9401   3.1855   3.4155   3.5390
   21.9401   3.1945   3.3968   3.5155
   21.9401   3.2035   3.3782   3.4919
   21.9401   3.2125   3.3596   3.4685
   21.9401   3.2215   3.3410   3.4453
   21.9401   3.2305   3.3224   3.4223
   21.9401   3.2395   3.3039   3.3991
   22.4401   2.9605   3.4113   3.6141
   22.4401   2.9695   3.3930   3.5901
   22.4401   2.9785   3.3748   3.5662
   22.4401   2.9875   3.3566   3.5422
   22.4401   2.9965   3.3384   3.5186
   22.4401   3.0055   3.3202   3.4950
   22.4401   3.0145   3.3021   3.4716
   22.4401   3.0235   3.2840   3.4482
   22.4401   3.0325   3.2659   3.4248
   22.4401   3.0415   3.2478   3.4015
   22.4401   3.0505   3.2298   3.3784
   22.4401   3.0595   3.2118   3.3553
   22.4401   3.0685   3.1938   3.3323
   22.4401   3.0775   3.1759   3.3095
   22.4401   3.0865   3.1579   3.2866
   22.4401   3.0955   3.1400   3.2639
   22.4401   3.1045   3.1222   3.2414
   22.4401   3.1135   3.1043   3.2193
   22.4401   3.1225   3.0865   3.1970
   22.4401   3.1315   3.0687   3.1744
   22.4401   3.1405   3.0509   3.1524
   22.4401   3.1495   3.0332   3.1301
   22.4401   3.1585   3.0154   3.1083
   22.4401   3.1675   2.9977   3.0862
   22.4401   3.1765   2.9800   3.0643
   22.4401   3.1855   2.9624   3.0426
   22.4401   3.1945   2.9448   3.0209
   22.4401   3.2035   2.9272   2.9994
   22.4401   3.2125   2.9096   2.9776
   22.4401   3.2215   2.8920   2.9562
   22.4401   3.2305   2.8745   2.9348
   22.4401   3.2395   2.8570   2.9134
   22.9401   2.9605   2.9877   3.1377
   22.9401   2.9695   2.9704   3.1154
   22.9401   2.9785   2.9531   3.0933
   22.9401   2.9875   2.9358   3.0713
   22.9401   2.9965   2.9186   3.0492
   22.9401   3.0055   2.9014   3.0274
   22.9401   3.0145   2.8842   3.0055
   22.9401   3.0235   2.8670   2.9838
   22.9401   3.0325   2.8499   2.9624
   22.9401   3.0415   2.8328   2.9413
   22.9401   3.0505   2.8158   2.9200
   22.9401   3.0595   2.7987   2.8984
   22.9401   3.0685   2.7817   2.8774
   22.9401   3.0775   2.7648   2.8562
   22.9401   3.0865   2.7478   2.8352
   22.9401   3.0955   2.7309   2.8144
   22.9401   3.1045   2.7140   2.7936
   22.9401   3.1135   2.6972   2.7728
   22.9401   3.1225   2.6803   2.7522
   22.9401   3.1315   2.6635   2.7317
   22.9401   3.1405   2.6467   2.7110
   22.9401   3.1495   2.6300   2.6907
   22.9401   3.1585   2.6133   2.6703
   22.9401   3.1675   2.5966   2.6500
   22.9401   3.1765   2.5799   2.6299
   22.9401   3.1855   2.5633   2.6097
   22.9401   3.1945   2.5467   2.5900
   22.9401   3.2035   2.5301   2.5701
   22.9401   3.2125   2.5136   2.5501
   22.9401   3.2215   2.4970   2.5304
   22.9401   3.2305   2.4806   2.5108
   22.9401   3.2395   2.4641   2.4913
   23.4401   2.9605   2.6120   2.7193
   23.4401   2.9695   2.5956   2.6989
   23.4401   2.9785   2.5793   2.6788
   23.4401   2.9875   2.5629   2.6581
   23.4401   2.9965   2.5467   2.6380
   23.4401   3.0055   2.5304   2.6180
   23.4401   3.0145   2.5142   2.5978
   23.4401   3.0235   2.4980   2.5781
   23.4401   3.0325   2.4818   2.5581
   23.4401   3.0415   2.4657   2.5382
   23.4401   3.0505   2.4496   2.5185
   23.4401   3.0595   2.4335   2.4990
   23.4401   3.0685   2.4175   2.4793
   23.4401   3.0775   2.4015   2.4598
