 ***Theta   Eprime   Sig_Born   Sig_Rad
   17.0751   2.9605   7.6399   9.3352
   17.0751   2.9695   7.6271   9.3043
   17.0751   2.9785   7.6143   9.2735
   17.0751   2.9875   7.6015   9.2429
   17.0751   2.9965   7.5888   9.2126
   17.0751   3.0055   7.5760   9.1824
   17.0751   3.0145   7.5633   9.1524
   17.0751   3.0235   7.5507   9.1226
   17.0751   3.0325   7.5380   9.0929
   17.0751   3.0415   7.5254   9.0634
   17.0751   3.0505   7.5128   9.0341
   17.0751   3.0595   7.5002   9.0050
   17.0751   3.0685   7.4876   8.9760
   17.0751   3.0775   7.4751   8.9471
   17.0751   3.0865   7.4625   8.9184
   17.0751   3.0955   7.4500   8.8902
   17.0751   3.1045   7.4375   8.8618
   17.0751   3.1135   7.4250   8.8336
   17.0751   3.1225   7.4125   8.8057
   17.0751   3.1315   7.4001   8.7777
   17.0751   3.1405   7.3876   8.7500
   17.0751   3.1495   7.3752   8.7221
   17.0751   3.1585   7.3628   8.6946
   17.0751   3.1675   7.3504   8.6671
   17.0751   3.1765   7.3380   8.6398
   17.0751   3.1855   7.3256   8.6128
   17.0751   3.1945   7.3132   8.5858
   17.0751   3.2035   7.3009   8.5590
   17.0751   3.2125   7.2885   8.5322
   17.0751   3.2215   7.2761   8.5056
   17.0751   3.2305   7.2638   8.4792
   17.0751   3.2395   7.2515   8.4528
   17.5751   2.9605   6.7643   8.1576
   17.5751   2.9695   6.7517   8.1294
   17.5751   2.9785   6.7392   8.1014
   17.5751   2.9875   6.7268   8.0735
   17.5751   2.9965   6.7143   8.0457
   17.5751   3.0055   6.7019   8.0181
   17.5751   3.0145   6.6894   7.9907
   17.5751   3.0235   6.6770   7.9634
   17.5751   3.0325   6.6646   7.9365
   17.5751   3.0415   6.6522   7.9094
   17.5751   3.0505   6.6399   7.8825
   17.5751   3.0595   6.6275   7.8561
   17.5751   3.0685   6.6152   7.8294
   17.5751   3.0775   6.6029   7.8029
   17.5751   3.0865   6.5906   7.7765
   17.5751   3.0955   6.5783   7.7503
   17.5751   3.1045   6.5660   7.7241
   17.5751   3.1135   6.5537   7.6982
   17.5751   3.1225   6.5414   7.6725
   17.5751   3.1315   6.5292   7.6468
   17.5751   3.1405   6.5169   7.6213
   17.5751   3.1495   6.5047   7.5958
   17.5751   3.1585   6.4924   7.5705
   17.5751   3.1675   6.4802   7.5454
   17.5751   3.1765   6.4680   7.5203
   17.5751   3.1855   6.4557   7.4953
   17.5751   3.1945   6.4435   7.4705
   17.5751   3.2035   6.4313   7.4460
   17.5751   3.2125   6.4191   7.4214
   17.5751   3.2215   6.4069   7.3969
   17.5751   3.2305   6.3947   7.3725
   17.5751   3.2395   6.3825   7.3477
   18.0751   2.9605   5.9950   7.1388
   18.0751   2.9695   5.9828   7.1129
   18.0751   2.9785   5.9706   7.0874
   18.0751   2.9875   5.9584   7.0617
   18.0751   2.9965   5.9462   7.0362
   18.0751   3.0055   5.9340   7.0111
   18.0751   3.0145   5.9219   6.9858
   18.0751   3.0235   5.9097   6.9607
   18.0751   3.0325   5.8976   6.9348
   18.0751   3.0415   5.8855   6.9108
   18.0751   3.0505   5.8734   6.8860
   18.0751   3.0595   5.8613   6.8615
   18.0751   3.0685   5.8492   6.8370
   18.0751   3.0775   5.8371   6.8127
   18.0751   3.0865   5.8250   6.7885
   18.0751   3.0955   5.8129   6.7644
   18.0751   3.1045   5.8009   6.7404
   18.0751   3.1135   5.7888   6.7165
   18.0751   3.1225   5.7767   6.6927
   18.0751   3.1315   5.7647   6.6690
   18.0751   3.1405   5.7526   6.6457
   18.0751   3.1495   5.7406   6.6223
   18.0751   3.1585   5.7285   6.5989
   18.0751   3.1675   5.7165   6.5757
   18.0751   3.1765   5.7045   6.5521
   18.0751   3.1855   5.6924   6.5292
   18.0751   3.1945   5.6804   6.5061
   18.0751   3.2035   5.6683   6.4832
   18.0751   3.2125   5.6563   6.4604
   18.0751   3.2215   5.6443   6.4377
   18.0751   3.2305   5.6322   6.4151
   18.0751   3.2395   5.6202   6.3925
   18.5751   2.9605   5.3172   6.2546
   18.5751   2.9695   5.3053   6.2306
   18.5751   2.9785   5.2933   6.2069
   18.5751   2.9875   5.2814   6.1832
   18.5751   2.9965   5.2695   6.1598
   18.5751   3.0055   5.2576   6.1364
