0.255 	 4.352887e-04 	 7.214306e-06 	 3.622 	 
0.265 	 6.487081e-04 	 9.093648e-06 	 3.746 	 
0.275 	 7.948944e-04 	 1.027842e-05 	 3.872 	 
0.285 	 7.929239e-04 	 1.026557e-05 	 4.005 	 
0.295 	 7.333760e-04 	 9.793727e-06 	 4.145 	 
0.305 	 6.791504e-04 	 9.355331e-06 	 4.284 	 
0.315 	 5.816630e-04 	 8.538744e-06 	 4.424 	 
0.325 	 4.862017e-04 	 7.698635e-06 	 4.561 	 
