 ***Theta   Eprime   Sig_Born   Sig_Rad
   0   0   0  0
   0   0   0  0
   0   0   0  0
   18.9620   2.9724   8.2997   9.3835
   19.2455   3.0316   7.5604   8.4219
   19.6518   3.0911   6.6516   7.2882
   20.2644   3.1064   5.6228   6.0744
   20.9440   3.1096   4.6831   4.9918
   21.5864   3.1090   3.9378   4.1484
   21.8996   3.1638   3.5000   3.6393
   22.2021   3.1977   3.1464   3.2398
   0   0   0  0
   0   0   0  0
   0   0   0  0
   0   0   0  0
   0   0   0  0
   0   0   0  0
