 ***Theta   Eprime   Sig_Born   Sig_Rad
   0   0   0  0
   0   0   0  0
   17.7809   3.0089  11.1118  12.8062
   18.1477   3.0870   9.8755  11.1638
   18.7982   3.1072   8.2737   9.2001
   19.5180   3.1127   6.8324   7.4832
   20.1781   3.1174   5.7257   6.1864
   20.5507   3.1564   5.0908   5.4315
   20.9470   3.1930   4.4872   4.7290
   0   0   0  0
   0   0   0  0
   0   0   0  0
   0   0   0  0
   0   0   0  0
   0   0   0  0
   0   0   0  0
   0   0   0  0
