90837  195.01  163.68  164.05  163.67  165.47  163.68  164.99  163.23  164.20  163.68  164.44  164.15  162.01  165.18  163.13  166.02  1
90838  198.17  162.63  163.98  163.47  164.72  164.11  163.78  162.77  164.46  163.47  164.99  164.43  162.76  164.76  163.54  166.62  0
90839  264.76  162.76  161.31  164.45  164.53  163.80  163.25  163.51  163.02  165.49  165.45  163.86  162.97  166.14  161.88  166.01  1
90840  188.56  164.28  165.87  165.37  166.06  165.75  166.40  164.39  165.75  165.45  166.42  165.62  163.50  165.51  164.04  166.83  0
90843  193.67  162.30  163.89  162.22  163.77  163.30  163.95  162.27  162.18  162.25  164.35  164.90  163.14  165.84  163.31  166.32  0
90844  -7.41  159.05  162.23  164.09  162.75  164.15  163.13  162.80  161.87  160.58  164.13  165.98  162.31  162.36  166.45  167.27  1
90849  186.75  166.03  166.57  165.95  166.90  167.27  166.80  166.03  166.52  166.24  166.73  166.29  163.83  165.62  165.37  166.08  0
90850  198.09  165.72  166.71  165.80  166.97  167.20  166.97  166.21  166.32  166.10  166.56  165.75  163.55  165.70  165.41  166.10  0
90851  206.79  171.56  172.40  170.65  171.32  170.81  170.27  169.42  168.59  168.58  168.93  167.00  165.07  166.19  165.66  166.71  0
90852  203.76  169.70  171.16  170.31  171.21  171.19  170.28  169.29  168.62  168.63  168.70  167.03  164.55  166.26  166.36  166.51  0
90853  194.75  169.89  171.14  170.20  171.12  171.31  170.24  169.13  168.60  168.06  168.03  167.22  164.59  166.31  166.91  166.61  0
90854  191.86  167.43  168.87  167.21  168.14  168.31  167.85  166.93  166.68  166.61  166.75  166.10  163.74  165.68  166.72  166.35  0
90855  200.89  167.12  168.72  166.99  168.32  168.30  167.42  166.85  166.86  166.51  166.74  166.21  163.69  165.65  166.73  166.30  0
90856  189.51  167.14  168.15  167.26  168.14  168.62  167.49  166.70  166.74  166.58  166.54  165.89  163.74  165.35  166.56  165.97  0
90857  193.35  167.38  168.66  167.15  168.09  168.16  167.17  166.75  166.52  166.42  166.40  165.69  163.61  165.37  166.75  166.04  0
90859  182.21  169.28  171.41  169.90  170.62  170.43  169.97  168.59  167.79  167.20  167.30  166.88  163.87  165.85  167.11  165.76  0
