nrun  cer1    cer2    cer3    cer4    cer5    cer6    cer7    cer8    cer9    cer10   flag
1612  71.32  68.09  64.10  66.50  73.51  88.24  120.96  88.14  145.47  113.11  0
1613  70.13  44.26  65.74  94.04  78.10  91.06  86.37  68.35  151.16  179.51  0
1614  64.25  53.70  80.20  94.57  70.75  77.77  103.13  78.43  137.63  149.63  0
1615  69.83  87.32  70.71  94.23  80.72  90.25  113.30  85.04  371.97  267.93  1
1616  73.83  65.50  77.44  71.29  72.23  75.16  137.49  76.99  199.21  147.51  0
1617  75.11  73.40  81.76  72.62  76.31  82.98  101.59  92.91  122.84  194.87  1
1618  69.54  71.35  59.38  103.05  78.63  82.68  125.93  84.99  82.58  727.78  1
1619  60.91  68.74  63.95  106.45  70.92  80.17  100.60  105.90  146.77  206.73  1
1620  121.05  102.14  185.83  48.07  73.51  114.39  119.96  185.58  147.67  259.02  1
1622  91.40  77.94  85.57  101.56  108.82  92.53  129.61  112.46  96.98  100.77  1
1624  69.66  71.66  73.40  83.75  67.20  87.14  127.56  73.88  142.39  787.49  1
1625  74.01  63.15  71.65  86.88  66.65  94.27  84.59  92.77  241.96  444.38  1
1626  71.05  104.79  111.22  88.33  86.80  107.13  162.69  98.94  93.88  88.58  1
1627  64.69  57.65  65.22  88.37  87.52  84.46  92.02  70.55  127.13  217.55  1
1628  51.38  63.16  68.19  67.59  81.78  102.68  120.14  91.58  171.48  138.75  0
1629  83.95  57.05  71.83  93.86  72.69  94.61  87.50  67.65  129.52  135.13  0
1630  70.36  62.42  58.57  91.30  75.60  100.25  95.93  92.56  121.46  835.82  1
1631  69.34  63.56  73.86  94.41  70.81  93.98  101.75  83.57  145.57  153.88  0
1632  71.89  63.30  67.59  93.11  81.86  89.69  101.29  79.88  136.04  133.75  0
1633  78.51  64.25  70.03  93.09  74.02  88.91  98.43  69.43  176.58  122.11  0
1634  71.25  78.29  73.92  93.38  79.86  94.29  95.45  80.36  164.49  248.86  1
1635  64.73  59.74  80.00  90.63  76.19  92.69  110.45  73.15  166.25  238.70  1
1636  71.85  59.10  70.33  86.33  79.96  92.09  131.09  87.05  157.08  196.77  1
1637  64.70  85.46  73.85  85.39  73.00  91.64  99.47  86.19  140.40  242.52  1
1639  70.39  64.61  71.58  101.32  76.30  86.69  97.18  78.22  166.77  775.53  1
1640  73.09  69.98  65.95  103.51  85.79  85.25  111.19  86.57  135.55  198.66  1
1641  61.01  55.04  65.43  95.77  89.69  94.18  92.30  71.75  163.23  138.60  0
1642  64.26  68.17  70.79  93.93  75.95  89.03  98.27  78.89  164.37  181.78  1
1643  75.03  70.77  68.32  82.09  72.74  84.19  86.85  75.36  140.10  348.86  1
1644  75.27  75.38  90.50  81.57  78.50  88.99  99.70  84.08  190.79  175.68  0
1645  59.87  72.99  74.09  82.80  76.34  92.39  112.02  77.58  184.88  276.55  1
1646  81.19  70.36  79.52  84.77  72.60  89.24  119.68  72.87  138.47  131.94  0
1648  93.65  62.62  87.78  104.34  60.83  88.36  122.07  63.73  210.60  155.92  0
1650  42.08  114.13  77.02  120.59  68.02  93.09  93.82  102.70  173.94  122.58  0
1651  66.67  68.74  79.81  113.71  72.87  91.00  99.81  80.73  130.27  158.56  0
1652  73.34  62.97  71.16  87.38  75.26  90.15  113.39  86.28  138.87  259.10  1
1653  67.59  89.66  65.36  77.64  73.85  94.74  102.36  89.60  275.00  173.52  1
1654  62.19  66.16  63.68  90.85  72.69  87.53  109.27  83.73  159.66  138.30  0
1655  71.37  72.32  79.00  90.29  76.19  93.79  93.60  74.55  150.60  200.70  1
1656  68.33  66.34  78.03  112.00  70.50  97.89  97.90  76.30  161.92  157.43  0
1657  51.11  50.63  73.58  107.17  57.84  93.08  144.47  89.11  128.09  196.78  1
1658  78.47  56.98  71.70  78.57  78.64  89.13  98.53  78.63  148.10  290.12  1
1659  67.58  63.17  73.44  103.36  73.33  91.84  126.68  76.00  141.08  125.31  0
1660  70.09  79.46  67.65  83.27  80.24  90.93  101.82  72.46  136.31  283.52  1
1661  72.56  60.11  81.61  104.82  71.67  90.63  96.90  83.49  162.38  317.47  1
1664  70.96  71.05  66.72  76.12  75.99  86.90  122.30  76.07  139.37  164.78  0
1665  70.50  67.91  79.76  94.47  81.26  87.65  109.29  88.45  137.47  313.76  1
1666  68.10  73.41  64.92  101.71  68.08  92.85  101.56  80.07  143.60  377.68  1
1667  71.79  70.70  71.58  96.81  67.05  93.03  96.70  89.82  152.80  143.15  0
1668  64.53  70.95  60.41  103.62  73.55  86.38  107.10  89.47  141.25  256.95  1
1672  64.57  66.17  75.89  98.69  72.38  86.31  109.99  73.92  163.41  123.58  0
1673  71.31  73.57  69.69  98.19  77.97  93.83  113.64  81.00  121.91  270.74  1
1674  62.42  79.89  70.62  81.08  69.32  85.04  109.81  74.79  191.50  251.94  1
1675  61.32  80.21  72.86  78.74  74.84  91.02  139.65  67.20  115.30  691.41  1
1676  72.77  68.72  72.19  94.66  72.61  86.25  99.55  77.73  158.95  792.42  1
1677  70.94  62.21  73.32  99.52  71.98  91.90  97.55  81.74  154.20  210.52  1
1679  99.47  95.10  75.38  97.66  165.91  118.48  170.43  160.81  102.99  211.62  1
1680  67.44  69.35  75.34  94.81  73.31  86.83  101.57  83.51  152.78  247.06  1
1681  82.02  52.30  72.14  95.25  76.29  81.65  88.41  79.71  136.52  126.17  0
1682  66.14  74.56  71.57  84.45  73.92  92.94  98.97  83.59  149.73  129.58  0
1683  79.07  59.31  69.97  100.09  73.09  87.95  83.99  71.78  156.06  197.36  1
1684  78.41  70.84  74.90  92.21  70.72  84.75  93.65  68.59  138.43  261.85  1
1685  70.68  59.79  78.17  93.09  67.53  88.16  95.90  81.38  163.66  340.28  1
1686  74.26  64.92  77.08  93.07  74.23  88.39  99.17  74.87  193.90  166.43  0
1687  70.10  59.70  75.41  97.47  78.50  91.06  132.36  78.77  132.84  153.32  0
1688  67.15  58.56  70.94  88.51  76.70  92.52  131.11  100.57  159.57  134.93  0
1689  85.00  69.92  69.70  99.30  78.01  96.73  125.37  91.60  160.78  155.41  0
1690  45.58  72.40  49.21  91.37  80.66  95.67  107.77  89.02  139.82  791.09  1
1691  66.32  71.11  66.69  95.95  68.33  84.10  113.39  81.67  140.72  130.93  0
1692  80.56  74.16  70.94  98.73  75.48  92.77  104.26  81.71  146.34  314.16  1
1693  69.94  65.73  66.68  116.44  77.54  87.80  110.86  74.37  150.89  335.36  1
1694  71.26  57.52  69.85  87.84  81.51  84.33  105.28  93.35  141.48  244.53  1
1695  63.28  67.59  63.15  100.23  76.94  84.40  113.45  81.41  137.56  214.55  1
1696  65.65  65.55  76.26  82.66  80.21  85.46  113.03  82.04  148.73  861.79  1
1698  59.93  62.18  77.11  101.80  69.93  95.32  105.84  77.45  126.90  261.99  1
1699  76.16  61.01  73.29  101.09  76.46  96.01  103.20  88.24  277.63  181.28  1
1700  60.07  70.36  63.01  87.99  74.18  90.47  129.81  97.95  143.66  839.60  1
1701  87.23  49.04  63.16  105.65  88.18  57.66  99.44  75.05  184.71  867.68  1
1702  68.07  74.24  70.34  93.98  77.50  97.27  107.53  74.63  138.74  180.03  1
1704  76.37  69.24  85.28  92.73  79.11  88.46  97.04  74.32  147.27  319.23  1
1705  84.40  75.36  77.96  96.29  76.24  87.83  113.01  78.98  145.20  135.92  0
1706  74.50  61.59  71.88  99.77  75.53  90.92  122.82  83.58  142.43  786.14  1
1707  73.59  64.66  70.59  98.62  70.84  86.37  101.94  79.51  184.30  112.25  0
1708  73.77  70.12  75.18  102.11  70.73  88.69  105.77  70.43  149.44  277.47  1
1709  72.32  76.42  82.64  105.70  80.85  87.45  106.90  78.93  177.06  310.94  1
1710  72.88  71.32  72.77  94.13  77.54  85.56  108.97  88.27  140.85  471.74  1
1711  62.83  68.93  75.39  91.65  69.96  89.96  93.58  80.77  231.49  240.80  1
1712  75.54  75.16  74.59  81.82  70.18  83.89  109.56  79.44  155.04  233.06  1
1713  65.04  66.15  67.90  94.94  75.98  84.70  104.70  85.79  219.48  274.72  1
1714  73.37  71.49  77.37  104.27  70.79  86.07  121.95  76.12  154.44  128.53  0
1715  65.82  73.16  59.95  84.25  74.40  88.32  114.66  86.48  166.10  167.57  0
1716  68.35  61.96  69.41  91.86  69.25  83.75  134.75  89.11  169.16  119.20  0
1717  66.93  71.30  74.44  91.80  64.30  94.22  121.28  76.17  127.98  127.66  0
1718  63.29  65.74  69.50  98.91  68.95  87.67  113.12  84.11  150.83  473.50  1
1721  66.41  68.08  66.38  98.01  72.48  90.12  90.69  85.61  134.88  129.35  1
1722  75.39  68.21  80.80  124.38  80.60  86.72  122.70  84.22  129.26  233.70  1
1725  66.41  85.81  68.25  256.88  95.66  94.77  95.32  97.07  115.10  126.74  1
1730  74.20  62.07  81.10  87.78  71.94  92.45  104.89  68.79  137.90  237.27  1
1731  57.94  53.82  77.24  94.94  72.24  87.11  102.40  99.79  171.07  829.72  1
1732  76.39  78.19  85.34  98.40  76.31  76.25  103.25  83.20  245.18  620.25  1
1733  79.51  60.02  85.64  102.18  63.24  91.27  101.36  79.98  142.69  181.59  0
1734  66.23  64.17  72.98  109.93  83.33  89.32  108.19  92.97  135.50  160.87  0
1735  71.26  67.99  68.31  83.52  75.43  89.78  96.00  74.25  158.61  133.26  0
1736  73.10  71.74  76.50  89.30  74.76  85.30  113.61  90.75  140.96  147.50  0
1737  54.97  53.94  77.80  85.54  82.47  82.06  122.11  80.28  155.39  187.71  0
1738  64.28  76.01  86.35  95.99  66.95  89.08  106.15  83.92  137.64  161.42  0
1739  62.89  60.93  77.00  105.23  67.62  87.80  112.14  77.24  137.25  235.61  1
1740  65.67  64.24  59.06  98.65  76.27  88.25  114.48  79.68  111.68  234.33  1
1741  66.54  73.40  77.28  92.97  68.36  96.03  106.82  78.72  147.53  211.48  1
1742  69.57  62.97  73.25  87.88  72.58  86.66  98.03  84.41  170.88  206.59  1
1743  67.50  62.43  79.99  103.28  74.46  91.01  122.98  95.42  141.26  222.25  1
1744  59.29  70.89  72.42  102.52  76.37  80.68  99.90  78.04  136.21  93.90  0
1745  78.89  65.09  66.87  109.84  68.37  87.63  103.41  78.47  144.98  244.93  1
1746  67.54  64.65  67.25  104.02  70.30  96.30  109.51  69.92  170.81  543.23  1
1747  73.55  72.06  76.31  97.54  70.91  89.00  98.78  86.34  145.38  274.35  1
1748  88.81  73.39  79.34  99.79  75.92  98.59  97.96  76.26  150.90  145.77  0
1749  67.37  76.01  65.49  107.33  69.95  94.58  117.01  89.07  137.56  200.22  1
1750  69.27  86.37  76.80  97.49  78.37  85.09  91.14  97.62  132.72  135.45  0
1751  66.75  78.99  62.93  98.26  82.41  83.37  113.02  70.02  152.58  249.41  1
1752  63.66  63.21  88.17  94.70  71.58  95.27  118.93  84.49  154.85  113.42  0
1753  68.56  68.67  68.04  97.95  70.18  93.44  95.51  81.50  146.98  256.05  1
1754  73.85  75.89  72.11  85.20  72.49  85.66  110.16  79.99  137.72  135.17  0
1755  76.06  63.77  75.36  95.53  72.60  94.97  107.45  68.49  152.35  153.59  0
1756  77.81  62.37  76.93  104.54  72.83  89.05  97.14  91.57  145.74  319.32  1
1757  77.95  62.00  66.29  90.85  72.02  91.46  97.13  72.04  149.81  258.82  1
1758  64.95  77.26  76.30  81.85  67.44  97.53  110.28  78.66  141.12  129.61  0
1759  61.83  63.43  77.05  86.86  82.29  83.33  94.49  79.23  145.26  214.14  1
1760  68.73  67.57  78.42  84.59  75.66  95.12  117.43  87.30  141.01  250.99  1
1761  78.69  59.22  75.54  83.28  80.13  84.82  94.67  75.36  174.08  155.60  0
1762  72.55  52.22  68.10  90.38  69.12  87.35  127.26  88.56  150.38  719.40  1
1763  69.85  71.56  66.01  92.49  70.41  89.61  110.37  81.28  123.44  323.03  1
1765  73.88  86.77  81.05  113.43  75.27  97.55  134.97  97.49  100.62  143.68  0
1768  68.72  70.89  100.34  110.35  83.15  84.70  115.67  69.91  139.34  131.02  1
1769  79.29  67.45  73.65  83.26  75.18  89.80  104.93  76.51  138.32  162.54  0
1770  71.87  67.21  64.74  105.05  65.26  89.70  94.49  86.59  151.53  145.60  0
1771  73.10  67.48  82.22  97.06  70.29  85.89  124.40  79.57  152.57  108.66  0
1772  68.88  52.24  73.54  89.19  77.26  86.49  99.37  76.83  160.83  221.70  1
1773  75.42  74.39  65.08  88.22  64.52  82.45  111.42  82.68  194.21  262.31  1
1774  66.85  59.12  73.94  105.08  70.04  91.61  91.40  74.40  137.31  222.82  1
1775  71.42  70.91  79.37  89.34  74.59  92.51  100.59  95.20  139.17  313.18  1
1777  76.06  102.18  71.59  138.08  90.91  97.07  131.87  72.63  119.34  200.42  0
1779  68.83  68.56  71.51  96.17  72.33  91.17  112.36  83.24  170.03  284.40  1
1781  71.03  69.30  75.26  94.61  69.09  81.05  86.70  78.68  153.41  138.89  0
1783  62.78  64.58  68.84  88.16  73.19  87.11  95.24  80.62  156.40  133.90  0
1784  65.49  64.65  72.65  87.29  72.25  85.63  123.24  71.96  167.97  464.83  1
1787  116.04  117.35  113.57  147.73  79.12  98.77  139.61  104.75  92.04  109.35  1
1788  69.09  67.57  74.06  101.03  70.53  93.75  104.17  75.83  155.03  224.70  1
1789  68.65  67.23  66.03  92.93  75.23  88.06  104.16  88.10  221.39  203.99  1
1791  85.91  61.54  71.52  82.33  73.09  80.76  98.35  81.30  141.32  185.19  1
1792  74.84  68.90  78.21  87.08  74.78  95.24  98.48  87.28  141.05  141.42  0
1793  59.75  66.01  70.41  89.66  75.45  85.33  100.47  73.12  174.96  241.26  1
1794  64.55  69.55  71.46  84.22  65.36  84.95  96.83  87.62  142.89  238.68  1
1795  68.82  108.11  56.15  88.23  66.11  84.12  119.11  67.41  166.10  431.10  1
1798  72.12  68.77  65.52  86.89  63.61  85.47  95.75  93.02  120.42  192.42  1
1800  82.07  65.77  65.76  81.07  75.27  91.32  99.56  67.41  211.97  132.32  0
1801  47.90  81.89  65.80  93.89  65.84  77.21  93.82  58.54  106.37  855.55  1
1802  88.78  60.30  74.53  187.85  68.26  91.02  138.59  99.99  139.53  110.57  1
1804  400.25  59.10  79.48  89.99  59.21  96.83  95.29  77.62  122.33  865.96  1
1805  53.41  54.37  77.35  86.52  78.59  86.99  91.09  86.90  126.56  315.33  1
1806  63.98  73.09  75.53  98.89  76.02  80.79  111.13  80.94  133.00  829.60  1
1807  64.79  66.58  83.83  93.41  89.06  94.11  110.15  75.22  159.82  128.03  0
1809  78.94  54.17  91.89  91.45  73.49  80.58  130.16  79.55  130.89  263.21  1
1810  73.46  69.52  73.22  95.09  77.91  104.17  107.28  89.92  191.27  198.78  1
1811  68.51  63.08  66.44  99.34  65.73  78.56  107.08  66.16  143.29  103.47  0
1812  60.24  60.29  79.98  100.38  75.40  92.46  108.38  78.08  135.37  131.52  0
1835  67.69  78.75  82.02  77.17  75.59  78.58  108.99  79.32  146.24  282.30  1
1838  67.85  61.59  73.61  80.88  73.36  97.24  136.57  62.57  173.72  704.61  1
1839  118.64  100.01  82.77  92.87  113.45  89.56  101.30  123.75  82.10  82.52  0
1840  64.52  72.67  76.51  67.74  75.05  91.55  110.79  72.72  134.49  130.82  0
1841  75.15  60.44  70.61  66.14  80.90  85.83  120.53  75.61  139.42  351.25  1
1842  69.95  63.99  67.92  68.29  78.71  89.69  87.32  83.24  144.20  428.64  1
1844  56.64  70.06  67.40  80.95  69.15  92.77  106.18  79.12  152.59  167.08  0
1845  67.48  71.36  65.81  78.21  63.30  86.78  101.31  92.57  151.76  197.42  1
1848  79.43  63.63  80.34  93.19  65.53  84.51  127.23  92.12  106.26  145.78  0
1850  82.71  55.12  85.45  64.60  79.87  90.39  103.41  90.19  130.21  121.85  0
1851  66.07  71.90  74.95  91.55  70.11  93.55  102.99  81.48  170.84  118.04  0
1855  65.86  78.26  59.37  71.65  74.08  93.54  69.16  79.04  130.84  230.66  1
1856  113.04  101.33  90.53  108.44  107.66  129.96  126.74  187.46  87.94  112.86  0
1857  67.68  68.49  82.96  75.90  77.03  83.69  101.83  83.53  197.05  483.91  1
1858  70.15  62.37  70.07  76.37  69.81  83.90  114.92  83.95  150.96  458.58  1
1859  75.99  65.74  64.86  81.82  71.77  93.46  105.97  75.78  141.80  342.31  1
1860  74.60  53.79  76.99  79.37  70.84  87.02  100.01  89.47  154.66  140.91  0
1861  66.80  64.73  72.57  66.26  74.90  89.64  112.65  80.86  147.26  230.85  1
1862  71.14  62.18  75.95  80.78  71.18  103.35  108.02  78.97  135.12  121.43  0
1863  76.14  64.60  75.22  79.93  77.37  90.31  96.00  85.94  149.46  215.08  1
1864  72.64  59.51  71.88  73.12  79.59  94.63  105.04  71.02  210.44  287.27  1
1865  70.82  69.32  75.10  77.04  69.95  91.91  91.44  58.86  111.60  785.57  1
1866  58.55  59.11  68.59  82.00  75.15  93.65  95.86  76.42  175.27  317.06  1
1867  69.18  66.86  68.54  71.14  72.57  90.82  100.98  82.28  265.15  246.49  1
1868  61.45  77.67  67.11  60.17  74.60  89.14  120.38  81.26  169.83  103.99  0
1869  72.36  69.85  73.78  77.00  69.00  82.93  102.12  82.49  145.94  868.19  1
1870  71.09  69.90  76.97  87.56  74.00  90.10  109.02  84.36  152.75  279.29  1
1871  73.01  69.22  64.27  85.32  78.94  98.67  110.21  76.88  136.64  181.12  1
1874  72.22  73.25  75.29  61.40  77.66  93.01  111.62  93.10  139.92  860.23  1
1875  69.50  57.49  74.27  76.20  75.77  94.18  91.59  89.59  156.66  155.72  0
1876  64.28  80.24  72.91  73.62  74.33  87.48  101.33  84.34  137.84  127.25  0
1877  86.71  68.67  77.88  108.10  85.60  79.95  113.62  71.22  121.99  831.23  1
1879  69.54  71.86  75.86  79.01  78.96  93.92  102.56  82.77  162.64  152.88  0
1880  75.93  56.81  70.20  69.53  67.84  84.24  98.60  70.63  178.11  139.88  0
1881  73.12  69.11  74.50  77.40  72.44  85.42  100.74  80.56  154.16  196.36  1
1882  70.08  66.48  71.05  79.42  79.46  96.90  114.13  78.09  137.90  415.92  1
1883  59.59  72.13  81.99  95.22  62.76  93.40  125.16  70.64  172.29  257.23  1
1891  130.90  84.01  109.34  87.50  205.61  138.37  159.92  70.37  88.04  148.70  0
1892  67.68  72.29  79.08  82.58  69.75  95.21  103.95  87.35  169.71  125.39  0
1893  77.39  64.95  76.14  66.89  74.61  84.03  105.40  81.20  185.24  200.44  1
1894  63.79  58.14  81.65  79.68  73.24  89.24  103.66  81.61  146.91  306.98  1
1895  60.82  74.44  81.45  70.73  71.26  97.60  94.58  76.40  129.88  138.51  0
1896  78.25  69.61  76.43  79.53  71.90  91.37  106.12  71.52  130.57  136.87  0
1897  75.53  64.47  78.09  73.29  75.72  93.49  111.84  86.69  135.80  135.77  0
1898  70.29  58.03  67.19  77.22  78.30  85.72  100.57  71.81  135.64  213.35  1
1899  71.45  71.60  76.35  67.65  76.50  103.69  86.97  95.93  140.23  222.81  1
1901  88.38  73.48  80.52  95.81  84.17  93.64  133.59  94.76  125.94  154.41  0
1902  86.04  84.89  78.49  80.82  82.44  96.93  138.37  88.90  145.45  180.88  0
1904  79.62  75.54  87.17  77.01  80.33  94.12  136.55  92.65  138.37  155.96  0
1905  81.17  81.05  96.75  87.63  78.58  105.34  134.43  91.01  135.83  180.09  0
1906  74.86  66.35  84.70  73.82  76.18  94.24  123.98  78.44  130.35  157.28  0
1909  73.68  240.96  54.92  78.85  84.40  79.55  179.94  73.08  143.79  420.04  1
1912  140.56  92.42  97.87  103.07  150.32  114.70  101.34  130.35  110.86  138.32  0
1913  77.90  78.02  72.67  68.03  82.92  87.68  112.01  75.60  151.58  192.98  0
1914  80.91  95.13  91.68  70.49  78.56  110.60  136.66  82.46  186.94  873.41  1
1916  69.68  69.13  66.99  82.25  73.91  83.62  103.07  68.26  167.53  765.30  1
1917  71.86  56.43  81.44  73.34  77.64  94.58  101.92  78.06  156.95  199.82  1
1918  71.16  61.09  69.81  70.43  76.44  89.95  123.83  88.99  159.69  282.95  1
1919  75.34  52.28  69.53  69.83  75.53  80.31  106.05  81.43  237.25  858.04  1
1920  84.10  58.47  76.52  71.59  73.44  87.84  120.27  83.78  186.09  157.97  0
1921  57.22  69.98  74.41  74.25  71.68  93.17  105.95  74.95  143.60  377.34  1
1922  70.82  66.03  65.61  88.47  61.71  89.20  99.15  71.92  162.15  227.27  1
1924  72.16  65.54  70.32  67.03  65.70  88.93  104.88  83.92  166.36  311.59  1
1925  72.78  68.42  63.06  80.17  68.62  95.84  108.85  91.02  142.98  107.32  0
1926  73.13  63.33  75.78  71.07  77.62  99.70  106.51  85.02  129.88  224.96  1
1927  73.45  73.58  74.96  70.26  68.97  97.68  101.30  90.80  145.78  249.58  1
1928  74.61  56.45  63.56  67.32  65.45  79.70  92.03  70.91  235.28  81.45  0
1929  66.08  61.22  76.66  83.97  74.76  89.63  107.66  88.54  181.93  221.38  1
1930  73.72  59.25  74.85  71.33  76.87  83.76  96.58  88.53  230.72  254.22  1
1931  65.06  65.04  90.56  74.74  84.37  88.47  90.62  71.79  147.12  117.36  0
1932  68.19  76.60  71.22  76.32  70.62  81.81  92.21  87.84  131.87  247.10  1
1933  72.05  64.62  66.63  78.56  68.78  91.25  93.86  69.49  150.92  166.06  0
1934  73.58  70.82  81.84  65.79  66.05  79.67  103.60  79.93  121.56  125.12  0
1935  70.74  59.69  82.50  73.23  71.36  92.13  124.50  88.90  148.80  359.26  1
1936  69.83  67.82  79.78  71.18  67.79  91.29  112.30  69.35  153.53  265.16  1
1937  67.14  71.98  72.24  87.25  59.96  92.49  107.28  94.48  173.97  135.03  0
1938  63.13  58.19  66.65  65.52  91.13  86.85  110.95  81.60  122.54  141.48  0
1939  73.19  69.40  71.98  63.17  81.77  99.50  85.56  74.12  159.20  207.51  1
1940  75.67  79.51  70.91  43.47  91.09  65.62  150.56  87.43  177.38  185.35  0
1941  63.86  79.51  75.44  75.83  79.78  80.22  100.84  76.65  130.09  226.96  1
1942  70.42  76.80  69.42  66.89  63.69  82.52  107.75  83.22  105.89  164.47  0
1943  71.37  78.80  83.60  75.89  86.65  84.21  117.86  84.02  138.27  125.98  0
1944  67.50  65.89  75.56  80.73  68.55  82.19  86.51  68.45  227.01  570.50  1
1945  65.11  67.18  72.74  74.05  74.62  96.71  102.12  81.47  142.98  233.54  1
1946  81.32  64.66  53.51  73.27  76.85  84.24  105.49  86.80  159.18  198.46  1
1947  76.45  71.67  75.28  65.11  76.41  95.11  127.33  74.46  139.68  264.49  1
1948  72.78  65.52  79.97  67.51  70.90  88.24  115.92  88.05  150.71  218.62  0
1949  71.99  69.50  73.02  72.42  72.87  85.67  103.98  69.72  146.56  266.21  1
1950  83.12  85.30  67.67  71.16  68.86  86.52  110.29  87.45  118.01  245.62  1
1951  79.87  65.30  68.55  78.39  75.25  96.31  118.06  79.73  166.18  759.45  1
1952  75.01  61.44  69.06  75.56  70.88  89.30  101.88  85.55  149.69  298.63  1
1953  65.67  70.32  71.65  69.10  73.67  90.37  103.68  84.22  166.16  233.48  1
1955  80.03  80.65  80.25  71.11  74.65  83.93  103.81  78.02  201.34  820.81  1
1957  75.18  75.77  86.86  88.75  77.58  91.30  127.68  73.49  140.22  269.09  1
1958  74.74  65.93  72.66  80.89  80.05  94.16  118.24  77.87  166.79  123.68  0
1960  63.42  71.28  67.70  79.41  71.62  91.24  102.42  80.73  207.44  346.37  1
1961  76.73  73.56  75.73  77.52  78.10  92.82  92.16  61.58  159.35  159.39  0
1962  61.52  69.38  72.55  86.54  66.94  84.48  117.19  88.24  164.01  97.61  0
1963  76.34  64.10  89.01  70.89  74.54  82.90  106.23  86.98  144.94  223.06  1
1964  82.45  60.52  68.79  80.23  76.10  88.22  96.11  93.16  168.40  273.77  1
1965  62.40  72.31  69.69  65.93  73.49  90.79  93.17  86.63  145.99  243.53  1
1966  79.05  68.21  71.08  68.58  73.02  86.84  113.45  75.71  206.66  151.19  0
1967  77.23  71.84  77.36  74.05  71.95  91.86  106.48  83.22  252.99  164.62  1
1968  68.19  72.32  66.96  72.97  67.64  89.18  95.24  68.15  145.44  208.12  1
1972  99.72  66.97  91.05  66.27  81.00  87.60  125.42  82.60  133.26  102.68  1
1974  76.58  65.54  56.36  87.69  73.33  82.62  143.90  90.31  146.49  120.10  0
1975  72.53  77.61  83.59  76.27  92.08  99.12  145.82  101.08  139.66  197.98  0
1976  65.42  66.96  85.67  87.19  91.11  92.15  179.61  100.47  119.29  130.06  0
1977  61.28  98.99  77.99  74.99  93.12  96.23  143.63  92.30  132.23  138.38  0
1980  93.03  57.79  45.96  91.13  83.04  86.11  218.60  58.01  192.03  811.17  1
1981  68.66  72.89  67.69  79.77  67.03  86.53  133.94  86.45  117.75  212.09  1
1982  69.72  73.79  65.69  81.14  71.42  93.82  95.74  73.38  140.10  215.38  1
1983  76.95  69.69  78.09  84.24  79.69  87.21  102.13  93.64  147.68  154.68  0
1984  78.35  71.84  69.63  74.88  77.61  91.03  106.21  83.27  151.18  202.18  1
1985  82.69  78.32  79.04  93.36  76.12  85.01  126.13  90.99  177.72  244.97  1
1986  74.07  72.66  71.70  80.50  74.93  88.80  108.24  78.32  185.94  118.35  0
1987  75.23  71.55  75.70  80.77  75.53  87.40  110.44  83.14  156.99  131.13  0
1988  68.73  69.60  67.42  80.37  82.34  88.02  105.97  77.40  235.82  131.56  1
1989  71.14  66.76  76.70  69.06  74.22  87.60  106.46  79.24  162.91  139.68  0
1990  72.58  61.40  63.34  81.55  67.13  81.14  108.91  77.58  159.36  248.67  1
1991  70.82  63.48  81.91  75.77  77.83  93.49  99.02  73.90  167.52  131.39  0
1992  67.30  70.80  78.45  71.51  67.78  99.70  99.04  72.69  147.08  189.99  1
1993  62.21  84.68  85.35  84.42  52.45  75.75  209.72  61.41  135.20  534.79  1
1994  66.41  57.18  79.82  91.68  72.40  90.28  98.29  81.50  143.75  208.44  1
1995  77.20  70.20  69.33  83.81  71.26  89.29  95.98  89.76  139.95  232.97  1
1996  68.05  72.05  64.16  79.54  81.37  90.49  123.53  76.72  162.09  150.47  0
1997  70.84  54.50  68.23  75.58  68.92  100.89  110.68  80.81  149.21  237.86  1
1998  74.84  65.78  70.81  76.66  68.08  87.52  98.10  88.62  127.60  200.42  1
1999  78.48  75.68  68.96  72.99  69.43  80.76  104.53  86.32  163.11  138.04  0
2000  60.25  69.20  64.00  76.83  73.99  92.32  110.11  86.64  138.01  442.92  1
2001  83.19  75.95  64.17  72.95  75.68  86.77  87.12  81.83  138.07  213.88  1
2002  68.69  67.87  64.43  71.76  81.88  93.47  107.94  84.41  144.33  162.17  0
2003  78.72  86.56  68.13  80.76  73.01  89.74  118.08  88.98  155.16  149.02  0
2004  66.82  69.79  68.99  76.32  69.99  89.78  118.55  72.80  151.94  237.00  1
2005  73.33  68.12  72.02  71.50  71.76  94.29  95.66  102.76  166.69  247.61  1
2006  62.83  75.55  73.35  80.27  76.08  90.47  93.45  73.13  121.41  277.13  1
2007  82.17  74.92  72.45  67.25  70.67  80.08  108.88  96.63  146.78  177.03  0
2008  66.94  65.04  99.37  69.21  76.99  73.98  90.09  64.50  165.18  333.68  1
2009  65.30  120.40  134.79  62.75  108.08  156.73  150.07  91.32  90.75  77.42  0
2010  74.40  63.10  80.84  72.83  70.66  89.27  95.19  74.98  127.60  187.46  1
2011  71.13  58.66  72.71  66.83  67.02  83.25  108.87  67.09  137.62  257.00  1
2012  78.39  77.03  72.82  70.43  81.26  93.00  103.95  79.68  154.29  138.56  0
2013  68.65  63.11  69.57  70.63  78.11  83.36  97.42  77.57  158.85  229.62  1
2014  74.59  52.36  68.57  82.53  76.20  89.25  127.87  96.70  131.54  123.01  0
2015  57.76  80.15  65.04  73.26  75.50  87.32  113.81  96.50  157.44  136.02  0
