nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15  S2L16
2234  0.27  0.25  0.16  0.17  0.32  0.03  0.21  0.45  0.30  0.45  0.24  0.51  -0.01  0.37  0.40  0.21  
2235  0.43  0.17  0.15  0.10  0.10  0.23  0.32  0.48  0.16  0.29  0.11  0.58  -0.08  0.55  0.37  0.13  
2236  0.39  0.16  0.39  0.32  0.16  0.01  0.31  0.37  0.20  0.43  0.33  0.46  0.19  0.62  0.45  0.21  
2237  0.19  0.21  0.31  0.15  0.22  0.12  0.38  0.32  0.28  0.27  0.19  0.64  0.02  0.38  0.23  0.13  
2238  0.29  0.16  0.28  0.26  0.05  -0.02  0.30  0.30  0.40  0.29  0.29  0.40  -0.07  0.60  0.39  0.22  
2240  0.70  0.16  0.10  0.17  0.29  -0.08  0.36  0.71  0.28  0.01  0.28  0.46  0.35  0.24  0.28  -0.05  
2242  0.21  0.11  0.29  0.27  0.16  0.09  0.29  0.45  0.25  0.45  0.36  0.53  -0.05  0.55  0.43  0.16  
2243  0.21  0.23  0.22  0.13  0.33  0.13  0.36  0.35  0.20  0.31  0.20  0.73  0.14  0.45  0.41  0.19  
2244  0.18  0.12  0.13  0.20  0.29  0.06  0.12  0.20  0.39  0.38  0.26  0.44  0.00  0.21  0.33  0.19  
2245  0.24  0.22  0.19  0.21  0.21  -0.06  0.32  0.46  0.25  0.37  0.24  0.51  0.16  0.55  0.44  0.08  
2246  0.26  0.19  0.41  0.37  0.24  -0.04  0.25  0.31  0.28  0.34  0.33  0.51  0.07  0.57  0.53  0.16  
2247  0.27  0.16  0.45  0.33  0.26  -0.06  0.36  0.42  0.38  0.38  0.20  0.60  -0.01  0.47  0.35  0.14  
2248  0.32  0.11  0.17  0.36  0.08  -0.15  0.44  0.35  0.31  0.42  0.54  0.73  0.03  0.53  0.28  -0.02  
2249  0.12  0.19  0.23  0.16  0.12  0.15  0.31  0.48  0.31  0.21  0.30  0.49  0.01  0.44  0.47  0.21  
2250  0.22  0.17  0.17  0.15  0.31  0.30  0.28  0.39  0.23  0.20  0.34  0.56  0.09  0.26  0.40  -0.04  
2251  0.09  0.22  0.29  0.44  0.24  0.12  0.22  0.35  0.39  0.28  0.23  0.42  0.24  0.37  0.40  0.17  
2252  0.24  0.24  0.26  0.42  0.23  0.15  0.33  0.25  0.17  0.28  0.16  0.49  -0.04  0.53  0.38  0.13  
2253  0.13  0.28  0.18  0.06  0.26  0.22  0.18  0.28  0.29  0.28  0.28  0.54  -0.01  0.55  0.37  0.13  
2254  0.53  0.24  0.29  0.05  0.16  -0.27  0.61  0.76  0.36  0.58  -0.05  0.69  -0.08  0.73  0.35  0.16  
2255  0.45  0.14  0.18  0.31  0.21  0.12  0.23  0.36  0.23  0.20  0.04  0.43  0.07  0.44  0.34  0.08  
2257  0.26  0.23  0.19  0.30  0.20  0.08  0.31  0.38  0.08  0.17  0.39  0.59  -0.03  0.53  0.28  0.01  
2258  0.14  0.29  0.51  0.30  0.25  0.06  0.28  0.42  0.29  0.30  0.41  0.64  0.14  0.48  0.56  0.07  
2259  0.23  0.24  0.53  0.05  0.13  -0.01  0.47  0.28  0.29  0.36  0.22  0.62  -0.07  0.33  0.32  0.19  
2260  0.12  0.34  0.24  0.32  0.19  0.07  0.45  0.42  0.28  0.52  0.27  0.70  0.03  0.53  0.25  0.20  
2261  0.24  0.28  0.30  0.19  0.07  0.17  0.39  0.50  0.37  0.35  0.24  0.51  0.18  0.49  0.41  0.21  
2262  0.39  0.13  0.23  0.18  0.32  0.20  0.32  0.46  0.24  0.21  0.18  0.70  0.09  0.28  0.39  0.12  
2263  0.12  0.37  0.25  0.20  0.18  0.10  0.23  0.47  0.23  0.33  0.17  0.52  0.18  0.37  0.14  0.13  
2265  0.08  0.25  0.26  0.30  0.13  0.06  0.26  0.27  0.14  0.32  0.30  0.50  0.21  0.40  0.31  0.02  
2266  0.18  0.41  0.21  0.23  0.18  0.00  0.31  0.33  0.31  0.24  0.42  0.40  0.00  0.41  0.47  0.06  
2267  0.25  0.16  0.23  0.32  0.29  0.04  0.29  0.29  0.20  0.40  0.21  0.58  0.08  0.41  0.55  0.05  
2268  0.24  0.30  0.30  0.38  0.27  0.02  0.29  0.23  0.37  0.29  0.34  0.43  0.01  0.58  0.33  0.22  
2269  0.23  0.31  0.27  0.24  0.02  0.06  0.23  0.36  0.38  0.46  0.29  0.57  0.03  0.45  0.56  0.29  
2270  0.38  0.23  0.23  0.38  0.18  0.08  0.31  0.30  0.38  0.39  0.42  0.52  0.03  0.53  0.48  0.03  
2272  0.19  0.17  0.22  0.24  0.15  0.10  0.38  0.41  0.30  0.53  0.32  0.46  -0.10  0.42  0.46  -0.04  
2273  0.15  0.11  0.26  0.11  0.46  0.06  0.25  0.20  0.45  0.25  0.24  0.52  -0.04  0.34  0.27  0.10  
2274  0.20  0.27  0.23  0.29  0.22  0.19  0.42  0.41  0.35  0.36  0.31  0.39  0.11  0.30  0.40  0.06  
2275  0.24  0.23  0.42  0.11  0.20  0.13  0.18  0.29  0.27  0.39  0.16  0.57  -0.09  0.55  0.39  0.09  
2276  0.16  0.20  0.32  0.19  0.21  0.04  0.21  0.45  0.21  0.44  0.25  0.73  0.22  0.28  0.43  0.11  
2277  0.23  0.23  0.21  0.32  0.19  0.03  0.23  0.31  0.40  0.50  0.40  0.59  0.03  0.39  0.49  0.07  
2278  0.16  0.38  0.40  0.33  0.34  0.26  0.33  0.33  0.24  0.26  0.13  0.50  0.07  0.40  0.53  0.21  
2279  0.16  0.20  0.23  0.20  0.05  0.09  0.33  0.47  0.36  0.41  0.42  0.59  -0.02  0.25  0.50  0.12  
2280  0.19  0.19  0.51  0.27  0.15  0.26  0.30  0.69  0.34  0.47  0.16  0.73  0.04  0.53  0.24  0.20  
2281  0.13  0.21  0.30  0.27  0.19  0.03  0.41  0.34  0.24  0.35  0.19  0.71  0.10  0.59  0.35  0.15  
2282  0.22  0.30  0.07  0.27  0.18  -0.19  0.23  0.31  0.13  0.12  0.29  0.47  -0.08  0.51  0.28  0.02  
2283  0.22  0.18  0.12  0.47  0.09  0.05  0.28  0.20  0.17  0.45  0.23  0.43  0.01  0.67  0.50  -0.03  
2284  0.39  0.38  0.32  0.31  0.24  -0.00  0.30  0.41  0.32  0.33  0.16  0.64  0.14  0.50  0.32  0.26  
2285  0.28  0.00  0.32  0.47  0.27  0.33  0.17  0.51  0.30  0.38  0.21  0.67  0.09  0.59  0.37  -0.06  
2286  0.18  0.26  0.39  0.25  0.02  -0.11  0.45  0.40  0.16  0.36  0.35  0.66  -0.00  0.40  0.46  0.12  
2287  0.26  0.10  0.38  0.23  0.25  0.03  0.28  0.44  0.09  0.39  0.11  0.49  0.02  0.40  0.54  0.20  
2288  0.15  0.39  0.17  0.33  -0.17  0.13  0.35  0.38  0.28  0.62  0.16  0.22  0.04  0.27  0.33  0.04  
2289  0.21  0.14  0.29  0.03  0.13  0.19  0.20  0.39  0.21  0.35  0.31  0.46  0.01  0.32  0.37  0.13  
2290  0.11  0.17  0.31  0.34  0.06  0.12  0.25  0.30  0.27  0.47  0.32  0.47  0.00  0.40  0.35  0.21  
2324  0.37  0.49  0.18  0.34  0.33  0.02  0.31  0.34  0.37  0.55  0.03  0.31  -0.08  0.33  0.35  0.10  
2325  0.31  0.40  0.27  0.32  0.21  -0.10  0.20  0.34  0.43  0.60  0.24  0.24  -0.00  0.42  0.27  0.24  
2326  0.35  0.43  0.32  0.34  0.22  0.05  0.14  0.36  0.52  0.62  0.24  0.35  -0.03  0.48  0.42  0.22  
2327  0.25  0.29  0.28  0.33  0.35  0.05  0.17  0.31  0.44  0.62  0.20  0.24  0.00  0.31  0.30  0.17  
2328  0.29  0.42  0.26  0.32  0.40  0.03  0.26  0.30  0.45  0.58  0.19  0.30  -0.01  0.44  0.37  0.34  
2329  0.35  0.41  0.23  0.36  0.16  -0.00  0.22  0.32  0.37  0.66  0.20  0.36  0.06  0.47  0.34  0.26  
2330  0.29  0.40  0.28  0.38  0.21  0.09  0.26  0.32  0.40  0.61  0.17  0.34  0.10  0.47  0.35  0.26  
2331  0.23  0.29  0.27  0.25  0.36  0.06  0.26  0.29  0.39  0.69  0.28  0.41  0.04  0.64  0.35  0.18  
2332  0.24  0.34  0.23  0.36  0.18  0.10  0.17  0.29  0.35  0.67  0.22  0.32  0.01  0.61  0.34  0.20  
2333  0.33  0.36  0.13  0.35  0.31  0.06  0.24  0.41  0.39  0.55  0.17  0.28  0.07  0.38  0.33  0.23  
2334  0.29  0.34  0.32  0.23  0.29  -0.04  0.17  0.34  0.38  0.61  0.23  0.33  -0.02  0.49  0.38  0.23  
2335  0.32  0.39  0.23  0.35  0.31  0.04  0.25  0.32  0.41  0.61  0.19  0.27  -0.01  0.41  0.41  0.23  
2336  0.32  0.38  0.30  0.42  0.30  0.08  0.21  0.35  0.44  0.61  0.23  0.33  0.01  0.47  0.33  0.21  
2337  0.35  0.35  0.23  0.39  0.32  0.02  0.18  0.34  0.42  0.67  0.22  0.30  0.04  0.47  0.36  0.26  
2338  0.33  0.44  0.35  0.40  0.30  -0.01  0.28  0.39  0.38  0.54  0.21  0.32  -0.02  0.50  0.49  0.26  
2339  0.28  0.32  0.21  0.36  0.24  0.03  0.19  0.37  0.38  0.60  0.19  0.27  -0.06  0.55  0.37  0.28  
2340  0.29  0.39  0.22  0.29  0.26  -0.02  0.24  0.36  0.45  0.69  0.19  0.30  -0.05  0.55  0.31  0.16  
2341  0.34  0.40  0.19  0.29  0.32  -0.01  0.16  0.36  0.38  0.49  0.22  0.41  0.12  0.48  0.30  0.14  
2342  0.38  0.42  0.32  0.31  0.22  -0.02  0.28  0.49  0.51  0.63  0.15  0.27  -0.03  0.53  0.37  0.16  
2343  0.31  0.41  0.24  0.26  0.21  0.02  0.21  0.36  0.44  0.63  0.18  0.24  -0.01  0.57  0.34  0.26  
2344  0.10  0.46  0.13  0.03  0.10  0.24  0.15  0.36  0.33  0.53  -0.00  0.67  -0.05  0.29  0.47  -0.08  
2345  0.33  0.36  0.20  0.29  0.32  0.05  0.28  0.35  0.42  0.66  0.15  0.32  -0.07  0.48  0.37  0.20  
2346  0.32  0.33  0.27  0.43  0.36  0.04  0.26  0.32  0.35  0.66  0.14  0.35  -0.01  0.46  0.37  0.23  
2347  0.30  0.42  0.20  0.42  0.22  0.05  0.20  0.28  0.46  0.65  0.18  0.28  -0.02  0.46  0.37  0.22  
2348  0.44  0.46  0.24  0.46  0.29  0.06  0.20  0.32  0.33  0.67  0.13  0.21  -0.01  0.61  0.31  0.27  
2349  0.38  0.36  0.33  0.29  0.34  0.01  0.22  0.32  0.42  0.68  0.22  0.25  0.01  0.63  0.42  0.29  
2350  0.31  0.37  0.28  0.33  0.31  0.02  0.25  0.38  0.41  0.66  0.21  0.19  0.01  0.46  0.32  0.30  
2351  0.25  0.46  0.25  0.34  0.30  -0.02  0.19  0.35  0.38  0.65  0.21  0.23  -0.03  0.49  0.36  0.30  
2352  0.24  0.38  0.26  0.35  0.36  0.02  0.20  0.37  0.36  0.58  0.23  0.29  -0.08  0.41  0.40  0.21  
2354  0.36  0.39  0.32  0.38  0.33  0.03  0.19  0.33  0.39  0.61  0.22  0.42  -0.00  0.52  0.32  0.25  
2355  0.36  0.41  0.22  0.28  0.25  0.13  0.22  0.41  0.33  0.56  0.15  0.29  -0.01  0.47  0.37  0.29  
2356  0.28  0.34  0.34  0.14  0.34  -0.06  0.31  0.25  0.52  0.64  0.22  0.28  0.05  0.32  0.36  0.13  
2357  0.34  0.42  0.28  0.39  0.33  0.03  0.22  0.36  0.39  0.67  0.18  0.25  0.01  0.50  0.37  0.26  
2358  0.44  0.50  0.38  0.46  0.36  0.02  0.27  0.40  0.44  0.72  0.26  0.34  0.05  0.59  0.45  0.32  
2359  0.34  0.47  0.26  0.38  0.35  -0.08  0.27  0.34  0.34  0.86  0.13  0.57  -0.16  0.40  0.48  0.19  
2360  0.30  0.41  0.29  0.36  0.30  0.08  0.23  0.28  0.40  0.64  0.26  0.32  0.01  0.50  0.35  0.20  
2361  0.32  0.38  0.31  0.36  0.27  0.04  0.28  0.31  0.35  0.61  0.26  0.40  -0.01  0.46  0.41  0.20  
2362  0.27  0.40  0.27  0.33  0.27  0.04  0.22  0.34  0.42  0.60  0.20  0.31  -0.03  0.49  0.36  0.22  
2363  0.30  0.42  0.27  0.43  0.28  -0.00  0.23  0.38  0.41  0.67  0.26  0.29  0.02  0.43  0.34  0.21  
2364  0.31  0.36  0.28  0.27  0.35  0.05  0.21  0.42  0.40  0.62  0.24  0.28  -0.03  0.50  0.43  0.22  
2365  0.31  0.40  0.25  0.29  0.33  0.04  0.21  0.34  0.42  0.55  0.15  0.28  0.01  0.50  0.35  0.20  
2366  0.30  0.38  0.27  0.30  0.30  0.00  0.20  0.36  0.47  0.66  0.21  0.35  0.05  0.50  0.39  0.20  
2367  0.34  0.35  0.37  0.35  0.30  -0.01  0.17  0.40  0.41  0.58  0.24  0.40  -0.02  0.57  0.30  0.26  
2368  0.33  0.37  0.31  0.48  0.30  -0.06  0.25  0.31  0.44  0.58  0.34  0.43  0.05  0.52  0.32  0.30  
2369  0.30  0.37  0.33  0.32  0.29  0.06  0.18  0.36  0.39  0.67  0.18  0.28  0.00  0.44  0.28  0.25  
2370  0.28  0.37  0.25  0.35  0.28  0.00  0.19  0.35  0.35  0.66  0.29  0.36  0.04  0.49  0.36  0.22  
2371  0.31  0.38  0.25  0.36  0.34  0.02  0.27  0.34  0.39  0.56  0.20  0.22  0.00  0.39  0.31  0.22  
2372  0.35  0.45  0.18  0.32  0.30  0.04  0.23  0.38  0.37  0.56  0.26  0.38  -0.08  0.39  0.43  0.25  
2373  0.31  0.46  0.24  0.39  0.27  0.10  0.19  0.32  0.40  0.60  0.27  0.38  -0.00  0.51  0.37  0.25  
2374  0.30  0.35  0.23  0.28  0.26  0.13  0.31  0.33  0.45  0.60  0.24  0.30  0.02  0.37  0.52  0.19  
2375  0.39  0.35  0.31  0.32  0.27  0.01  0.01  0.16  0.46  0.74  0.21  0.29  0.01  0.44  0.23  -0.12  
2376  0.34  0.38  0.27  0.32  0.22  0.06  0.22  0.31  0.41  0.64  0.23  0.32  0.02  0.45  0.30  0.22  
2377  0.30  0.39  0.24  0.36  0.30  0.05  0.21  0.36  0.41  0.63  0.21  0.28  0.00  0.45  0.33  0.23  
2378  0.33  0.39  0.28  0.36  0.25  0.02  0.24  0.33  0.38  0.63  0.22  0.27  0.02  0.47  0.33  0.25  
2380  0.52  0.38  0.22  0.40  0.27  0.03  0.22  0.32  0.34  0.71  0.08  0.32  -0.11  0.43  0.38  0.19  
2381  0.34  0.37  0.26  0.40  0.34  -0.02  0.28  0.33  0.40  0.59  0.28  0.40  -0.03  0.42  0.30  0.22  
2383  0.23  0.23  0.18  0.17  0.18  0.01  0.15  0.14  0.26  0.15  0.22  0.04  0.14  0.43  0.33  0.11  
2385  0.25  0.22  0.16  0.14  0.14  0.04  0.17  0.23  0.25  0.13  0.25  0.20  0.13  0.41  0.28  0.08  
2386  0.26  0.20  0.11  0.15  0.19  0.01  0.14  0.20  0.21  0.12  0.25  0.18  0.14  0.43  0.33  0.12  
2389  0.25  0.20  0.12  0.14  0.19  0.07  0.16  0.25  0.21  0.15  0.24  0.30  0.09  0.46  0.27  0.10  
2390  0.31  0.25  0.25  0.16  0.14  0.06  0.14  0.19  0.21  0.19  0.23  0.16  0.16  0.44  0.37  0.13  
2391  0.24  0.25  0.12  0.22  0.13  0.01  0.15  0.26  0.25  0.16  0.23  0.19  0.09  0.44  0.23  0.16  
2392  0.36  0.41  0.24  0.38  0.16  -0.01  0.24  0.37  0.38  0.62  0.28  0.31  0.02  0.55  0.38  0.30  
2393  0.32  0.33  0.29  0.44  0.17  -0.04  0.21  0.36  0.57  0.56  0.26  0.30  -0.09  0.64  0.42  0.20  
2394  0.26  0.36  0.21  0.34  0.26  0.02  0.22  0.41  0.40  0.62  0.24  0.38  -0.04  0.48  0.37  0.23  
2395  0.32  0.36  0.30  0.40  0.34  0.02  0.24  0.34  0.36  0.58  0.26  0.37  -0.04  0.36  0.29  0.22  
2396  0.27  0.07  0.40  0.35  0.13  0.15  0.13  0.52  0.33  0.59  0.38  0.64  0.21  0.26  0.04  -0.02  
2399  0.24  0.42  0.29  0.42  0.43  0.09  0.12  0.30  0.65  0.56  0.19  0.42  0.16  0.32  0.37  0.23  
2400  0.46  0.43  0.15  0.31  0.14  0.35  0.19  0.39  0.36  0.42  -0.12  0.52  0.17  0.76  0.32  0.35  
2401  0.23  0.45  0.28  0.28  0.33  0.12  0.23  0.38  0.40  0.54  0.24  0.61  -0.12  0.57  0.35  0.25  
2402  0.31  0.36  0.25  0.36  0.23  0.05  0.23  0.30  0.38  0.60  0.18  0.32  -0.06  0.49  0.27  0.17  
2403  0.16  0.33  0.41  0.23  0.28  -0.05  -0.15  0.13  0.54  0.71  0.04  0.20  -0.27  0.97  0.36  0.13  
2404  0.34  0.31  0.41  0.36  0.30  0.07  0.16  0.23  0.20  0.53  0.17  0.34  0.01  0.48  0.26  0.18  
2405  0.36  0.41  0.26  0.39  0.30  0.01  0.23  0.28  0.38  0.60  0.20  0.38  0.06  0.63  0.28  0.27  
2406  0.43  0.49  0.29  0.47  0.41  -0.01  0.26  0.25  0.43  0.66  0.33  0.26  -0.04  0.33  0.34  0.37  
2407  0.37  0.41  0.27  0.39  0.33  0.03  0.22  0.30  0.40  0.64  0.22  0.40  0.00  0.56  0.27  0.25  
2408  0.27  0.46  0.35  0.41  0.40  0.08  0.22  0.30  0.41  0.72  0.22  0.34  0.01  0.55  0.35  0.31  
2410  0.30  0.39  0.02  0.31  0.14  -0.06  0.21  0.38  0.28  0.52  0.13  0.73  0.07  0.52  0.41  0.31  
2412  0.39  0.37  0.20  0.37  0.21  0.06  0.25  0.30  0.43  0.82  0.22  0.35  0.00  0.57  0.40  0.36  
2413  0.31  0.32  0.25  0.49  0.17  -0.17  0.25  0.32  0.33  0.55  0.22  0.38  -0.11  0.49  0.23  0.16  
2414  0.30  0.36  0.30  0.36  0.18  0.03  0.22  0.35  0.34  0.54  0.16  0.38  0.02  0.50  0.28  0.22  
2415  0.28  0.48  0.30  0.41  0.26  0.08  0.42  0.51  0.37  0.78  0.30  0.74  0.10  0.55  0.56  0.13  
2416  0.32  0.41  0.51  0.32  0.33  0.24  0.45  0.53  0.52  0.70  0.27  0.67  -0.03  0.57  0.40  0.17  
2417  0.44  0.40  0.43  0.35  0.25  0.14  0.35  0.45  0.35  0.75  0.30  0.72  -0.02  0.52  0.52  0.09  
2418  0.40  0.28  0.43  0.37  0.32  0.17  0.33  0.39  0.30  0.74  0.31  0.75  0.05  0.45  0.52  0.13  
2420  0.30  0.33  0.27  0.42  0.29  -0.01  0.19  0.24  0.34  0.67  0.17  0.33  0.02  0.53  0.35  0.15  
2422  0.30  0.37  0.25  0.37  0.27  0.07  0.19  0.26  0.36  0.65  0.17  0.33  -0.03  0.54  0.32  0.21  
2423  0.31  0.38  0.29  0.35  0.29  0.02  0.22  0.27  0.35  0.64  0.19  0.36  -0.01  0.54  0.31  0.22  
2424  0.30  0.38  0.28  0.36  0.26  0.01  0.23  0.27  0.37  0.63  0.17  0.34  -0.02  0.55  0.33  0.21  
2425  0.29  0.37  0.26  0.36  0.23  0.03  0.21  0.24  0.35  0.63  0.16  0.31  -0.05  0.53  0.32  0.21  
2426  0.27  0.37  0.27  0.35  0.27  0.06  0.20  0.25  0.33  0.62  0.20  0.35  -0.01  0.53  0.31  0.20  
2427  0.33  0.37  0.28  0.36  0.29  0.00  0.21  0.27  0.36  0.64  0.17  0.32  0.01  0.53  0.32  0.21  
2428  0.30  0.38  0.28  0.37  0.30  0.02  0.23  0.27  0.36  0.63  0.20  0.34  0.01  0.56  0.32  0.23  
2429  0.34  0.39  0.37  0.49  0.22  -0.03  0.35  0.30  0.35  0.64  0.26  0.22  0.00  0.72  0.30  0.20  
2432  0.22  0.34  0.29  0.28  0.33  0.00  0.35  0.47  0.36  0.75  0.02  0.46  -0.25  0.62  0.23  0.02  
2433  0.35  0.29  0.33  0.39  0.21  -0.09  0.38  0.29  0.28  0.45  0.26  0.60  -0.24  0.48  0.44  0.15  
2435  0.28  0.36  0.25  0.36  0.24  0.02  0.23  0.24  0.29  0.69  0.20  0.39  -0.06  0.52  0.38  0.21  
2436  0.29  0.32  0.34  0.34  0.26  -0.04  0.25  0.27  0.34  0.60  0.20  0.39  -0.02  0.49  0.32  0.16  
2437  0.31  0.34  0.31  0.37  0.25  0.01  0.22  0.29  0.37  0.64  0.21  0.40  -0.01  0.51  0.31  0.23  
2438  0.32  0.34  0.29  0.38  0.26  0.01  0.21  0.32  0.37  0.65  0.19  0.43  -0.00  0.54  0.32  0.23  
2439  0.32  0.36  0.31  0.38  0.29  0.00  0.23  0.31  0.37  0.67  0.16  0.39  -0.05  0.52  0.35  0.26  
2440  0.51  0.36  0.19  0.25  0.40  0.06  0.20  0.20  0.28  0.59  0.02  0.42  -0.09  0.76  0.62  0.19  
2441  0.28  0.36  0.31  0.37  0.27  0.00  0.23  0.29  0.37  0.70  0.17  0.37  -0.05  0.52  0.33  0.25  
2442  0.29  0.34  0.29  0.37  0.27  -0.01  0.23  0.30  0.36  0.67  0.19  0.40  -0.05  0.50  0.34  0.23  
2443  0.28  0.35  0.29  0.38  0.29  0.01  0.21  0.32  0.39  0.64  0.17  0.41  -0.02  0.51  0.33  0.23  
2444  0.29  0.37  0.30  0.37  0.28  -0.01  0.22  0.28  0.39  0.65  0.14  0.37  -0.04  0.51  0.32  0.25  
2445  0.27  0.37  0.26  0.36  0.30  0.02  0.22  0.26  0.39  0.67  0.19  0.41  -0.03  0.54  0.33  0.23  
2446  0.28  0.36  0.26  0.34  0.28  0.01  0.21  0.28  0.35  0.65  0.18  0.40  -0.05  0.50  0.33  0.20  
2447  0.31  0.35  0.27  0.31  0.24  -0.02  0.23  0.30  0.36  0.66  0.18  0.38  -0.07  0.49  0.30  0.22  
2448  0.27  0.34  0.26  0.32  0.27  -0.06  0.20  0.28  0.37  0.69  0.14  0.35  -0.07  0.46  0.33  0.21  
2449  0.24  0.36  0.31  0.36  0.28  -0.03  0.20  0.32  0.37  0.65  0.17  0.39  -0.05  0.51  0.28  0.20  
2450  0.27  0.35  0.28  0.30  0.24  -0.04  0.23  0.32  0.38  0.65  0.17  0.42  -0.08  0.49  0.31  0.19  
2451  0.28  0.38  0.28  0.32  0.27  -0.02  0.21  0.30  0.36  0.68  0.16  0.40  -0.06  0.50  0.33  0.23  
2452  0.25  0.35  0.26  0.35  0.26  -0.06  0.19  0.31  0.38  0.64  0.21  0.42  -0.07  0.49  0.32  0.19  
2453  0.26  0.37  0.29  0.41  0.24  0.00  0.20  0.33  0.37  0.67  0.13  0.38  -0.09  0.55  0.31  0.20  
2454  0.25  0.37  0.31  0.34  0.27  -0.01  0.19  0.28  0.37  0.65  0.17  0.35  -0.07  0.47  0.29  0.24  
2455  0.25  0.36  0.26  0.33  0.24  -0.03  0.20  0.31  0.37  0.62  0.15  0.40  -0.07  0.49  0.32  0.20  
2457  0.28  0.38  0.24  0.34  0.29  0.03  0.17  0.31  0.33  0.63  0.22  0.26  -0.05  0.53  0.37  0.27  
2458  0.28  0.40  0.31  0.33  0.25  0.01  0.14  0.30  0.41  0.66  0.17  0.30  -0.01  0.50  0.36  0.29  
2459  0.37  0.32  0.19  0.32  0.36  -0.08  0.24  0.34  0.34  0.66  0.23  0.28  0.02  0.62  0.43  0.28  
2460  0.32  0.41  0.28  0.37  0.25  -0.01  0.19  0.35  0.32  0.65  0.20  0.29  -0.02  0.49  0.29  0.24  
2461  0.32  0.39  0.22  0.28  0.25  -0.08  0.17  0.30  0.34  0.65  0.17  0.26  0.01  0.50  0.31  0.18  
2462  0.28  0.36  0.26  0.27  0.33  -0.07  0.20  0.31  0.34  0.63  0.15  0.36  -0.08  0.46  0.33  0.26  
2468  0.33  0.27  0.35  0.42  0.41  -0.09  0.29  0.17  0.45  0.61  -0.00  0.24  -0.04  0.52  0.40  0.35  
2470  0.28  0.38  0.24  0.35  0.21  -0.04  0.28  0.41  0.41  0.59  0.17  0.42  -0.06  0.44  0.35  0.28  
2473  0.35  0.40  0.27  0.34  0.29  0.06  0.29  0.44  0.38  0.65  0.22  0.42  0.03  0.54  0.39  0.28  
2474  0.43  0.48  0.41  0.35  0.37  0.18  0.38  0.41  0.22  0.94  0.18  0.43  -0.03  0.28  0.40  0.18  
2475  0.41  0.34  0.16  0.33  0.31  -0.03  0.29  0.33  0.34  0.62  0.23  0.41  0.05  0.65  0.33  0.21  
2476  0.33  0.40  0.19  0.33  0.27  0.01  0.26  0.35  0.37  0.60  0.19  0.44  -0.00  0.54  0.37  0.20  
2477  0.30  0.40  0.28  0.30  0.31  0.02  0.26  0.38  0.37  0.60  0.09  0.30  -0.04  0.52  0.39  0.25  
2478  0.29  0.40  0.28  0.38  0.27  0.07  0.24  0.36  0.35  0.60  0.17  0.33  -0.05  0.47  0.37  0.23  
2479  0.27  0.44  0.28  0.31  0.26  -0.01  0.27  0.35  0.40  0.60  0.16  0.32  -0.02  0.45  0.34  0.21  
2480  0.32  0.38  0.26  0.41  0.38  0.04  0.28  0.40  0.41  0.52  0.22  0.39  0.07  0.54  0.36  0.20  
2481  0.30  0.41  0.24  0.34  0.27  0.04  0.20  0.34  0.39  0.59  0.19  0.35  0.02  0.52  0.34  0.25  
2482  0.30  0.46  0.25  0.36  0.26  0.09  0.31  0.34  0.33  0.61  0.10  0.29  -0.09  0.48  0.37  0.27  
2483  0.32  0.38  0.27  0.30  0.25  -0.00  0.17  0.41  0.36  0.63  0.17  0.46  0.00  0.48  0.30  0.27  
2484  0.28  0.38  0.29  0.35  0.27  0.09  0.23  0.39  0.39  0.62  0.20  0.47  0.04  0.53  0.30  0.26  
2485  0.31  0.40  0.24  0.32  0.31  0.02  0.18  0.35  0.34  0.60  0.14  0.38  0.03  0.55  0.33  0.24  
2486  0.32  0.39  0.25  0.35  0.30  0.04  0.23  0.36  0.36  0.59  0.15  0.41  0.04  0.46  0.32  0.17  
2487  0.32  0.40  0.29  0.29  0.28  -0.00  0.29  0.39  0.39  0.62  0.21  0.31  -0.02  0.53  0.37  0.29  
2488  0.31  0.40  0.27  0.31  0.32  0.06  0.24  0.37  0.35  0.59  0.19  0.42  0.02  0.50  0.33  0.21  
2489  0.34  0.39  0.25  0.36  0.33  0.03  0.22  0.39  0.35  0.55  0.16  0.44  0.01  0.46  0.25  0.28  
2490  0.30  0.37  0.25  0.35  0.30  0.09  0.23  0.35  0.36  0.61  0.20  0.39  0.06  0.51  0.33  0.30  
2491  0.38  0.37  0.27  0.37  0.32  0.08  0.23  0.37  0.36  0.65  0.22  0.43  -0.08  0.51  0.34  0.20  
2492  0.28  0.37  0.30  0.36  0.27  0.02  0.23  0.38  0.40  0.53  0.18  0.35  -0.00  0.50  0.34  0.23  
2493  0.33  0.41  0.27  0.31  0.26  0.02  0.28  0.35  0.34  0.60  0.17  0.36  0.01  0.51  0.37  0.24  
2494  0.35  0.38  0.27  0.31  0.32  0.03  0.22  0.38  0.35  0.58  0.17  0.35  0.05  0.57  0.33  0.15  
2495  0.34  0.34  0.24  0.31  0.24  -0.01  0.25  0.44  0.36  0.58  0.12  0.29  -0.01  0.47  0.29  0.30  
2496  0.31  0.39  0.25  0.31  0.29  -0.04  0.22  0.38  0.37  0.55  0.18  0.39  0.02  0.55  0.30  0.25  
2497  0.39  0.39  0.22  0.40  0.30  0.01  0.25  0.32  0.33  0.57  0.15  0.37  0.03  0.54  0.33  0.19  
