nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15   S2L16   flag
1717  326.85  312.39  302.91  300.21  294.80  292.28  300.68  315.89  292.86  293.08  284.22  306.87  302.91  298.09  283.09  285.05  0
1718  319.29  322.47  301.29  299.62  292.86  290.49  294.21  308.73  299.00  296.65  288.81  303.24  300.63  296.70  279.19  279.20  0
1721  315.22  323.19  309.94  306.34  297.17  298.22  302.02  314.89  300.23  296.25  287.72  304.71  297.47  298.03  282.30  214.77  0
1722  326.77  332.74  317.49  315.03  301.34  310.42  309.61  330.85  305.58  307.08  293.73  313.23  311.80  302.56  293.54  289.41  0
1725  334.73  334.51  327.44  331.61  321.16  320.44  322.07  350.24  319.21  311.46  312.33  334.29  329.97  324.41  311.86  292.86  0
1730  310.16  317.48  309.22  299.30  292.71  299.61  300.29  315.67  296.31  290.66  291.91  302.04  296.75  292.72  291.59  256.28  1
1731  315.17  300.61  306.30  301.84  289.15  298.95  298.25  315.81  290.16  291.99  286.87  308.82  302.30  302.61  286.54  272.38  0
1732  316.89  322.08  294.97  305.83  295.09  292.23  299.52  316.55  292.65  290.28  292.34  303.52  301.87  293.66  288.02  281.43  0
1733  312.82  314.46  301.73  299.15  290.13  294.19  298.81  313.68  300.71  299.53  292.23  302.58  305.34  295.25  287.19  276.29  0
1734  318.98  308.09  298.95  301.50  297.16  296.11  299.27  310.85  296.88  299.91  292.93  300.78  301.71  296.75  284.06  225.35  0
1735  321.99  307.36  299.59  297.31  292.16  293.26  298.95  315.44  296.09  295.10  287.16  302.06  295.29  293.59  286.62  272.17  0
1736  317.72  321.01  302.72  304.60  298.93  295.02  299.02  325.28  294.02  298.25  296.21  302.83  298.38  299.65  289.80  214.25  0
1737  322.46  338.43  309.50  325.30  312.90  322.77  311.79  325.87  305.40  305.15  301.10  334.58  323.40  321.16  293.03  307.43  0
1738  321.03  312.78  309.65  303.21  295.33  299.54  301.79  319.97  293.26  299.49  291.04  304.37  303.43  300.95  296.21  280.03  0
1739  317.23  305.31  297.37  296.28  289.58  291.38  298.68  313.37  294.22  294.54  284.31  300.63  302.23  293.62  285.29  271.11  0
1740  307.06  305.83  296.23  301.73  288.74  291.66  299.29  320.77  288.65  290.85  287.97  303.50  293.93  285.14  291.14  251.79  0
1741  308.82  304.67  290.83  296.63  286.39  291.52  292.94  315.57  296.01  295.43  290.83  299.90  296.02  293.17  284.61  249.32  0
1742  247.04  276.80  283.04  285.64  285.62  286.86  292.39  305.79  292.25  293.21  286.94  299.34  293.78  291.46  278.53  231.92  1
1743  319.18  311.99  304.16  303.46  294.08  298.79  297.03  316.42  292.23  296.79  293.11  306.17  300.10  296.12  290.04  272.87  0
1744  303.86  320.39  310.46  306.82  291.56  295.42  301.49  319.77  296.61  295.90  287.25  300.65  299.18  293.35  287.73  277.47  0
1745  317.58  319.20  298.96  303.97  295.61  294.30  297.02  318.18  294.47  297.44  288.15  303.13  300.77  294.04  287.90  243.59  0
1746  322.10  315.70  304.73  305.05  291.14  298.56  297.87  322.64  296.43  300.74  292.77  300.15  304.88  302.08  287.61  271.55  0
1747  325.22  321.64  315.84  306.03  295.39  299.52  301.40  317.46  299.36  304.76  289.25  306.25  304.12  302.22  289.89  288.76  0
1748  318.64  318.82  301.20  299.31  303.58  294.59  298.64  315.02  300.16  293.88  288.33  305.06  297.28  296.58  293.19  261.31  0
1749  336.70  324.82  304.42  304.05  295.16  302.71  303.29  322.81  296.22  298.62  298.48  299.70  306.72  295.50  295.45  266.67  0
1750  329.18  322.10  306.12  310.38  300.77  308.93  307.17  315.23  300.36  306.29  293.84  305.33  306.47  291.70  295.16  297.51  0
1751  312.34  318.06  303.25  301.65  292.42  301.23  299.28  320.13  295.64  297.60  293.32  306.40  298.35  296.12  294.11  274.78  0
1752  310.36  314.83  303.54  300.61  296.36  299.31  302.82  308.72  292.33  295.81  289.16  302.40  300.38  296.83  291.85  269.13  0
1753  318.02  310.77  305.10  301.96  294.44  296.07  296.02  316.37  292.99  296.35  287.83  304.48  298.71  294.63  283.63  279.46  0
1754  322.78  316.81  302.20  299.85  290.75  295.29  292.60  321.58  302.17  296.68  288.20  308.46  303.73  296.44  288.66  230.66  0
1755  308.17  320.37  303.85  299.97  296.40  297.51  302.82  314.80  293.33  296.26  288.75  305.45  300.80  296.06  287.58  267.04  0
1756  313.08  315.62  304.72  302.03  290.22  294.79  297.30  319.53  292.30  296.51  290.66  297.42  300.37  291.17  283.13  257.22  0
1757  320.70  316.19  297.35  300.90  294.83  293.44  300.21  315.16  292.43  296.90  292.54  305.69  300.02  298.52  283.00  242.92  0
1758  318.98  321.01  308.12  300.48  291.10  302.61  298.31  311.09  295.20  300.88  293.29  305.24  303.89  296.82  285.16  273.32  0
1759  314.39  307.88  303.48  299.54  296.24  294.65  301.51  316.68  298.90  296.02  290.06  302.23  299.71  295.44  283.14  271.24  0
1760  314.95  309.13  297.09  295.92  292.18  298.44  299.09  313.97  292.93  295.28  289.21  299.83  299.44  299.60  291.26  283.86  0
1761  306.85  313.33  296.43  301.18  303.43  298.91  299.71  308.55  294.08  296.67  288.63  305.19  303.26  296.72  283.88  281.84  0
1762  304.67  314.16  306.08  296.31  292.09  293.06  297.60  312.04  293.07  291.99  290.75  303.14  295.95  290.87  287.05  277.65  0
1763  323.38  327.28  319.54  304.28  298.69  298.35  298.18  329.31  296.86  296.24  289.51  309.53  309.44  302.69  288.13  276.18  0
1765  340.08  338.28  331.99  331.80  327.93  323.77  325.31  345.10  322.79  326.83  317.92  335.84  329.23  319.35  316.54  315.49  0
1768  330.10  324.62  313.15  315.27  305.41  308.67  305.57  323.48  306.55  303.14  297.48  309.68  314.40  309.88  303.76  300.47  0
1769  312.08  327.18  293.80  295.13  295.77  294.67  295.44  315.35  294.41  296.62  290.21  298.91  300.38  300.44  280.55  271.14  0
1770  309.26  310.61  298.83  301.02  294.45  296.41  295.63  318.54  297.32  296.06  291.08  303.36  299.17  300.81  285.25  253.90  0
1771  311.74  313.29  307.88  302.81  293.59  300.73  303.91  312.10  294.57  298.12  288.08  302.00  300.56  295.34  288.16  267.41  0
1772  324.25  327.48  312.66  306.52  305.13  309.11  307.06  319.02  296.24  308.19  297.20  316.14  302.44  306.01  293.13  295.42  0
1773  312.85  315.77  303.28  301.46  294.74  299.14  302.31  315.44  291.87  295.01  287.56  305.42  300.11  298.29  287.40  231.88  0
1774  327.21  322.39  297.71  304.02  293.58  295.87  299.08  310.29  291.30  295.82  289.09  300.64  302.95  291.30  285.32  242.59  1
1775  315.79  319.10  301.41  296.49  297.41  294.91  293.36  317.14  299.75  295.96  294.57  305.60  297.43  296.32  292.25  243.05  0
1777  342.02  340.44  325.06  332.60  331.23  320.45  325.00  341.71  312.19  312.19  312.76  333.92  322.40  333.68  317.03  309.50  0
1779  306.03  305.59  296.00  299.13  295.53  297.10  296.98  309.06  293.96  294.64  290.02  298.88  297.21  295.29  284.05  200.10  1
1781  305.49  313.98  297.13  296.39  288.52  294.16  295.02  308.51  296.34  293.24  287.14  298.38  298.18  290.26  286.79  277.45  0
1783  301.48  315.20  300.10  300.28  289.60  295.03  296.69  313.85  296.36  292.48  291.07  303.15  302.34  293.88  284.08  240.12  0
1784  308.15  316.54  293.84  295.05  286.93  292.07  295.68  315.43  296.91  294.80  286.57  299.21  297.83  292.43  290.46  260.80  0
1788  274.34  264.59  277.86  282.25  280.72  285.42  294.60  316.28  294.64  290.64  284.92  297.69  293.34  290.78  283.01  240.50  1
1789  267.57  246.35  281.66  287.46  282.90  283.93  292.26  303.42  290.54  290.17  287.93  298.55  295.62  290.72  282.12  248.90  1
1791  313.90  318.36  303.43  301.94  294.26  296.63  300.10  307.17  294.75  300.75  289.05  302.19  298.99  290.76  287.10  258.39  0
1792  319.88  309.18  303.69  301.00  288.50  297.44  300.86  312.06  298.95  288.01  290.40  302.72  297.50  296.87  280.12  272.45  0
1793  316.75  315.63  302.95  301.09  293.27  292.36  299.80  315.69  292.28  295.33  286.89  306.99  299.36  299.39  285.01  220.50  0
1794  318.32  323.46  300.10  300.97  291.17  303.01  301.30  312.48  297.22  294.59  290.91  308.43  299.42  299.02  293.21  284.80  0
1795  322.59  336.57  310.29  300.90  303.57  296.48  309.38  318.91  295.16  303.81  286.22  312.67  303.04  309.63  298.00  310.22  0
1798  311.18  317.46  301.75  306.25  296.33  297.36  304.49  333.62  296.84  303.52  295.93  301.73  307.44  300.05  290.61  291.52  0
1800  323.04  309.22  297.75  300.27  291.11  294.04  298.89  319.22  295.88  294.50  290.30  302.09  298.50  298.99  285.11  267.70  0
1801  330.04  309.49  306.65  314.82  306.11  307.60  302.94  324.58  299.07  305.82  294.59  309.41  301.64  299.95  281.89  301.65  0
1802  337.85  343.23  333.58  325.96  327.01  321.77  319.27  349.63  314.73  326.31  315.92  336.22  341.08  332.24  319.20  309.63  0
1804  321.90  330.42  307.68  306.52  301.99  312.24  301.48  337.90  305.63  306.99  290.39  305.70  307.06  303.49  297.39  299.95  0
1805  318.72  317.24  299.83  301.97  293.29  294.20  295.87  330.19  290.09  300.82  290.67  301.72  304.06  311.19  285.02  260.59  0
1806  326.94  322.56  308.91  302.31  298.04  298.85  302.37  328.37  290.57  296.63  290.65  304.63  301.11  301.85  293.18  216.00  0
1807  325.24  317.93  303.50  311.00  297.00  294.65  303.64  326.71  301.00  295.22  295.90  301.31  301.97  292.50  292.28  275.23  0
1809  331.74  318.01  313.26  318.66  316.96  318.54  313.68  333.15  294.10  311.29  311.01  323.38  300.15  324.81  306.94  294.46  0
1810  310.05  313.15  297.48  302.93  299.78  298.96  298.55  328.52  295.29  295.66  293.33  305.54  297.67  296.50  289.30  271.74  0
1811  317.50  319.90  304.14  306.46  291.81  297.53  300.96  315.99  293.64  297.55  290.98  304.00  300.00  300.31  286.13  244.16  1
1812  324.73  336.85  308.89  308.97  302.00  300.21  300.50  321.46  299.35  297.06  286.57  308.01  307.57  299.76  296.19  290.81  0
1835  293.14  305.43  295.25  294.72  290.88  292.24  292.68  315.88  285.87  289.31  288.28  299.14  295.61  287.74  284.18  271.55  0
1838  319.75  310.48  308.69  313.91  305.14  312.53  303.66  334.03  291.17  307.02  288.00  303.72  305.12  293.72  287.80  228.06  1
1840  329.87  326.38  310.92  316.16  291.18  302.80  309.16  323.48  297.24  300.62  288.07  296.92  310.91  293.03  292.29  220.30  0
1841  332.68  324.40  306.36  316.69  290.77  306.46  313.61  340.20  298.54  300.56  285.60  311.51  303.25  296.66  305.01  265.05  0
1842  311.38  318.97  312.81  306.99  290.71  300.37  304.29  321.24  291.71  300.65  288.14  308.35  309.02  287.54  288.49  282.48  0
1844  320.21  328.18  309.45  306.42  300.74  303.86  299.29  331.02  299.02  292.15  288.30  302.07  302.25  304.10  285.27  292.45  0
1845  318.90  324.11  312.15  303.58  304.41  295.95  296.93  323.32  291.33  297.05  289.13  305.57  307.45  304.89  289.23  252.44  1
1848  333.41  333.72  319.42  319.94  300.67  301.19  313.24  346.59  294.84  302.11  289.33  323.48  312.18  308.04  299.54  273.17  0
1850  323.43  328.80  310.51  323.57  311.10  315.78  317.20  331.49  308.31  306.78  297.07  315.33  305.98  304.14  291.49  304.47  0
1851  318.01  319.42  316.49  315.38  300.53  298.39  310.55  327.55  297.05  300.79  288.70  302.58  305.51  298.57  290.86  244.03  0
1855  323.75  324.24  316.53  310.87  293.47  299.63  311.45  335.43  288.91  292.22  290.15  304.02  307.65  303.41  279.28  254.69  1
1857  313.84  320.33  313.14  303.60  290.74  295.03  303.15  331.44  286.20  298.98  289.33  299.65  302.85  291.32  285.63  239.68  0
1858  311.57  305.71  305.36  300.51  285.72  290.15  302.64  324.73  288.27  295.35  289.12  301.03  302.39  293.77  283.23  248.80  0
1859  314.75  313.59  303.26  297.33  288.78  291.55  299.11  313.19  290.51  296.85  283.32  303.67  300.82  293.32  284.72  211.60  0
1860  312.82  318.87  302.45  303.47  296.61  294.64  300.75  320.39  287.57  295.15  286.69  302.42  301.57  297.78  275.22  256.95  0
1861  291.81  305.86  299.05  300.10  290.15  291.87  304.29  322.86  292.71  293.11  290.70  304.14  298.37  294.89  273.65  223.70  1
1862  300.93  308.96  299.24  302.49  293.49  291.17  298.50  317.48  292.07  297.51  284.53  305.27  299.63  291.47  280.65  232.49  1
1863  324.67  310.84  298.33  298.62  292.63  296.79  301.08  317.84  291.98  294.39  288.95  302.75  300.35  296.27  279.79  251.48  1
1864  225.06  223.74  286.92  290.10  283.92  288.23  293.73  312.43  285.58  287.99  282.24  299.49  296.95  288.06  275.33  247.86  1
1865  252.69  268.46  280.26  282.37  284.04  289.76  290.62  331.09  294.29  292.33  278.47  295.43  302.28  292.46  282.17  237.83  1
1866  272.95  288.88  276.81  288.99  277.11  281.37  292.15  318.35  285.10  288.66  282.57  297.01  292.68  289.25  280.25  227.23  1
1867  271.03  263.40  279.74  283.39  277.28  284.39  288.27  319.91  285.30  287.10  280.84  295.71  294.92  287.65  271.32  219.22  1
1868  317.91  332.20  313.92  307.69  298.46  292.14  296.88  334.11  293.16  294.98  282.30  304.76  307.56  293.18  265.50  242.37  1
1869  319.44  326.01  311.79  308.42  298.83  295.06  298.49  327.26  286.96  299.87  291.44  297.82  307.93  296.91  273.63  230.00  1
1870  327.10  332.73  309.00  317.66  301.93  299.82  305.67  326.80  298.02  298.98  296.21  306.52  313.28  301.28  283.96  278.02  0
1871  324.17  322.98  312.54  319.86  301.53  303.89  309.07  327.81  308.65  293.56  292.34  314.60  311.85  308.17  287.86  273.36  0
1874  326.51  331.07  308.57  316.12  304.85  308.85  310.89  327.54  295.51  301.31  295.82  311.74  323.99  315.28  291.52  280.54  0
1875  326.61  328.34  320.92  327.22  315.74  310.35  309.64  335.08  311.39  306.40  304.82  325.96  316.18  309.19  285.08  285.87  0
1876  321.60  313.91  310.67  306.17  307.13  300.78  301.63  323.02  296.54  300.65  290.93  309.82  304.86  298.25  286.48  275.41  0
1877  319.65  335.10  317.43  317.29  308.66  306.42  308.14  328.92  288.81  325.08  307.56  314.91  309.20  314.75  295.52  301.22  0
1879  319.42  330.48  307.38  314.39  300.47  301.24  307.16  322.45  289.88  299.99  293.02  306.98  308.08  300.04  284.12  299.08  0
1880  314.83  320.33  306.87  309.56  296.60  304.86  299.46  321.61  295.52  296.43  295.45  299.67  304.15  296.27  273.46  200.92  0
1881  310.11  315.15  313.08  303.39  286.51  296.14  301.07  317.97  291.41  298.89  283.41  300.53  301.02  292.32  285.28  222.59  1
1882  314.09  318.06  307.53  308.30  291.45  299.35  303.37  328.61  288.36  295.18  290.54  306.23  302.56  297.93  291.73  262.72  0
1883  315.89  319.44  299.55  318.70  317.83  298.60  307.28  338.18  304.68  301.08  290.00  306.72  304.80  300.37  286.34  321.38  0
1892  313.79  305.37  305.91  301.24  290.64  296.99  295.70  320.83  288.07  292.75  287.88  301.72  300.69  294.30  277.55  243.66  1
1893  322.96  324.67  308.95  312.27  297.01  300.52  299.11  323.36  290.44  300.07  288.61  302.57  301.99  293.30  274.68  279.97  0
1894  324.11  329.76  313.63  312.28  304.53  306.65  303.91  323.28  291.49  300.25  298.51  308.23  307.41  297.37  297.14  284.35  0
1895  311.06  327.10  313.57  304.41  300.48  299.73  300.49  334.11  296.37  292.82  289.68  298.35  300.21  296.66  280.34  244.15  0
1896  316.87  325.50  314.21  309.56  302.24  296.04  304.76  328.36  292.25  295.22  290.86  301.78  304.00  297.64  287.35  279.09  0
1897  334.22  331.44  308.69  313.50  291.80  304.01  308.08  332.65  298.20  305.80  299.53  311.70  309.13  303.59  284.37  275.16  0
1898  325.41  319.26  315.06  316.21  302.70  305.51  302.42  327.02  291.47  299.11  289.26  311.46  311.23  299.44  295.32  266.81  0
1899  313.67  326.97  310.12  318.96  293.91  307.70  300.21  339.81  297.61  296.29  288.76  302.78  304.74  294.32  282.74  277.53  0
1901  334.85  343.87  330.55  331.34  327.18  325.23  322.06  357.75  318.85  322.58  313.31  331.92  332.64  326.88  308.90  314.29  0
1902  334.44  337.94  324.46  329.67  320.91  327.11  325.98  355.91  316.13  327.07  314.48  334.71  332.26  331.73  315.67  316.69  0
1904  333.39  341.34  322.77  334.15  328.89  330.95  325.74  346.38  313.10  324.72  316.42  331.20  330.06  323.82  312.97  313.09  0
1905  334.44  337.86  328.72  332.84  325.30  326.31  326.73  350.88  317.29  326.04  315.96  332.86  330.93  325.36  317.89  307.23  0
1906  331.70  336.14  322.97  335.55  320.63  321.25  321.47  341.58  309.42  327.72  311.86  333.13  334.86  324.22  316.56  308.57  0
1909  335.03  325.01  311.83  323.10  306.94  315.12  312.49  326.14  307.79  315.19  319.12  325.09  313.38  312.83  301.62  319.44  0
1913  319.69  327.54  316.19  313.27  310.82  304.43  308.00  332.83  287.87  304.45  298.49  315.69  311.39  299.67  297.00  297.24  0
1914  337.78  335.63  317.85  318.20  318.09  314.27  317.75  352.12  312.51  314.30  307.00  321.36  330.67  323.09  309.63  304.40  0
1916  312.42  328.44  309.40  305.22  301.07  300.39  300.73  330.14  292.40  299.57  287.13  307.22  311.62  299.94  287.53  242.67  1
1917  312.14  321.01  302.88  309.25  298.27  305.92  301.46  323.85  291.91  299.00  287.02  306.54  296.55  299.00  291.14  277.64  0
1918  324.52  321.77  312.37  316.97  311.35  311.46  307.58  327.07  302.84  303.25  294.04  310.89  304.63  301.40  290.66  291.83  0
1919  319.30  324.11  305.05  305.77  293.15  300.17  300.98  321.05  284.30  302.01  296.26  305.90  302.78  295.98  285.79  247.74  0
1920  312.37  314.22  301.12  308.19  298.05  296.43  299.55  332.05  287.07  292.72  292.64  305.39  294.28  291.89  275.02  283.07  0
1921  312.48  310.43  301.72  308.35  303.59  292.77  297.79  320.41  294.79  296.84  285.06  305.91  301.76  290.46  289.88  259.04  0
1922  310.77  318.84  295.12  309.54  294.56  298.21  301.61  316.52  294.19  295.51  288.15  299.92  299.21  293.82  287.48  249.24  0
1924  303.03  301.89  305.23  304.26  291.09  293.30  298.07  315.43  285.46  297.75  287.27  303.08  299.87  292.81  286.24  246.24  0
1925  319.07  315.66  308.37  305.37  288.09  295.65  300.25  319.41  294.39  295.95  285.30  301.02  299.05  292.01  281.14  256.44  1
1926  316.35  324.43  317.30  311.12  300.36  304.89  296.50  317.23  291.72  296.64  287.49  301.41  308.42  293.23  293.97  290.04  0
1927  308.99  311.78  298.59  304.70  293.68  301.14  304.23  314.74  286.97  292.60  286.76  311.84  302.53  294.68  288.34  279.51  0
1928  329.51  324.65  308.44  316.80  292.83  299.88  298.97  311.01  292.92  301.12  286.50  303.55  305.31  293.41  286.77  202.92  0
1929  310.53  318.52  312.49  311.61  307.27  297.87  296.32  321.03  288.30  299.22  287.71  296.17  303.43  287.05  295.01  230.27  0
1930  319.66  320.55  299.03  308.45  286.45  290.93  302.70  315.69  290.31  293.03  286.61  302.98  303.77  301.75  289.71  236.01  1
1931  313.09  328.34  307.03  302.38  295.70  298.29  307.11  316.67  292.64  297.41  291.18  308.80  303.21  298.36  296.47  255.58  0
1932  311.20  296.37  300.25  301.28  292.99  299.59  301.67  316.99  285.91  294.22  285.19  302.06  298.82  291.68  282.06  229.50  0
1933  305.65  317.35  303.49  298.11  288.74  290.60  300.94  324.84  293.17  295.88  286.71  301.81  299.83  297.59  280.35  240.21  1
1934  318.58  327.53  307.91  312.62  301.68  299.98  304.13  322.38  290.37  293.50  288.88  298.34  308.19  297.65  290.93  280.76  0
1935  300.54  319.04  305.22  300.45  294.31  299.28  300.66  325.46  291.76  295.77  290.23  307.41  298.93  295.52  283.10  245.22  0
1936  315.02  313.73  295.40  303.41  299.62  298.37  300.29  321.78  294.25  294.82  286.31  304.02  302.01  290.28  284.24  222.97  0
1937  314.43  309.71  308.30  296.43  296.49  295.30  300.11  328.19  295.73  293.44  291.12  300.56  300.58  296.18  288.21  273.27  0
1938  328.12  333.10  310.64  311.89  303.53  301.59  305.14  318.75  294.42  296.23  294.89  316.03  311.72  304.00  303.09  280.34  0
1939  318.46  327.40  305.74  312.78  299.19  299.09  296.95  325.64  298.93  302.30  296.36  312.19  309.37  301.25  295.06  281.77  0
1940  336.49  343.45  322.70  330.25  330.48  323.44  334.12  341.91  317.75  317.24  312.59  317.89  336.53  319.47  312.90  318.45  0
1941  330.10  327.26  315.40  317.60  304.52  304.48  304.79  323.00  295.84  302.57  292.83  311.31  309.00  306.99  295.35  274.65  0
1942  328.81  332.74  322.20  327.38  314.94  304.69  310.42  316.05  301.73  300.96  297.93  305.22  308.35  305.10  296.24  284.10  0
1943  320.03  335.25  320.18  312.69  320.07  302.91  306.12  326.71  302.69  306.83  293.08  315.92  310.34  305.20  296.13  273.08  0
1944  313.13  274.03  294.18  300.09  304.01  298.65  308.40  336.01  303.79  321.56  311.29  339.27  333.72  328.93  318.80  355.90  0
1945  322.17  343.71  309.08  314.11  309.46  304.64  312.44  320.43  299.02  307.40  295.89  297.69  313.44  309.95  290.60  265.97  0
1946  323.29  312.75  300.20  300.63  301.55  300.54  302.71  323.52  291.25  294.97  285.82  295.98  308.14  296.50  283.27  239.82  0
1947  312.23  323.55  307.05  308.96  298.00  297.03  300.55  321.18  291.96  296.03  289.00  304.89  303.80  288.54  289.40  270.95  0
1948  320.99  313.27  307.19  314.21  299.71  297.01  303.78  314.74  290.14  297.43  297.12  302.38  302.68  297.18  288.88  241.41  1
1949  314.94  311.43  300.82  311.29  297.26  298.19  302.30  316.77  291.41  292.50  288.04  307.59  298.48  299.63  291.95  232.12  0
1950  326.94  320.81  322.38  313.67  304.73  302.42  302.77  329.71  300.77  309.81  290.78  311.49  314.31  301.90  300.23  297.06  0
1951  315.51  322.61  312.80  298.76  299.59  298.54  300.44  333.68  293.29  299.92  285.51  303.07  305.59  299.08  283.65  270.32  0
1952  258.64  212.06  261.06  282.39  272.17  282.19  288.82  315.02  286.60  285.27  283.93  297.13  292.94  288.89  280.13  216.13  1
1953  259.71  266.35  273.00  278.02  274.54  286.77  294.30  308.93  285.60  290.71  284.03  300.05  293.60  287.43  278.74  207.73  1
1955  313.36  322.93  308.39  313.06  301.35  297.70  296.35  316.48  289.23  298.35  288.35  304.29  305.84  294.68  296.48  261.59  1
1957  333.19  332.50  320.86  327.18  302.37  319.40  309.95  344.50  302.36  310.00  299.29  310.19  309.78  296.65  301.44  295.63  0
1958  324.58  315.12  312.90  306.70  292.79  298.15  307.76  331.87  290.50  301.52  290.52  300.54  305.34  295.56  291.63  264.78  0
1960  331.53  331.70  311.90  317.08  301.25  301.36  313.38  329.32  293.32  300.50  288.96  311.55  305.87  298.57  299.01  256.49  0
1961  328.55  328.56  308.77  327.13  309.14  307.52  306.89  333.14  297.21  303.22  293.51  310.91  306.93  303.15  298.99  291.61  0
1962  328.39  328.32  315.41  319.16  297.27  303.59  308.04  337.27  292.23  302.33  285.17  307.96  305.38  302.55  295.60  295.27  0
1963  328.49  327.38  314.18  310.11  309.50  303.53  304.48  338.57  303.06  303.51  296.22  304.02  303.37  299.48  294.09  285.00  0
1964  327.20  325.37  302.97  314.05  295.73  302.61  300.93  327.71  297.51  294.16  292.41  300.61  305.36  300.20  295.06  274.48  0
1965  323.34  316.04  308.69  307.74  289.57  299.47  307.23  320.00  287.73  297.12  292.48  304.35  303.11  290.18  291.74  266.20  0
1966  327.71  335.28  315.40  313.98  299.05  303.70  301.70  323.47  294.61  300.08  291.31  303.95  305.92  300.70  288.62  266.58  0
1967  332.47  330.44  309.22  316.06  302.47  304.83  297.69  324.94  295.55  303.60  296.54  302.78  296.59  308.35  293.95  293.26  0
1968  248.03  248.35  281.44  283.30  275.40  285.63  288.11  303.02  292.62  287.86  284.61  297.29  298.42  294.47  277.91  235.94  1
1972  334.65  334.35  321.68  334.68  322.92  319.55  321.82  350.30  304.35  318.00  317.18  322.45  326.44  324.66  310.99  308.85  0
1974  329.19  323.46  323.01  329.01  311.16  314.40  311.48  338.75  309.63  312.46  308.06  320.63  319.02  324.02  304.69  300.12  0
1975  333.63  331.41  323.24  322.74  309.98  314.03  313.66  332.85  308.07  301.03  296.86  315.63  312.59  293.89  309.03  309.39  0
1976  329.24  336.54  313.46  323.09  312.59  315.13  319.35  338.47  298.83  313.57  309.43  316.31  321.75  309.30  315.61  300.11  0
1977  337.08  328.59  321.97  324.80  311.06  309.66  315.60  346.36  304.92  305.51  302.88  318.28  319.72  311.38  315.46  289.25  0
1980  315.13  320.93  303.43  310.96  313.29  310.70  301.81  334.28  298.59  300.73  288.22  310.37  303.86  293.76  289.09  288.80  0
1981  337.37  333.12  316.81  314.95  317.11  317.44  313.84  345.27  302.37  306.00  305.14  317.29  320.64  306.76  301.65  295.36  0
1982  307.53  316.26  310.43  305.11  300.74  291.31  291.59  322.57  293.18  295.51  290.69  305.06  303.80  292.95  279.40  216.60  1
1983  324.47  327.04  313.36  310.97  299.79  304.78  307.26  328.79  293.82  299.14  284.53  305.36  308.79  306.13  291.35  263.76  0
1984  321.65  326.32  314.26  309.41  303.18  304.44  307.93  324.99  295.41  302.21  297.13  309.42  312.07  301.95  287.50  274.90  0
1985  329.28  320.67  321.54  323.93  305.25  305.72  308.42  328.21  298.97  300.33  291.13  311.72  310.34  304.85  288.54  289.87  0
1986  319.95  321.88  304.29  308.69  304.30  300.94  305.51  336.45  299.47  301.18  296.07  314.79  307.38  295.39  289.38  271.95  0
1987  327.79  332.79  313.11  318.33  304.93  304.62  308.14  326.43  298.70  303.27  292.32  311.05  305.83  303.13  297.71  299.39  0
1988  310.05  308.84  301.78  303.80  288.88  294.87  303.48  325.29  287.32  292.93  287.96  302.47  299.64  302.21  286.87  247.81  1
1989  316.09  328.36  311.51  312.49  292.86  297.12  301.92  324.45  289.11  295.27  286.58  304.61  301.69  288.32  283.65  276.73  0
1990  319.79  320.87  305.90  310.90  294.95  296.22  298.34  315.24  286.11  298.43  289.30  305.10  294.62  300.28  288.57  261.68  0
1991  321.85  319.14  309.59  311.34  300.93  295.28  305.71  324.67  295.63  299.39  289.11  299.58  307.47  299.12  294.25  236.55  0
1992  309.31  310.42  302.45  303.38  295.55  299.22  300.10  330.38  290.40  291.40  284.35  300.11  300.33  296.28  278.62  223.67  0
1993  332.19  315.25  310.53  314.08  308.72  302.39  308.83  343.57  303.91  303.17  297.51  316.10  304.65  301.19  300.55  260.21  0
1994  311.75  319.59  304.33  302.51  282.90  296.56  296.90  326.63  285.72  296.23  288.01  304.14  298.45  299.20  283.61  231.86  1
1995  316.19  330.85  303.00  307.25  292.74  301.65  299.19  330.18  287.98  296.32  288.79  307.35  306.34  308.55  283.46  210.43  1
1996  322.37  320.79  313.34  313.33  300.84  303.59  304.46  333.63  296.06  296.72  292.63  308.68  306.75  296.93  284.17  251.40  0
1997  323.16  320.61  311.65  303.03  294.72  302.82  302.73  330.30  287.80  296.98  292.58  301.54  299.60  297.71  283.70  218.59  1
1998  323.17  318.24  302.21  306.94  295.42  297.53  300.89  328.90  286.11  293.23  289.04  301.73  301.85  305.51  281.67  291.64  0
1999  322.69  324.89  317.39  312.92  298.92  300.18  304.67  326.53  290.35  296.89  290.03  307.54  301.93  299.25  280.91  269.96  0
2000  329.58  323.06  308.12  313.90  298.77  304.63  304.94  324.84  294.83  298.19  295.22  308.76  308.79  302.85  288.76  287.43  0
2001  323.68  320.00  305.43  305.74  297.54  297.73  302.97  317.88  292.67  300.73  295.80  308.82  304.19  299.54  289.72  234.52  0
2002  320.47  329.29  316.58  318.40  296.23  308.25  308.26  325.99  295.72  297.34  291.13  306.41  304.83  296.96  286.95  301.01  0
2003  323.20  318.08  310.47  311.69  303.32  310.38  301.55  327.20  298.90  306.28  296.48  304.67  306.94  302.71  292.72  239.86  0
