nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15   S2L16   flag
1458  303.17  288.64  285.14  296.49  295.04  294.97  297.79  311.98  305.56  295.44  291.42  295.78  296.59  294.44  287.40  256.74  0
1459  293.51  291.20  285.25  293.54  295.09  294.73  301.78  304.28  302.75  296.44  294.17  300.15  295.87  295.64  289.97  279.34  0
1460  289.76  289.37  285.02  291.80  288.33  287.93  293.89  291.44  299.48  291.76  287.70  295.59  294.05  292.97  286.24  280.28  0
1461  301.29  290.56  283.02  287.95  286.46  287.19  293.89  299.87  298.16  291.69  290.86  296.97  292.99  296.26  287.76  278.82  0
1462  298.69  296.27  284.79  289.53  291.36  292.78  296.34  302.69  305.57  292.35  290.31  297.10  294.99  293.96  287.87  291.64  0
1463  294.82  289.50  283.42  292.74  289.89  290.30  297.47  301.92  302.37  293.68  292.55  297.88  295.16  296.21  288.53  283.31  0
1464  308.65  301.08  285.31  289.99  286.79  290.80  289.92  301.21  303.22  291.36  290.89  301.76  292.48  285.19  281.30  269.86  0
1465  296.19  291.41  287.58  295.99  295.56  291.98  300.37  300.96  305.21  296.33  292.67  297.46  295.69  296.07  285.80  292.50  0
1466  289.75  294.71  288.62  293.29  295.44  293.86  300.62  302.96  307.62  297.39  292.79  298.02  296.45  294.18  287.82  284.96  0
1468  292.43  291.41  283.50  289.38  286.52  296.24  298.11  306.62  308.51  298.13  290.82  302.65  293.92  298.09  288.96  288.58  0
1469  287.74  282.83  286.24  289.08  293.35  294.03  299.72  298.86  301.40  295.99  290.16  299.54  296.87  295.89  281.21  274.23  0
1470  273.58  274.47  273.37  283.94  286.46  287.66  293.80  298.12  301.22  292.51  289.54  295.81  293.07  292.89  287.97  286.89  0
1472  304.41  296.95  289.83  295.84  293.77  292.73  294.67  300.20  300.10  290.98  287.13  297.38  295.05  287.85  284.33  274.05  0
1475  241.10  271.23  272.65  285.02  282.17  283.65  292.42  296.91  297.81  293.16  287.27  295.42  295.47  289.12  284.74  270.27  0
1476  261.97  264.60  272.32  284.84  284.65  285.40  295.36  291.03  302.91  290.98  287.62  297.04  293.90  294.61  282.62  247.25  1
1477  308.15  307.70  307.01  289.24  292.22  287.62  300.63  306.82  303.66  295.49  287.83  303.94  298.46  300.54  284.88  249.17  0
1482  316.43  306.87  292.95  297.51  293.33  289.13  296.10  309.36  299.91  299.24  292.76  303.77  301.22  298.41  291.63  237.84  0
1483  315.75  308.43  300.90  299.61  287.62  291.67  302.89  304.04  302.95  290.01  291.53  299.98  309.98  293.65  285.58  308.74  0
1484  300.97  311.19  292.93  296.98  293.03  290.98  300.24  310.85  302.58  296.07  292.57  301.33  297.73  297.18  288.21  264.74  0
1485  303.11  308.56  294.05  298.11  290.57  291.20  296.56  304.66  295.24  296.41  290.73  299.32  295.96  295.57  287.63  207.61  0
1486  305.51  294.04  293.16  299.38  291.34  290.08  296.47  298.29  296.02  292.38  287.59  299.98  296.74  297.27  283.92  209.35  1
1487  306.67  301.68  290.99  294.55  288.73  292.21  295.87  303.02  301.30  293.42  290.88  301.15  296.23  290.89  277.92  247.75  1
1488  301.70  299.70  294.82  296.78  293.20  296.55  302.89  310.21  303.41  298.77  291.66  300.70  295.86  295.12  281.35  293.51  0
1489  304.10  294.80  298.19  295.10  290.36  294.46  298.70  303.77  303.49  295.84  291.30  300.30  297.89  298.97  287.64  256.40  0
1490  300.35  304.30  290.75  297.23  292.42  295.50  299.50  302.61  305.53  293.93  291.22  302.32  299.30  290.55  291.53  261.98  0
1491  299.76  295.24  287.14  294.65  292.39  294.38  299.25  310.11  303.22  296.12  292.55  300.74  296.81  295.68  284.38  297.14  0
1492  306.56  299.86  292.78  299.24  290.13  295.33  298.48  311.93  304.23  295.80  291.42  303.53  297.71  297.16  291.12  294.62  0
1493  307.52  299.38  283.38  293.85  288.35  290.59  299.70  304.44  294.90  293.44  289.84  301.18  293.41  292.36  280.33  274.70  0
1494  330.60  301.23  296.95  303.89  288.26  292.52  298.78  302.86  297.54  293.03  288.03  301.34  297.33  298.68  287.42  279.18  0
1495  304.85  304.53  286.66  295.35  293.55  289.91  297.64  303.26  294.59  292.69  288.37  299.65  295.00  294.60  292.55  276.13  0
1496  300.55  295.76  289.47  287.80  288.86  290.31  292.45  298.61  298.53  290.96  293.81  298.16  289.25  289.95  280.43  264.48  0
1501  305.37  305.87  289.00  293.17  290.89  291.03  291.72  307.71  299.97  293.11  288.65  297.52  293.89  296.86  283.19  285.62  0
1502  288.76  295.83  286.87  293.18  289.77  292.73  292.31  305.90  300.80  293.93  286.57  296.85  294.99  292.46  285.14  253.36  1
1503  320.53  308.27  287.69  296.00  289.39  293.54  295.10  305.98  299.95  296.20  290.72  299.76  297.70  291.17  288.60  250.05  1
1504  315.35  311.20  292.24  295.27  286.43  294.54  299.15  308.84  299.85  296.62  291.70  303.43  298.59  296.32  284.67  266.97  0
1505  295.25  305.19  296.25  292.65  294.98  296.89  291.92  314.12  299.70  295.93  287.86  300.95  293.83  296.26  281.56  250.59  0
1506  310.52  303.39  295.37  294.29  288.80  289.67  300.47  311.19  296.42  290.53  295.36  301.58  303.67  295.53  278.53  257.48  0
1510  333.18  342.24  326.41  327.60  326.61  323.74  329.18  328.58  320.95  320.54  316.79  332.98  334.90  320.86  316.11  311.85  0
1513  335.00  339.32  323.49  334.75  323.64  327.78  325.59  329.79  325.77  316.20  315.13  332.10  335.68  319.97  316.13  316.02  0
1515  335.69  337.61  328.39  336.24  330.05  327.14  329.79  333.12  321.08  324.02  316.17  329.30  333.12  331.01  314.17  303.19  0
1516  340.30  335.18  326.85  336.45  323.53  322.86  328.47  333.92  321.03  321.66  311.45  334.93  341.28  327.69  319.04  317.52  0
1518  335.46  332.79  326.47  322.56  317.92  306.01  323.86  327.64  315.73  301.89  295.83  325.35  332.61  303.04  315.12  308.25  0
1520  291.50  310.78  301.58  303.83  301.86  298.69  303.93  316.81  294.83  288.26  290.19  298.49  297.29  285.54  278.55  277.74  0
1521  308.13  298.79  292.88  299.50  298.53  292.30  298.64  300.76  299.11  295.36  291.11  301.78  299.19  287.30  278.15  304.23  0
1525  280.80  291.71  290.43  296.20  283.34  287.51  296.12  301.41  292.15  291.37  284.04  300.16  294.95  294.41  280.01  283.02  0
1526  303.04  305.60  289.00  292.41  291.59  293.74  290.95  309.67  297.36  296.06  287.98  297.68  296.27  295.05  285.50  282.02  0
1528  316.82  314.43  303.18  298.37  296.28  299.66  299.73  309.07  298.58  299.12  296.36  307.56  295.22  300.69  284.57  273.86  1
1529  293.61  305.96  292.76  300.07  293.35  291.33  296.76  313.95  303.71  297.55  288.97  302.09  301.08  299.10  284.16  297.53  0
1530  285.60  315.37  290.43  293.11  288.02  294.97  293.59  310.24  297.15  295.83  292.75  301.73  295.05  294.99  287.64  247.91  0
1531  308.06  295.93  290.98  292.75  291.11  296.57  298.48  315.05  293.02  291.71  287.89  300.44  297.14  300.48  285.22  283.12  0
1532  296.51  304.55  284.91  297.12  295.20  295.47  297.60  304.14  297.38  292.86  289.26  297.18  298.56  290.93  282.76  201.22  0
1533  307.14  309.61  287.67  295.79  296.84  295.51  293.43  303.95  299.43  290.30  289.51  304.31  297.64  296.60  288.80  240.49  0
1540  306.98  313.72  299.69  306.06  302.28  299.97  303.65  311.95  298.89  301.08  295.39  302.85  300.34  303.62  289.27  251.95  0
1541  311.17  313.75  305.15  300.69  302.50  303.20  303.15  304.57  303.10  296.38  294.27  307.34  300.54  301.23  286.89  279.09  0
1542  314.16  310.57  303.50  298.89  297.41  306.97  311.93  318.65  310.02  299.25  297.77  311.42  302.84  305.07  296.03  294.39  0
1543  327.20  324.82  309.54  306.06  302.59  302.69  307.96  315.15  301.23  303.00  293.13  308.93  300.49  299.46  293.45  300.13  0
1545  316.45  314.75  301.04  303.06  299.04  299.67  302.60  315.34  302.77  298.22  288.83  300.55  299.14  299.23  287.32  278.85  0
1546  303.81  307.14  292.56  298.27  296.29  295.24  299.37  315.38  299.22  299.97  290.50  302.10  298.03  294.76  284.53  263.64  0
1547  300.66  303.63  289.90  297.52  298.16  296.92  300.35  313.32  298.33  296.08  292.72  300.58  294.77  291.87  286.45  287.94  0
1548  290.29  296.93  291.87  294.51  291.41  288.50  298.20  313.43  294.22  295.50  289.08  298.18  291.55  288.56  285.00  279.09  0
1549  290.69  295.30  287.38  294.43  292.87  290.51  294.50  308.84  296.15  290.03  290.19  302.25  296.03  290.31  287.54  248.17  0
1550  306.82  306.69  284.79  289.23  291.60  288.05  294.92  306.82  301.72  294.98  289.45  300.95  298.13  295.13  286.33  282.23  0
1551  335.95  340.49  328.23  334.15  327.74  326.26  327.56  336.63  320.75  323.43  319.64  334.91  334.35  327.57  317.07  314.96  0
1553  251.40  275.40  272.34  284.10  283.72  285.69  292.11  306.83  297.13  292.53  290.99  298.79  296.38  290.28  284.54  258.31  0
1557  299.47  299.41  296.65  292.19  292.84  290.83  301.36  305.05  300.90  300.54  294.61  302.31  297.19  291.22  285.24  283.25  0
1558  324.08  297.60  293.12  293.69  300.07  293.33  294.13  302.54  293.98  298.48  292.91  299.41  298.38  293.96  287.48  278.70  0
1559  303.76  302.93  292.89  296.31  289.56  290.78  297.23  309.14  303.30  298.98  291.79  301.56  295.39  294.63  283.24  249.33  0
1560  311.88  311.39  293.42  290.86  286.90  292.58  298.89  305.75  294.55  294.60  289.02  300.46  300.87  295.63  289.63  260.95  0
1561  315.05  301.34  303.07  295.34  291.07  292.99  296.58  307.75  293.63  295.09  289.95  297.39  298.44  297.55  280.90  279.46  0
1562  310.41  304.43  292.41  296.30  299.50  294.53  302.29  313.87  302.50  298.69  291.85  299.56  298.46  291.99  288.15  277.63  0
1563  301.20  297.20  290.30  298.59  297.75  296.35  301.75  312.66  304.53  296.17  290.56  298.48  301.98  294.08  285.38  287.17  0
1564  304.28  301.47  286.75  296.00  298.46  296.70  300.22  318.75  303.09  295.97  293.36  301.31  301.44  293.77  288.95  259.48  0
1565  300.68  296.92  291.09  294.32  295.80  295.65  300.22  304.32  303.14  298.40  290.47  301.04  300.62  291.39  287.30  295.89  0
1566  298.32  294.49  293.97  293.10  289.39  295.78  301.18  306.59  298.22  295.95  291.30  300.85  293.19  295.68  285.46  261.32  0
1567  310.27  302.31  292.78  297.15  291.57  294.33  295.26  296.41  300.45  293.34  293.12  297.81  300.27  292.04  279.35  274.89  0
1568  310.44  300.89  290.71  291.37  290.25  286.86  294.92  300.19  297.57  294.23  290.85  298.35  293.04  294.18  285.84  291.22  0
1569  274.75  300.47  291.94  293.92  296.94  293.99  295.34  302.96  301.75  299.58  292.53  299.00  300.32  294.81  301.01  256.10  1
1571  311.33  309.96  295.23  297.75  297.76  293.68  299.94  311.57  297.72  292.48  290.45  298.70  297.05  296.13  288.77  288.77  0
1572  314.30  308.59  291.99  296.30  291.68  292.78  299.04  312.50  303.42  295.19  287.69  302.17  299.56  295.88  291.74  286.99  0
1576  317.30  317.67  300.38  296.88  291.47  298.68  297.94  306.70  307.03  291.74  300.84  299.84  301.60  292.82  292.44  264.17  0
1577  254.24  280.07  273.40  282.85  284.83  287.48  290.56  307.86  297.82  292.58  290.25  299.45  295.79  289.67  286.30  250.00  1
1578  297.28  299.83  291.95  294.93  291.44  291.65  294.32  301.15  297.97  292.69  288.70  297.74  293.97  293.21  288.58  297.76  0
1579  326.36  325.48  315.13  305.99  307.87  304.79  306.15  314.05  316.07  302.88  300.30  301.94  309.93  295.57  299.03  300.37  0
1580  312.58  307.22  292.51  299.49  298.85  294.17  298.18  310.56  303.46  294.06  294.35  303.36  299.87  294.09  290.06  256.44  0
1581  301.16  315.88  302.33  297.24  292.59  292.40  298.90  303.13  301.00  296.39  289.24  301.46  302.54  293.55  289.29  287.04  0
1582  307.77  310.90  300.63  295.97  296.37  297.10  297.80  303.67  299.47  294.84  291.53  301.04  296.42  295.73  286.53  283.12  0
1583  302.42  306.69  288.92  296.51  292.43  291.09  296.54  302.80  298.05  295.72  289.59  299.95  298.25  290.77  284.91  284.61  0
1584  295.10  300.62  290.68  296.80  294.52  293.28  295.79  316.06  302.19  294.66  292.80  299.53  297.89  291.28  287.55  278.91  0
1585  293.24  295.72  292.71  296.38  293.83  293.88  297.67  312.72  299.41  294.31  292.38  299.94  296.26  294.53  284.89  249.74  1
1586  308.81  303.65  288.57  295.34  294.64  294.95  300.56  321.48  301.20  295.17  292.20  302.15  295.93  291.75  283.05  219.35  0
1587  302.47  295.17  282.34  292.50  288.38  288.34  296.61  316.99  294.97  294.16  287.19  299.51  295.44  287.82  288.30  257.61  0
1588  300.22  295.89  287.28  293.16  290.15  290.01  295.74  304.46  297.14  292.43  286.64  294.68  293.55  290.76  291.58  267.28  0
1589  301.66  295.47  290.55  293.95  294.54  295.40  301.17  310.03  304.16  298.50  292.63  301.37  295.77  295.31  285.66  279.38  0
1590  304.68  303.31  290.56  299.02  295.15  296.79  301.29  306.69  298.99  297.46  292.01  301.99  296.25  294.67  288.17  272.47  0
1591  312.73  296.95  286.36  296.47  291.50  294.99  301.33  314.24  302.58  292.45  291.39  303.19  296.33  291.78  282.13  282.08  0
1592  305.40  304.23  294.64  295.26  295.99  296.27  302.38  305.77  301.64  292.90  292.10  303.45  298.39  295.56  284.95  259.28  0
1593  304.32  304.45  300.67  295.72  297.66  294.58  300.34  311.76  299.30  296.64  293.44  302.55  297.43  291.35  291.95  268.09  0
1594  300.22  304.69  293.03  293.63  291.65  293.26  293.39  305.23  290.94  293.50  289.36  297.84  296.62  290.35  284.83  274.08  0
1595  302.00  303.34  287.22  290.51  288.99  290.65  297.39  310.39  296.90  292.40  288.15  294.33  294.18  289.21  289.78  259.61  0
1596  298.10  305.41  295.13  293.34  290.82  291.92  293.93  304.94  299.24  296.03  290.78  299.94  293.21  293.84  288.04  283.89  0
1597  310.65  298.47  287.37  290.89  292.50  291.08  297.82  317.68  298.77  293.51  290.91  298.68  295.73  293.75  286.98  275.03  0
1598  230.09  279.33  271.35  283.02  281.67  287.63  294.00  300.06  297.96  291.83  289.46  297.20  293.89  290.80  285.64  260.74  1
1599  295.56  301.09  296.41  296.09  289.94  294.07  296.76  309.12  295.56  292.16  294.29  294.73  295.57  292.27  282.77  277.79  0
1600  316.61  312.83  304.72  308.58  293.69  290.41  297.59  308.74  294.24  293.95  292.36  302.83  303.91  292.87  287.65  254.10  0
1601  339.48  339.21  329.68  333.74  327.48  320.93  327.80  336.55  317.19  319.70  314.30  323.98  328.61  328.66  317.65  303.49  0
1604  314.06  299.09  292.00  295.83  290.43  290.35  298.07  310.95  295.27  295.30  293.08  303.64  299.59  295.31  288.45  269.86  0
1605  307.88  300.02  299.31  294.10  292.42  292.81  298.60  307.15  299.74  292.78  288.64  300.42  299.91  293.20  289.34  260.36  0
1606  309.61  308.25  292.27  294.64  294.14  292.58  296.15  307.05  296.37  296.28  288.05  296.68  299.55  294.48  287.21  273.48  0
1607  313.81  304.87  291.02  295.81  294.54  294.87  299.35  315.54  300.08  296.31  294.45  300.71  298.42  295.09  286.14  279.13  0
1608  316.02  301.45  293.41  296.21  292.41  296.25  297.33  311.41  299.87  295.77  291.27  298.09  297.33  292.52  283.80  273.68  0
1609  298.66  303.67  291.21  292.80  295.76  294.87  298.36  315.37  298.95  294.55  289.85  300.89  296.77  294.08  282.47  295.56  0
1610  309.91  300.98  292.71  294.45  295.91  292.59  299.81  307.08  299.44  295.27  295.36  300.71  297.20  290.74  289.64  262.90  0
1611  299.11  302.25  287.03  298.94  291.54  294.27  300.57  306.57  301.46  294.57  290.94  300.56  294.30  294.43  288.04  283.44  0
1612  307.85  301.10  290.62  296.21  297.87  294.46  300.78  308.65  300.70  295.48  291.63  301.73  296.31  295.90  286.85  272.92  0
1613  317.29  306.71  289.01  299.22  289.07  294.10  294.74  307.57  295.83  294.98  289.38  299.45  299.05  292.43  284.64  268.21  0
1614  304.66  308.69  297.98  301.23  298.20  290.91  296.74  316.47  296.67  294.55  293.37  306.47  298.27  289.13  285.14  227.85  1
1615  313.55  308.08  294.37  302.15  292.99  293.99  299.33  323.88  308.50  295.17  285.37  299.94  303.17  304.71  294.17  290.58  0
1616  309.75  310.94  293.93  299.66  295.24  298.26  306.24  305.37  297.13  294.10  287.15  306.55  303.08  299.91  289.18  280.71  0
1617  303.15  304.03  298.47  293.49  284.57  296.92  293.48  311.61  298.00  293.18  287.40  303.93  298.89  295.01  295.68  283.73  0
1618  314.04  318.96  301.46  303.50  298.81  295.76  298.57  313.30  301.32  300.59  288.72  298.94  295.87  293.78  284.08  276.00  0
1619  316.42  302.62  289.41  292.07  291.94  288.64  294.96  311.72  296.87  290.81  289.50  300.33  297.95  296.79  282.31  239.22  1
1624  313.30  303.18  294.71  295.10  295.93  295.07  295.13  313.86  296.17  293.96  289.70  300.92  297.39  291.60  288.83  290.29  0
1625  322.71  322.20  304.41  307.27  308.89  298.99  305.81  315.52  295.42  302.31  297.11  309.18  303.54  297.73  274.15  234.31  1
1627  327.89  325.48  309.36  315.76  311.83  307.06  301.04  329.88  300.09  295.73  296.47  307.77  304.15  297.79  281.48  286.55  0
1628  321.21  321.83  311.51  303.52  297.13  295.80  299.62  321.82  297.08  292.03  287.55  303.46  299.34  298.29  277.99  299.33  0
1629  310.57  306.00  299.78  296.89  293.12  292.98  300.85  311.77  295.21  289.15  292.95  296.52  301.00  295.06  284.88  228.63  0
1630  334.90  331.82  308.24  318.67  306.29  315.89  303.69  328.88  307.47  297.03  295.06  314.67  311.75  306.46  290.39  290.85  0
1631  310.24  317.76  304.25  301.25  295.70  301.37  301.52  311.08  298.87  296.78  290.92  301.57  305.16  298.87  282.20  280.26  0
1632  324.11  317.31  307.63  303.82  294.14  294.78  302.09  308.55  302.05  291.99  289.45  303.83  301.58  290.98  290.99  223.97  1
1633  326.40  313.35  300.86  306.46  294.49  294.85  299.46  313.23  294.98  294.56  293.27  302.91  297.50  301.40  283.83  270.90  0
1634  314.80  312.67  301.53  302.22  293.28  295.03  301.08  309.73  295.95  295.61  291.46  299.38  296.07  299.85  285.43  206.40  0
1635  322.52  320.20  300.33  304.86  298.87  300.74  304.99  314.68  302.18  297.62  292.60  302.25  298.80  292.32  288.75  293.11  0
1636  315.74  315.91  302.40  308.04  297.39  298.42  300.69  306.65  301.54  297.39  293.64  303.09  301.53  301.69  290.61  272.51  0
1637  320.75  308.54  302.64  301.14  296.92  296.19  299.14  303.18  297.24  298.20  292.93  303.41  299.94  296.27  277.63  287.42  0
1639  315.71  312.69  299.54  301.83  295.33  293.80  297.74  310.16  295.63  294.24  288.13  302.94  296.52  294.91  292.05  267.73  0
1640  300.39  316.41  293.65  296.79  290.54  292.36  294.07  300.74  293.09  291.98  288.20  303.67  294.78  291.22  283.90  248.24  0
1641  315.38  324.59  294.32  306.73  296.07  298.01  299.49  311.15  296.71  291.94  290.46  304.18  297.49  297.23  291.37  260.72  0
1642  230.29  300.46  281.95  284.29  282.61  288.41  290.58  307.71  295.60  290.84  286.97  297.90  295.26  289.66  284.39  218.32  1
1643  257.62  287.66  285.78  288.27  281.73  287.53  293.69  303.00  297.77  291.46  284.55  298.79  294.71  290.66  283.23  231.68  1
1644  321.42  324.09  306.21  306.15  301.51  298.76  298.41  320.75  305.04  302.83  290.95  307.98  305.05  299.96  289.42  256.04  0
1645  314.57  317.97  306.02  305.30  296.53  301.85  298.50  312.02  298.04  297.18  293.54  305.86  300.01  296.54  289.07  288.27  0
1646  324.09  321.25  305.96  307.01  307.76  300.22  305.01  312.03  302.59  305.89  295.75  306.20  308.48  305.71  290.37  272.01  0
1648  328.35  333.81  326.37  326.80  317.58  318.21  310.35  334.74  314.42  324.39  314.57  327.76  327.48  318.43  302.54  320.78  0
1650  320.04  324.25  312.42  326.25  301.42  307.22  301.53  312.31  296.00  306.19  303.09  313.72  322.53  303.06  278.05  157.85  1
1651  328.52  323.21  308.85  303.72  297.09  297.29  300.27  308.23  300.77  293.44  295.24  302.72  300.07  302.54  283.65  281.46  0
1652  318.90  313.22  303.08  299.06  296.56  298.49  299.72  310.33  299.39  300.85  292.35  297.56  298.41  293.09  282.85  276.73  0
1653  317.93  315.57  310.91  309.46  300.93  304.24  303.94  323.06  300.31  302.25  299.54  305.37  304.04  301.47  295.61  271.38  0
1654  315.08  312.62  297.19  300.87  293.61  296.54  298.95  317.95  302.39  297.31  293.66  303.80  298.55  296.93  278.63  252.14  0
1655  306.22  309.85  302.16  295.50  289.45  299.33  299.14  310.27  299.24  294.33  289.30  301.47  301.00  298.13  287.74  265.34  0
1656  311.44  317.55  306.33  307.20  295.38  295.44  295.39  309.58  300.22  295.86  291.93  303.61  299.95  301.41  282.83  262.23  0
1657  303.26  326.51  311.57  308.19  307.73  299.91  302.55  316.09  293.21  305.39  292.16  310.32  309.75  297.85  296.97  249.34  0
1658  303.72  305.01  291.22  295.13  286.86  296.55  292.62  310.38  295.58  297.00  288.36  293.44  298.33  296.55  288.42  260.66  0
1659  309.20  332.18  308.19  304.37  293.76  297.44  298.59  312.81  299.06  295.32  288.01  301.18  306.60  295.46  288.64  243.90  0
1660  306.73  314.61  302.73  301.07  301.52  299.72  300.81  313.45  292.57  291.66  295.68  302.13  295.55  297.26  287.81  254.37  1
1661  322.21  314.18  302.29  303.38  292.45  296.73  300.59  307.10  302.41  298.18  290.39  309.45  303.57  304.60  299.20  272.99  0
1664  323.97  321.63  309.34  306.74  300.72  300.93  305.85  308.97  297.95  295.71  295.99  307.19  305.70  298.83  294.61  233.15  0
1665  316.68  318.00  301.67  308.62  299.27  299.43  300.59  318.00  297.51  294.81  295.10  304.52  303.11  298.27  286.22  292.73  0
1666  316.05  314.44  301.95  302.56  290.59  293.04  302.37  312.82  298.77  295.06  290.70  300.98  300.00  293.17  289.81  238.64  0
1667  317.31  311.94  298.17  299.65  293.61  293.72  300.62  315.94  294.47  298.87  291.41  301.97  295.19  297.61  286.68  272.59  0
1668  282.51  313.75  302.33  302.60  289.48  295.61  297.32  315.26  299.41  296.35  291.42  300.60  300.84  292.96  291.52  267.91  0
1672  319.59  315.52  291.28  304.55  295.56  294.70  296.92  308.34  291.69  295.73  291.38  302.08  297.78  292.57  289.33  286.73  0
1673  310.96  299.77  301.93  303.29  291.21  294.35  295.73  310.57  289.08  290.75  286.91  302.26  294.85  294.37  280.97  282.20  0
1674  310.96  312.15  299.22  299.80  293.32  295.72  296.20  314.39  298.96  294.95  290.78  300.36  297.62  293.09  281.03  273.91  0
1675  322.44  313.46  301.49  314.19  306.48  295.20  307.60  318.36  298.39  296.01  288.15  310.62  302.68  305.13  301.26  301.79  0
1676  262.02  298.19  291.44  288.08  286.53  288.35  296.21  317.96  296.09  294.38  285.98  301.38  292.70  288.93  280.07  266.55  0
1677  241.16  285.91  281.68  284.92  283.45  287.40  293.51  311.87  293.07  290.61  286.64  297.05  295.19  293.35  284.23  257.29  1
1680  253.18  271.02  279.97  286.78  280.37  286.30  290.84  302.61  290.73  291.65  287.85  297.53  295.11  288.80  280.65  254.91  1
1681  308.95  318.52  307.32  300.86  293.36  294.19  299.86  308.30  297.78  297.54  291.07  310.75  300.09  293.39  284.95  240.53  0
1682  333.22  313.44  295.74  301.89  292.28  292.27  302.49  306.68  292.27  291.98  286.85  302.40  295.55  292.84  275.36  272.02  0
1683  314.51  311.66  299.42  303.84  292.34  293.03  300.30  308.37  291.87  294.91  288.68  301.13  296.84  289.05  288.15  271.94  0
1684  320.52  313.46  305.99  304.94  290.18  297.25  295.09  303.10  294.83  291.02  290.13  299.41  302.41  295.98  287.87  251.00  1
1685  311.81  307.27  300.69  306.85  296.45  293.19  296.55  308.28  300.96  297.12  291.81  300.20  295.31  293.07  280.81  242.17  0
1686  318.41  309.74  303.85  306.85  298.56  294.31  301.32  314.21  297.33  295.61  289.47  301.30  303.37  299.13  292.04  245.22  0
1687  319.11  321.52  303.51  301.50  299.70  300.85  300.52  312.07  304.77  296.65  291.34  306.41  298.34  298.28  290.46  275.19  0
1688  324.51  320.86  309.28  312.79  298.74  301.44  303.86  316.86  301.90  300.91  297.63  308.79  305.39  303.37  290.66  290.29  0
1689  337.27  325.12  309.88  313.51  298.22  301.95  302.72  312.65  304.06  300.13  299.95  309.38  307.12  305.29  293.91  294.69  0
1690  315.69  316.12  302.96  292.64  302.79  295.02  306.48  307.88  299.15  294.80  290.59  299.23  300.29  293.68  287.52  246.06  0
1691  323.24  316.15  299.14  298.31  289.28  291.53  298.88  318.32  291.84  292.10  286.49  303.68  296.50  298.59  284.76  278.84  0
1692  311.49  312.39  306.86  299.86  291.45  296.97  300.29  312.48  297.76  301.29  291.34  308.26  305.38  293.34  286.48  239.44  0
1693  303.43  320.61  301.17  300.67  292.50  291.74  295.42  310.64  297.86  291.28  288.94  300.33  298.48  292.40  283.25  241.72  1
1694  315.97  313.92  301.61  300.32  295.18  299.88  297.18  314.39  286.18  293.96  286.30  300.81  301.58  300.99  287.79  287.34  0
1695  311.11  307.20  300.21  302.70  296.22  291.02  301.63  316.70  293.34  296.42  289.59  302.85  297.02  295.00  285.87  277.41  0
1696  320.88  319.09  308.57  302.05  303.23  301.47  304.22  322.70  299.11  298.49  297.78  302.54  298.93  299.15  290.08  295.89  0
1698  311.49  309.10  304.38  295.83  292.89  293.72  300.94  316.10  295.99  296.00  286.71  300.59  297.08  295.97  288.75  233.29  0
1699  310.40  315.78  299.68  301.00  296.59  294.06  299.71  310.35  296.70  296.17  291.38  303.75  299.92  294.12  291.18  278.35  0
1700  335.45  327.03  307.83  319.06  301.94  302.39  309.43  320.63  298.25  307.80  296.47  306.29  305.34  298.13  290.53  287.93  0
1701  326.00  315.93  314.28  317.94  310.89  315.33  314.18  337.91  300.52  315.35  297.55  315.81  307.47  303.50  303.89  293.91  0
1702  311.41  313.96  299.78  309.13  299.09  302.38  306.24  310.15  301.90  303.03  291.71  305.14  302.59  297.55  290.65  289.29  0
1704  309.89  307.02  293.94  298.11  290.69  291.02  295.36  313.24  288.13  295.19  285.86  299.97  295.99  288.02  278.86  260.94  0
1705  308.43  322.66  302.48  294.75  288.60  292.26  298.69  319.19  291.64  293.12  287.59  300.76  300.37  299.26  287.40  283.90  0
1706  308.78  310.19  299.56  299.56  295.62  296.27  302.68  317.04  299.49  294.51  290.08  300.56  302.77  295.94  290.33  244.32  1
1707  214.25  296.78  286.88  287.84  284.27  288.89  294.52  315.95  291.53  292.19  287.96  298.72  295.64  294.74  281.35  256.91  0
1708  238.59  287.17  284.33  288.07  283.41  287.21  295.69  309.40  294.50  292.59  287.50  298.91  295.25  294.46  282.89  234.06  1
1709  323.55  317.71  308.65  304.68  297.90  299.15  304.61  314.82  298.03  299.73  291.92  299.51  298.52  296.83  283.74  274.32  0
1710  309.09  313.90  298.95  302.72  296.77  299.90  299.43  312.80  291.82  296.13  291.71  299.53  304.75  301.75  291.16  259.55  1
1711  321.01  314.70  308.18  309.68  292.96  294.59  303.33  309.37  301.16  303.53  289.05  301.05  302.28  299.50  290.93  276.47  0
1712  310.78  319.90  299.25  299.61  291.49  293.59  298.34  307.92  292.81  296.10  293.20  304.17  298.31  299.02  273.78  268.69  0
1713  325.66  326.29  298.81  301.10  294.79  297.36  299.53  314.55  298.92  297.44  290.49  302.55  298.53  298.97  287.66  249.94  0
1714  321.59  314.95  299.86  301.70  295.12  298.65  299.85  308.71  296.15  294.80  288.02  304.70  295.05  296.62  284.79  240.39  0
1715  321.06  310.33  301.14  296.24  290.50  293.58  294.72  316.71  295.04  296.21  291.15  299.88  298.70  298.87  280.50  253.57  1
1716  312.23  313.78  292.40  301.48  291.90  297.03  300.46  316.64  297.04  296.41  293.49  300.55  300.25  294.43  280.52  239.17  0
