1207  95.26  114.64  0
1208  90.81  120.04  0
1209  91.62  122.64  0
1210  91.56  121.03  0
1211  91.51  120.78  0
1212  90.96  121.55  0
1213  91.47  121.85  0
1214  90.99  120.18  0
1215  91.81  120.60  0
1216  91.39  121.01  0
1217  91.36  120.84  0
1218  90.19  121.08  0
1219  91.23  120.72  0
1220  91.65  121.98  0
1221  91.17  121.88  0
1222  90.89  122.52  0
1223  91.18  121.24  0
1224  91.55  120.74  0
1225  91.62  120.09  0
1231  91.47  121.13  0
1233  91.32  114.35  0
1235  91.13  123.55  0
1236  91.06  125.54  0
1237  91.49  121.64  0
1238  90.88  122.71  0
1239  90.71  121.62  0
1240  90.94  125.78  0
1241  90.98  125.08  0
1242  90.53  123.14  0
1243  90.29  121.94  0
1244  88.35  122.52  0
1245  91.12  122.95  0
1246  91.54  121.96  0
1247  90.61  122.40  0
1248  91.24  121.17  0
1249  91.06  123.20  0
1250  91.00  122.62  0
1251  91.49  121.32  0
1257  96.50  108.04  0
1258  91.56  121.70  0
1260  91.29  123.41  0
1261  90.55  121.74  0
1262  90.92  122.31  0
1263  90.13  122.02  0
1264  90.15  125.52  0
1265  90.06  121.56  0
1266  90.81  123.29  0
1267  91.28  123.21  0
1268  90.89  122.23  0
1271  90.73  122.98  0
1272  91.39  122.35  0
1273  90.95  121.10  0
1274  90.73  125.98  0
1276  90.53  124.76  0
1277  91.05  124.43  0
1279  92.74  117.05  0
1281  92.01  124.46  0
1282  91.24  121.42  0
1283  91.78  126.23  0
1284  90.96  125.05  0
1285  90.69  124.03  0
1286  90.19  126.77  0
1287  90.82  127.12  0
1288  89.70  125.12  0
1289  91.28  126.41  0
1290  91.98  124.02  0
1291  91.50  120.85  0
1292  90.36  122.90  0
1293  91.62  122.78  0
1294  91.55  124.94  0
1295  91.02  123.37  0
1296  91.17  121.64  0
1297  90.39  125.77  0
1298  90.75  122.69  0
1299  90.61  123.45  0
1300  90.22  126.78  0
1301  89.74  125.74  0
1309  156.68  106.41  0
1312  99.05  114.56  0
1313  89.79  123.80  0
1318  125.37  102.06  0
1322  91.31  126.80  0
1323  90.26  117.74  0
1325  99.65  119.32  0
1326  90.96  125.24  0
1327  89.73  125.28  0
1328  89.75  127.31  0
1329  91.98  122.71  0
1331  91.85  122.21  0
1333  90.50  125.54  0
1334  91.12  124.82  0
1335  91.40  123.64  0
1336  92.25  121.51  0
1337  90.91  125.17  0
1338  90.59  122.17  0
1339  90.91  123.57  0
1342  91.45  128.72  0
1343  91.25  131.24  0
1344  91.28  118.41  0
1346  91.90  121.36  0
1347  93.03  124.83  0
1348  92.84  122.94  0
1350  90.82  128.85  0
1351  91.02  126.26  0
1352  92.70  124.76  0
1353  92.61  125.04  0
1354  93.14  123.36  0
1355  93.31  120.50  0
1356  91.69  122.97  0
1357  93.30  123.66  0
1358  93.06  123.77  0
1359  93.28  124.14  0
1360  94.69  124.14  0
1362  97.59  121.36  0
1363  89.89  135.28  0
1364  95.61  119.65  0
1366  98.15  120.03  0
1367  95.56  125.41  0
1368  98.46  123.03  0
1369  95.63  125.38  0
1370  97.20  119.07  0
1371  94.18  123.08  0
1372  92.59  126.16  0
1373  98.44  123.01  0
1374  97.81  123.37  0
1375  97.95  117.83  0
1376  96.47  119.02  0
1377  95.64  123.18  0
1378  95.90  123.78  0
1379  97.29  122.82  0
1380  105.08  114.28  0
1381  94.36  124.21  0
1382  95.50  125.34  0
1383  97.35  125.92  0
1384  95.05  123.69  0
1386  97.38  120.96  0
1387  97.57  124.03  0
1388  99.96  114.66  0
1389  95.97  122.84  0
1390  94.64  127.33  0
1392  96.91  119.43  0
1394  95.04  127.84  0
1397  104.58  118.35  0
1398  109.99  113.61  0
1399  105.89  113.28  0
1402  102.49  121.05  0
1403  100.90  115.67  0
1404  100.70  119.10  0
1405  100.39  129.08  0
1406  100.81  124.05  0
1407  106.93  117.15  0
1408  103.68  122.76  0
1409  103.99  120.01  0
1410  106.74  118.83  0
1411  104.04  116.66  0
1412  105.85  115.29  0
1413  103.12  119.04  0
1414  102.93  118.82  0
1415  104.06  110.15  0
1416  102.20  126.49  0
1420  106.41  113.60  0
1422  101.03  120.13  0
1423  157.18  113.36  0
1425  99.38  119.53  0
1426  106.54  113.46  0
1427  105.10  118.87  0
1428  105.05  118.40  0
1429  104.31  110.39  0
1430  106.82  118.94  0
1431  106.37  123.66  0
1432  109.32  128.52  0
1433  106.48  118.69  0
1434  104.19  118.01  0
1435  103.34  120.84  0
1436  105.30  116.85  0
1437  102.35  116.13  0
1438  101.88  117.62  0
1439  101.64  121.83  0
1440  101.04  120.74  0
1441  114.86  116.14  0
1446  303.23  107.15  0
1450  102.10  120.28  0
1451  105.33  121.71  0
1452  112.85  119.78  0
1453  106.48  125.85  0
1454  102.32  116.32  0
1455  107.34  116.80  0
1456  107.50  123.01  0
1457  101.45  113.66  0
1458  102.41  116.42  0
1459  103.76  119.97  0
1460  100.64  121.82  0
1461  99.41  121.63  0
1462  105.56  120.87  0
1463  102.09  116.56  0
1464  106.27  123.63  0
1465  103.24  121.53  0
1466  104.24  116.16  0
1468  106.21  111.26  0
1469  106.38  117.04  0
1470  103.13  116.56  0
1472  99.56  127.67  0
1475  109.52  114.38  0
1476  120.16  121.60  0
1477  111.05  121.55  0
1478  98.93  134.93  0
1479  106.53  144.47  0
1482  110.38  124.11  0
1483  110.42  113.67  0
1484  115.60  113.11  0
1485  115.57  116.63  0
1486  111.64  118.84  0
1487  110.80  111.76  0
1488  112.25  118.76  0
1489  111.61  115.26  0
1490  115.46  118.73  0
1491  117.57  116.34  0
1492  110.52  113.62  0
1493  113.20  117.49  0
1494  107.14  109.95  0
1495  115.72  121.13  0
1496  113.14  112.08  0
1501  106.19  124.18  0
1502  109.50  115.10  0
1503  116.82  107.05  0
1504  118.43  120.26  0
1505  124.87  117.78  0
1506  115.98  109.83  0
1510  133.27  108.70  0
1513  130.23  110.54  0
1515  135.70  102.66  0
1516  135.05  107.22  0
1518  116.94  106.96  0
1520  109.27  118.71  0
1521  98.47  115.73  0
1525  111.44  118.65  0
1526  118.64  117.94  0
1528  118.31  116.64  0
1529  119.79  120.68  0
1530  122.94  122.67  0
1531  110.60  119.03  0
1532  111.26  115.06  0
1533  117.03  110.78  0
1540  123.00  120.57  0
1541  110.27  113.94  0
1542  114.99  108.83  0
1543  113.09  112.78  0
1545  115.03  115.64  0
1546  112.25  120.92  0
1547  110.98  116.27  0
1548  104.20  118.95  0
1549  113.86  116.25  0
1550  113.96  113.12  0
1551  136.90  107.51  0
1553  116.44  116.57  0
1557  114.41  110.27  0
1558  120.47  118.17  0
1559  112.34  120.17  0
1560  111.76  117.43  0
1561  115.57  113.69  0
1562  110.76  113.92  0
1563  112.67  119.75  0
1564  109.86  116.45  0
1565  112.17  111.96  0
1566  113.57  117.19  0
1567  109.25  116.41  0
1568  111.28  120.00  0
1569  111.26  107.08  0
1571  111.01  118.57  0
1572  111.10  116.00  0
1576  108.71  107.72  0
1577  112.98  116.71  0
1578  102.49  126.98  0
1579  117.80  107.72  0
1580  114.10  113.38  0
1581  111.87  113.49  0
1582  112.29  112.66  0
1583  119.92  118.05  0
1584  111.40  115.51  0
1585  109.25  122.73  0
1586  108.73  113.08  0
1587  106.72  123.28  0
1588  110.28  114.50  0
1589  112.98  115.00  0
1590  110.68  111.36  0
1591  113.08  115.61  0
1592  111.93  115.90  0
1593  113.35  110.88  0
1594  107.97  116.50  0
1595  109.20  112.80  0
1596  111.58  117.21  0
1597  108.30  116.18  0
1598  114.72  117.20  0
1599  112.16  118.61  0
1600  113.77  106.01  0
1601  133.78  106.81  0
1604  115.43  115.10  0
1605  110.70  112.30  0
1606  112.73  120.80  0
1607  112.71  114.71  0
1608  113.40  122.90  0
1609  114.73  114.27  0
1610  116.95  111.97  0
1611  108.36  109.01  0
1612  109.00  113.22  0
1613  109.96  116.09  0
1614  111.18  110.16  0
1615  118.68  109.23  0
1616  120.62  111.93  0
1617  113.32  109.55  0
1618  114.70  109.17  0
1619  114.32  121.02  0
1624  108.27  129.35  0
1625  112.49  123.43  0
1627  131.81  111.80  0
1628  116.55  108.35  0
1629  115.49  110.50  0
1630  122.05  105.37  0
1631  122.19  112.55  0
1632  119.42  111.89  0
1633  124.47  110.60  0
1634  118.49  113.46  0
1635  124.79  113.26  0
1636  119.50  115.89  0
1637  125.04  111.43  0
1639  115.24  119.20  0
1640  114.34  115.78  0
1641  128.05  112.56  0
1642  124.79  111.99  0
