nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15  S2L16
1711  0.18  -0.12  0.04  0.38  -0.13  0.05  0.59  0.61  -0.01  0.52  0.45  0.04  -0.76  0.38  0.43  0.15  
1712  0.20  -0.22  0.06  0.30  -0.47  0.20  0.64  0.68  -0.18  0.44  0.27  0.19  -0.63  0.26  0.31  0.24  
1713  0.32  -0.10  0.06  0.33  -0.23  0.25  0.43  0.51  0.17  0.39  0.20  -0.14  -0.62  0.09  0.29  0.15  
1714  0.10  -0.15  0.20  0.38  -0.35  0.26  0.62  0.42  0.20  0.35  0.35  -0.06  -0.63  0.07  0.46  0.26  
1715  0.23  -0.19  0.08  0.48  -0.18  0.12  0.65  0.54  0.05  0.54  0.25  0.07  -0.64  0.20  0.40  0.08  
1716  0.22  -0.01  -0.06  0.41  -0.34  0.29  0.54  0.59  0.10  0.72  0.48  0.05  -0.62  0.23  0.28  0.06  
1717  0.21  -0.20  0.04  0.21  -0.28  0.30  0.43  0.28  -0.13  0.51  0.41  0.01  -0.41  0.25  0.50  0.14  
1718  0.29  -0.16  0.04  0.43  -0.44  0.16  0.51  0.37  0.20  0.48  0.41  0.01  -0.71  0.18  0.36  0.15  
1721  0.15  -0.13  -0.02  0.36  -0.49  0.30  0.56  0.58  0.03  0.36  0.25  0.02  -0.76  0.15  0.49  0.10  
1722  0.16  -0.14  -0.04  0.41  -0.50  0.21  0.59  0.41  0.04  0.67  0.29  0.04  -0.80  0.12  0.54  0.09  
1725  0.56  -0.05  0.14  0.60  -0.13  0.60  0.69  0.50  0.06  0.74  0.29  -0.02  -0.39  0.04  0.38  0.27  
1730  0.35  -0.16  0.13  0.15  -0.34  0.14  0.46  0.54  -0.06  0.39  0.30  0.05  -0.63  0.08  0.33  0.25  
1731  0.13  0.03  -0.08  0.59  -0.21  0.18  0.53  0.52  0.22  0.19  0.19  -0.05  -0.64  0.07  0.44  0.18  
1732  0.20  -0.13  -0.17  0.11  -0.37  0.21  0.44  0.56  -0.12  0.60  0.28  -0.04  -0.65  0.45  0.57  -0.01  
1733  0.18  -0.07  -0.03  0.22  -0.48  0.29  0.56  0.38  0.15  0.38  0.12  0.03  -0.68  0.16  0.63  0.26  
1734  0.19  -0.09  0.03  0.35  -0.34  0.34  0.32  0.34  0.04  0.66  0.24  0.13  -0.68  0.15  0.41  0.21  
1735  0.14  -0.19  0.09  0.29  -0.19  0.39  0.54  0.39  -0.08  0.62  0.14  -0.13  -0.60  0.29  0.35  0.33  
1736  0.15  -0.13  0.12  0.37  -0.29  0.25  0.46  0.55  0.16  0.53  0.26  -0.10  -0.67  0.32  0.44  0.18  
1737  0.36  -0.07  0.27  0.32  -0.38  0.13  0.73  0.47  -0.02  0.57  0.20  0.07  -1.16  0.24  0.48  0.05  
1738  0.25  -0.02  0.04  0.25  -0.28  0.09  0.48  0.53  0.06  0.59  0.28  -0.12  -0.43  0.13  0.30  0.09  
1739  0.21  -0.23  0.14  0.41  -0.31  0.25  0.59  0.51  0.06  0.47  0.38  -0.22  -0.62  0.09  0.43  0.22  
1740  0.25  -0.20  0.08  0.36  -0.40  0.13  0.46  0.69  0.07  0.51  0.23  0.05  -0.66  0.31  0.30  0.29  
1741  0.15  -0.08  0.05  0.32  -0.22  0.13  0.47  0.54  -0.03  0.51  0.26  -0.01  -0.59  0.22  0.53  0.23  
1742  0.25  -0.16  0.12  0.45  -0.22  0.32  0.53  0.47  -0.03  0.49  0.34  -0.03  -0.44  0.23  0.44  0.17  
1743  0.21  -0.12  0.12  0.53  -0.53  0.33  0.58  0.53  0.10  0.53  0.16  -0.04  -0.83  0.31  0.37  0.28  
1744  0.14  -0.03  -0.05  0.31  -0.17  0.38  0.37  0.53  -0.10  0.39  0.44  0.11  -0.61  0.21  0.37  0.23  
1745  0.11  -0.13  0.22  0.10  -0.25  0.21  0.44  0.50  0.09  0.58  0.21  -0.10  -0.73  0.12  0.54  0.25  
1746  0.23  -0.10  0.09  0.20  -0.29  0.10  0.51  0.60  0.01  0.53  0.43  -0.08  -0.70  0.22  0.55  0.26  
1747  0.18  -0.08  0.02  0.32  -0.20  0.20  0.66  0.53  -0.05  0.42  0.20  0.08  -0.68  0.23  0.42  0.12  
1748  0.43  0.00  0.17  0.25  -0.35  0.20  0.43  0.61  -0.08  0.47  0.22  0.09  -0.73  0.11  0.48  0.31  
1749  0.42  -0.09  0.10  0.23  -0.30  0.27  0.45  0.50  0.10  0.46  0.23  -0.05  -0.95  0.15  0.45  0.30  
1750  0.23  -0.13  -0.00  0.22  -0.38  0.21  0.67  0.45  0.01  0.67  0.21  0.03  -0.62  0.18  0.44  0.33  
1751  0.25  0.04  0.05  0.23  -0.27  0.12  0.48  0.47  -0.08  0.53  0.24  -0.04  -0.60  0.19  0.51  0.18  
1752  0.13  -0.01  0.09  0.33  -0.20  0.31  0.58  0.65  -0.09  0.50  0.27  0.02  -0.60  0.17  0.42  0.10  
1753  0.23  -0.16  0.05  0.26  -0.22  0.41  0.45  0.23  -0.02  0.41  0.38  0.00  -0.54  0.18  0.48  0.28  
1754  0.30  -0.05  0.05  0.33  -0.22  0.14  0.52  0.47  -0.02  0.49  0.26  -0.07  -0.50  0.17  0.43  0.25  
1755  0.14  -0.16  -0.04  0.31  -0.35  0.26  0.58  0.39  -0.09  0.52  0.27  0.05  -0.80  0.14  0.40  0.18  
1756  0.27  -0.18  0.08  0.36  -0.36  0.24  0.41  0.52  -0.05  0.35  0.12  0.02  -0.50  0.15  0.26  0.43  
1757  0.37  -0.18  0.08  0.30  -0.41  0.44  0.51  0.52  -0.25  0.49  0.08  0.10  -0.42  0.11  0.33  0.16  
1758  0.12  -0.10  0.18  0.23  -0.35  0.38  0.48  0.62  -0.07  0.38  0.12  -0.15  -0.69  0.20  0.38  0.32  
1759  0.26  -0.06  -0.11  0.30  -0.35  0.21  0.59  0.57  0.09  0.40  0.13  0.12  -0.26  0.20  0.38  0.11  
1760  0.18  -0.19  -0.03  0.37  -0.25  0.19  0.67  0.53  0.12  0.37  0.29  0.01  -0.80  0.19  0.37  0.06  
1761  0.04  -0.12  0.12  0.30  -0.34  0.26  0.67  0.57  0.03  0.49  0.29  0.14  -0.46  0.14  0.30  0.21  
1762  0.21  -0.31  0.01  0.26  -0.17  0.21  0.43  0.71  0.02  0.44  0.10  -0.03  -0.61  0.10  0.43  0.21  
1763  0.34  -0.07  -0.07  0.40  -0.45  0.16  0.57  0.76  0.05  0.48  0.24  -0.28  -0.40  0.41  0.26  0.28  
1765  0.19  -0.14  0.04  0.33  -0.21  0.35  0.53  0.71  0.12  0.65  0.03  0.10  -0.62  0.18  0.29  0.30  
1768  0.32  -0.09  0.18  0.32  -0.42  0.54  0.56  0.50  -0.05  0.53  0.16  -0.22  -0.83  0.05  0.57  0.23  
1769  0.32  -0.29  0.41  0.50  -0.36  0.12  0.55  0.52  0.10  0.52  0.17  -0.17  -0.70  0.12  0.39  0.25  
1770  0.27  -0.15  -0.03  0.54  -0.52  0.17  0.43  0.47  0.04  0.44  0.25  -0.33  -0.60  0.24  0.20  0.32  
1771  0.35  -0.20  -0.03  0.24  -0.31  0.21  0.48  0.58  0.06  0.51  0.26  -0.01  -0.46  0.23  0.23  0.27  
1772  0.25  -0.24  -0.06  0.49  -0.42  0.06  0.75  0.45  0.10  0.51  0.23  -0.12  -0.70  0.12  0.39  0.32  
1773  0.20  -0.08  0.24  0.37  -0.21  0.05  0.45  0.57  -0.13  0.60  0.22  0.25  -0.37  0.26  0.52  0.21  
1774  0.08  -0.17  -0.02  0.19  -0.50  0.33  0.57  0.66  0.22  0.43  0.35  -0.14  -0.50  0.23  0.39  0.13  
1775  0.22  -0.05  0.05  0.24  -0.43  0.15  0.61  0.51  0.03  0.58  0.17  0.09  -0.49  0.07  0.43  0.20  
1777  0.11  0.12  0.21  0.25  -0.70  0.32  0.82  0.58  0.13  0.41  0.10  -0.12  -0.92  0.17  0.25  0.42  
1779  0.16  -0.06  0.06  0.36  -0.53  0.26  0.47  0.68  0.01  0.48  0.25  -0.03  -0.60  0.16  0.37  0.23  
1781  0.18  -0.04  -0.03  0.08  -0.32  0.34  0.50  0.53  0.12  0.44  0.17  0.06  -0.45  -0.03  0.34  0.13  
1783  0.21  -0.10  0.05  0.30  -0.40  0.24  0.46  0.62  0.01  0.69  0.26  -0.20  -0.61  0.17  0.46  0.14  
1784  0.14  -0.08  0.10  0.23  -0.14  0.42  0.59  0.67  0.02  0.54  0.27  0.03  -0.46  0.22  0.41  0.11  
1788  0.18  -0.10  0.05  0.26  -0.31  0.34  0.57  0.50  0.02  0.31  0.25  -0.07  -0.46  0.16  0.39  0.11  
1789  0.19  -0.06  0.00  0.30  -0.25  0.31  0.41  0.42  -0.02  0.43  0.30  -0.05  -0.60  0.10  0.40  0.13  
1791  0.04  -0.33  0.17  0.23  -0.48  0.29  0.53  0.53  -0.03  0.32  0.27  -0.06  -0.79  0.23  0.43  -0.05  
1792  0.32  -0.08  -0.03  0.40  -0.40  0.13  0.50  0.39  0.01  0.48  0.22  -0.06  -0.62  0.17  0.39  0.21  
1793  0.29  -0.01  0.12  0.18  -0.43  0.12  0.45  0.44  0.04  0.50  0.21  0.11  -0.52  0.27  0.38  0.16  
1794  0.10  -0.07  0.06  0.37  -0.49  0.05  0.60  0.08  0.13  0.46  0.23  -0.13  -0.70  0.26  0.41  -0.11  
1795  0.22  -0.04  -0.12  0.01  -0.38  0.49  0.62  0.28  -0.18  0.81  0.12  -0.15  -0.11  -0.01  0.31  0.02  
1798  0.20  -0.14  0.00  0.28  -0.39  0.14  0.46  0.41  -0.09  0.37  0.21  -0.00  -0.82  0.18  0.44  0.11  
1800  0.16  -0.09  0.11  0.24  -0.36  0.38  0.54  0.45  -0.09  0.46  0.29  -0.10  -0.63  0.18  0.37  0.20  
1801  0.03  0.16  -0.02  0.12  -0.40  0.27  0.55  0.55  0.04  0.59  0.18  0.13  -0.55  0.04  0.31  0.26  
1802  0.27  -0.09  0.12  0.20  -0.32  0.29  0.42  0.75  -0.10  0.56  0.37  0.23  -0.60  0.21  0.26  0.15  
1804  0.11  -0.11  0.14  0.34  -0.52  0.30  0.53  -0.00  -0.22  0.81  0.28  -0.13  -0.66  0.53  0.28  0.15  
1805  0.02  0.19  0.08  0.44  -0.10  0.44  0.43  0.64  0.13  0.40  0.46  0.05  -0.95  0.41  0.40  0.37  
1806  0.12  -0.24  -0.05  0.37  -0.24  0.33  0.50  0.46  0.16  0.77  0.21  0.08  -0.79  0.22  0.33  0.04  
1807  0.00  -0.08  -0.08  0.16  -0.41  0.18  0.50  0.64  -0.07  0.60  0.17  -0.10  -0.70  0.11  0.16  0.23  
1809  0.37  0.02  0.08  0.51  -0.66  0.32  0.46  0.48  0.15  0.60  0.01  -0.14  -0.29  0.19  0.71  0.21  
1810  0.22  -0.22  0.10  0.44  -0.47  0.34  0.57  0.54  -0.04  0.59  0.31  -0.06  -0.71  0.32  0.48  0.22  
1811  0.18  -0.01  -0.05  0.33  -0.31  0.42  0.55  0.52  -0.06  0.65  0.16  -0.04  -0.61  0.41  0.37  -0.07  
1812  -0.02  -0.11  0.06  0.37  -0.26  0.43  0.50  0.64  0.08  0.44  0.43  -0.05  -0.54  0.16  0.57  0.31  
1835  0.17  -0.22  0.19  0.41  -0.53  0.46  0.46  0.42  0.11  0.35  0.27  -0.08  -0.56  0.22  0.25  0.18  
1838  0.22  -0.17  0.21  0.00  -0.45  0.48  0.37  0.65  0.30  0.83  0.14  -0.05  -0.72  0.10  0.57  0.53  
1840  0.15  -0.27  0.11  0.19  -0.59  0.32  0.66  0.39  0.13  0.61  0.11  -0.16  -0.57  0.19  0.10  0.08  
1841  0.24  0.06  0.08  0.39  -0.33  0.43  0.34  0.68  0.48  0.23  0.21  -0.11  -0.54  0.22  0.37  0.16  
1842  0.15  -0.17  0.05  0.32  -0.35  0.46  0.60  0.45  0.17  0.48  0.37  -0.15  -0.41  0.13  0.33  0.14  
1844  -0.04  0.08  0.23  0.23  -0.35  0.26  0.38  0.55  0.23  0.32  0.29  -0.08  -0.54  -0.00  0.46  0.27  
1845  0.06  0.05  0.23  0.30  -0.41  0.47  0.41  0.47  0.10  0.33  0.23  -0.07  -0.53  0.25  0.35  0.20  
1848  0.39  0.03  0.05  0.06  -0.48  0.51  0.68  0.38  0.32  0.60  -0.08  0.03  -0.91  0.34  0.65  0.33  
1850  0.23  0.08  0.26  0.30  -0.19  0.59  0.43  0.46  0.09  0.45  0.07  -0.12  -0.64  0.17  0.34  0.18  
1851  -0.06  0.15  0.12  0.37  -0.24  0.47  0.57  0.48  0.26  0.46  0.21  -0.15  -0.82  0.25  0.55  0.37  
1855  0.04  0.05  0.24  0.28  -0.57  0.31  0.60  0.41  0.36  0.30  -0.10  -0.02  -0.42  0.23  0.86  -0.07  
1857  0.10  -0.02  0.21  0.30  -0.43  0.49  0.45  0.31  0.18  0.38  0.10  -0.07  -0.62  0.12  0.33  0.12  
1858  -0.05  0.06  0.20  0.25  -0.26  0.23  0.56  0.44  0.12  0.43  0.33  -0.05  -0.57  0.13  0.40  0.16  
1859  0.32  -0.17  -0.02  0.38  -0.36  0.13  0.62  0.42  0.07  0.43  0.15  -0.10  -0.68  0.05  0.34  0.48  
1860  0.17  -0.00  0.16  0.27  -0.43  0.17  0.60  0.39  0.07  0.32  0.21  -0.13  -0.72  0.08  0.44  -0.02  
1861  0.08  -0.12  -0.04  0.29  -0.25  0.17  0.64  0.48  0.03  0.62  0.07  -0.16  -0.55  0.27  0.31  0.41  
1862  0.25  0.07  -0.09  0.45  -0.40  0.18  0.52  0.58  0.14  0.50  0.24  -0.16  -0.46  0.19  0.26  0.32  
1863  0.12  -0.14  0.17  0.38  -0.23  0.20  0.61  0.46  0.22  0.50  0.26  -0.12  -0.72  0.13  0.36  0.19  
1864  0.27  0.02  -0.02  0.22  -0.38  0.25  0.50  0.50  0.06  0.46  0.19  -0.13  -0.67  0.17  0.26  0.40  
1865  0.13  -0.14  0.09  0.23  -0.42  0.30  0.51  0.57  0.39  0.27  -0.06  0.07  -0.41  0.25  0.36  0.32  
1866  0.27  -0.07  0.16  0.26  -0.57  0.22  0.40  0.46  0.15  0.30  0.11  -0.19  -0.52  0.16  0.29  0.18  
1867  0.23  0.00  0.01  0.37  -0.23  0.34  0.56  0.50  0.25  0.47  0.22  -0.14  -0.55  0.13  0.40  0.26  
1868  0.26  0.03  0.06  0.33  -0.59  0.30  0.55  0.52  0.04  0.58  0.16  0.04  -0.63  0.17  0.46  0.08  
1869  0.12  0.02  0.24  0.22  -0.37  0.13  0.46  0.56  0.14  0.53  0.05  -0.24  -0.58  0.11  0.40  0.31  
1870  0.35  -0.07  0.16  0.49  -0.44  0.18  0.49  0.32  0.01  0.43  0.25  -0.05  -0.59  0.22  0.49  0.40  
1871  0.03  -0.04  0.10  0.24  -0.23  0.30  0.33  0.47  0.26  0.37  0.00  -0.00  -0.62  0.24  0.47  0.24  
1874  0.17  -0.08  0.19  0.32  -0.59  0.28  0.65  0.49  0.11  0.35  0.17  0.05  -0.69  0.16  0.40  0.29  
1875  0.10  0.34  0.01  0.53  -0.08  0.35  0.55  0.63  0.20  0.32  0.13  0.05  -0.86  0.15  0.26  -0.09  
1876  0.24  -0.01  0.26  0.51  -0.61  0.19  0.59  0.60  0.04  0.27  0.32  -0.22  -0.31  0.27  0.41  0.40  
1877  0.34  -0.01  0.21  0.37  -0.00  0.14  0.48  0.50  0.01  0.63  0.27  -0.14  -0.42  0.14  0.43  0.31  
1879  0.18  0.02  0.08  0.29  -0.37  0.36  0.44  0.38  0.14  0.49  0.12  -0.11  -0.62  -0.00  0.33  0.35  
1880  0.11  -0.10  0.06  0.08  -0.36  0.29  0.54  0.32  0.15  0.57  0.17  -0.18  -0.35  0.28  0.37  0.23  
1881  0.18  -0.13  0.11  0.24  -0.34  0.31  0.53  0.24  0.01  0.27  0.30  -0.01  -0.75  0.17  0.39  0.28  
1882  0.19  0.10  0.06  0.24  -0.27  0.35  0.47  0.42  0.16  0.47  0.25  -0.20  -0.58  0.27  0.29  0.36  
1883  0.09  0.00  0.15  0.66  -0.36  0.14  0.68  0.40  0.03  0.36  0.30  -0.05  -0.49  0.19  0.26  0.61  
1892  0.15  -0.07  0.09  0.32  -0.46  0.38  0.48  0.35  0.03  0.53  0.13  -0.19  -0.40  0.13  0.32  0.28  
1893  0.20  -0.11  -0.01  0.37  -0.36  0.55  0.47  0.65  0.08  0.49  0.17  -0.32  -0.60  0.27  0.40  0.37  
1894  0.14  -0.07  -0.09  0.32  -0.15  0.28  0.55  0.21  0.16  0.40  0.12  -0.19  -0.65  0.09  0.44  0.13  
1895  -0.09  -0.32  0.19  0.30  -0.16  0.31  0.81  0.87  0.03  0.83  0.12  0.02  -0.50  0.07  0.26  0.63  
1896  0.21  0.05  0.03  0.38  -0.43  0.17  0.52  0.33  0.23  0.53  0.26  0.04  -0.48  0.34  0.24  0.36  
1897  0.28  0.06  0.09  0.23  -0.37  0.30  0.59  0.45  0.24  0.60  0.09  -0.05  -0.84  0.14  0.36  0.24  
1898  0.39  0.10  0.13  0.36  -0.39  0.22  0.63  0.32  0.18  0.45  0.11  -0.37  -0.50  0.20  0.51  0.20  
1899  0.16  -0.23  0.08  0.38  -0.42  0.18  0.55  0.40  0.08  0.45  0.02  -0.22  -0.40  0.20  0.58  0.03  
1901  0.34  -0.16  0.17  0.33  -0.45  0.30  0.45  0.50  -0.02  0.32  0.28  -0.03  -0.58  0.21  0.38  0.25  
1902  0.18  -0.10  0.14  0.35  -0.32  0.11  0.56  0.53  0.07  0.44  0.20  0.01  -0.60  0.27  0.41  0.13  
1904  0.15  -0.08  0.19  0.27  -0.30  0.17  0.56  0.46  0.15  0.35  0.11  -0.04  -0.48  0.05  0.42  0.14  
1905  0.21  -0.11  0.18  0.32  -0.43  0.33  0.61  0.44  0.19  0.30  0.22  0.01  -0.77  0.28  0.47  0.24  
1906  0.36  -0.12  0.09  0.28  -0.24  0.38  0.54  0.46  -0.01  0.33  0.26  -0.02  -0.66  0.16  0.40  0.17  
1909  0.15  -0.19  -0.02  0.04  -0.43  0.11  0.72  0.66  -0.09  0.45  0.24  0.03  -0.60  -0.43  0.27  0.08  
1913  0.20  -0.15  0.25  0.24  -0.10  0.17  0.56  0.40  0.26  0.55  0.24  -0.02  -0.71  0.18  0.41  0.06  
1914  0.15  -0.26  0.09  0.14  -0.41  0.23  0.56  0.54  0.04  0.33  0.03  0.18  -0.52  0.36  0.44  -0.07  
1916  0.31  0.08  0.18  0.63  -0.38  0.08  0.62  0.31  0.11  0.28  0.25  -0.16  -0.74  0.29  0.64  -0.05  
1917  0.18  -0.15  0.23  0.41  -0.20  0.12  0.33  0.47  0.09  0.26  0.13  -0.09  -0.57  0.08  0.39  0.11  
1918  0.18  -0.03  0.12  0.32  -0.25  0.17  0.52  0.54  0.17  0.28  0.01  0.02  -0.47  0.19  0.35  0.09  
1919  0.14  -0.21  0.06  0.27  -0.39  0.12  0.54  0.58  -0.12  0.40  0.23  0.12  -0.50  0.23  0.38  0.17  
1920  0.24  -0.21  0.16  0.39  -0.20  0.21  0.54  0.48  0.11  0.36  0.22  -0.02  -0.51  0.41  0.35  0.05  
1921  0.22  -0.09  0.13  0.27  -0.37  0.06  0.54  0.58  -0.25  0.55  0.15  0.00  -0.96  0.31  0.23  0.22  
1922  0.23  -0.12  0.07  0.27  -0.33  0.21  0.41  0.34  0.10  0.40  0.15  -0.18  -0.71  0.17  0.49  0.15  
1924  0.08  0.05  0.09  0.34  0.06  0.08  0.52  0.33  0.05  0.25  0.34  -0.05  -0.65  0.21  0.34  0.43  
1925  -0.02  -0.20  -0.04  0.18  -0.27  0.01  0.45  0.46  -0.03  0.23  0.31  0.09  -0.70  0.10  0.30  -0.02  
1926  -0.01  0.02  -0.04  0.27  -0.09  -0.00  0.71  0.25  -0.03  0.27  0.21  0.11  -0.58  0.24  0.40  0.35  
1927  0.07  -0.05  0.08  0.27  -0.36  0.18  0.72  0.35  0.10  0.39  0.17  -0.18  -0.77  0.10  0.25  0.15  
1928  0.16  -0.10  -0.04  0.25  -0.58  0.18  0.62  0.70  0.01  0.56  0.35  -0.04  -0.36  0.17  0.38  0.07  
1929  -0.02  -0.12  0.23  0.25  -0.24  0.12  0.29  0.39  -0.02  0.48  0.11  -0.10  -0.54  0.26  0.19  0.20  
1930  0.09  -0.07  0.13  0.25  -0.47  -0.09  0.45  0.41  0.03  0.34  0.29  0.07  -0.70  0.09  0.37  0.01  
1931  0.32  -0.12  0.06  0.22  -0.39  0.12  0.51  0.63  0.03  0.35  0.46  0.05  -0.60  0.29  0.30  0.09  
1932  0.28  -0.10  0.12  0.21  -0.35  0.03  0.50  0.50  0.11  0.32  0.34  0.11  -0.65  0.20  0.41  0.15  
1933  0.05  -0.12  0.11  0.31  -0.48  0.09  0.49  0.27  0.02  0.45  0.20  -0.01  -0.69  0.14  0.59  0.18  
1934  0.12  -0.06  0.10  0.20  -0.35  -0.07  0.66  0.55  -0.05  0.29  0.24  0.07  -0.86  0.17  0.20  0.23  
1935  0.09  -0.15  0.13  0.36  -0.36  0.03  0.55  0.43  0.19  0.30  0.29  -0.22  -0.99  0.22  0.44  0.15  
1936  0.16  -0.08  0.20  0.26  -0.26  0.01  0.67  0.42  0.11  0.32  0.31  -0.15  -0.61  0.06  0.49  0.18  
1937  0.11  -0.12  0.16  0.20  -0.46  0.19  0.62  0.23  0.06  0.28  0.19  -0.04  -0.54  0.25  0.45  0.19  
1938  0.31  -0.01  -0.05  0.22  -0.13  0.16  0.51  0.35  0.18  0.28  0.37  0.15  -0.61  0.23  0.51  0.19  
1939  0.12  -0.06  -0.02  0.10  -0.35  -0.03  0.56  0.49  0.01  0.23  0.14  0.10  -0.50  0.13  0.35  0.21  
1940  0.22  -0.41  0.20  0.19  -0.06  0.23  0.53  0.17  -0.01  0.30  0.01  0.09  -1.34  0.16  0.42  0.28  
1941  0.16  0.03  0.28  0.33  -0.22  0.06  0.63  0.52  0.12  0.17  0.28  -0.16  -0.52  0.18  0.46  0.36  
1942  0.14  -0.15  0.01  0.29  -0.19  -0.16  0.47  0.50  0.14  0.47  0.40  -0.09  -0.43  0.23  0.31  0.17  
1943  0.27  -0.05  0.09  0.35  -0.56  0.20  0.67  0.21  -0.05  0.26  0.24  -0.04  -0.35  0.42  0.44  0.23  
1944  0.06  -0.03  0.13  0.19  -0.27  0.05  0.45  0.53  0.05  0.32  0.24  0.01  -0.64  0.16  0.54  0.19  
1945  0.12  -0.03  0.17  0.34  -0.14  0.23  0.48  0.36  0.02  0.19  0.33  0.02  -0.73  0.25  0.16  -0.04  
1946  0.09  -0.19  0.04  0.31  -0.28  0.14  0.34  0.41  0.01  0.22  0.21  0.01  -0.53  0.42  0.29  0.20  
1947  0.33  -0.07  0.17  0.38  -0.24  -0.02  0.51  0.32  0.09  0.28  0.13  -0.01  -0.64  0.14  0.10  0.27  
1948  0.11  -0.08  0.12  0.42  -0.23  0.08  0.56  0.38  0.19  0.38  0.37  -0.09  -0.62  0.09  0.20  0.20  
1949  0.17  -0.24  0.12  0.36  -0.23  0.05  0.59  0.56  -0.02  0.39  0.31  -0.07  -0.55  0.26  0.45  0.16  
1950  0.10  -0.09  0.17  0.21  -0.17  -0.01  0.42  0.33  0.17  0.14  0.09  -0.19  -0.78  0.02  0.47  0.14  
1951  0.23  -0.04  0.21  0.22  -0.13  0.04  0.53  0.59  -0.06  0.39  0.32  0.01  -0.76  0.16  0.20  0.19  
1952  0.20  -0.08  0.23  0.22  -0.36  0.08  0.60  0.50  0.09  0.41  0.24  -0.11  -0.62  0.28  0.36  0.08  
1953  0.30  -0.12  0.16  0.28  -0.26  0.18  0.58  0.50  0.06  0.26  0.29  -0.02  -0.58  0.23  0.40  0.27  
1955  0.14  -0.01  0.27  0.25  -0.35  0.16  0.48  0.60  0.03  0.17  0.33  -0.06  -0.65  0.19  0.34  0.08  
1957  0.30  -0.06  0.14  0.39  -0.38  0.23  0.53  0.61  -0.12  0.56  0.25  0.12  -0.78  0.09  0.36  -0.03  
1958  0.34  -0.15  0.08  0.19  -0.35  -0.04  0.55  0.34  -0.02  0.40  0.18  0.04  -0.82  0.18  0.39  0.25  
1960  0.35  -0.11  0.17  0.33  -0.53  0.16  0.53  0.61  -0.07  0.49  0.44  -0.13  -0.49  0.50  0.27  -0.08  
1961  0.25  -0.13  0.17  0.25  -0.32  0.21  0.71  0.29  0.16  0.30  0.13  -0.11  -0.60  0.36  0.30  0.31  
1962  0.23  0.07  0.20  0.46  -0.07  0.21  0.52  0.45  0.37  0.24  0.36  0.03  -0.92  0.31  0.36  0.09  
1963  0.39  -0.17  0.21  0.36  -0.18  0.29  0.56  0.84  0.14  0.39  0.30  0.16  -0.52  0.22  0.36  0.26  
1964  0.18  0.17  -0.16  0.32  -0.26  0.21  0.62  0.34  0.03  0.34  0.18  -0.05  -0.55  0.28  0.28  0.26  
1965  0.15  -0.19  0.21  0.35  -0.39  0.20  0.53  0.25  -0.01  0.38  0.18  -0.06  -0.55  0.18  0.34  0.22  
1966  0.10  -0.02  0.19  0.23  -0.26  0.17  0.55  0.55  0.12  0.18  0.20  0.05  -0.45  0.13  0.52  0.24  
1967  0.15  -0.18  0.23  0.11  -0.24  0.16  0.56  0.30  -0.00  0.28  0.28  0.19  -0.53  0.15  0.35  0.57  
1968  0.20  -0.06  0.09  0.18  -0.37  0.08  0.47  0.73  0.08  0.29  0.21  0.05  -0.52  0.29  0.42  0.28  
1972  0.32  -0.05  0.06  0.30  -0.20  0.08  0.61  0.56  -0.04  0.38  0.22  0.06  -0.50  0.33  0.57  0.29  
1974  0.11  -0.17  0.23  0.33  -0.41  0.11  0.60  0.35  0.19  0.27  0.54  0.00  -0.76  0.43  0.38  0.06  
1975  0.26  -0.12  0.45  0.36  -0.12  0.09  0.63  0.26  0.08  0.52  0.22  0.42  -0.60  0.45  0.32  0.14  
1976  0.41  0.03  0.13  0.18  -0.73  0.12  0.32  0.30  -0.09  0.29  0.25  -0.02  -0.84  0.13  0.24  -0.03  
1977  0.13  -0.19  0.18  0.52  -0.43  0.25  0.46  0.52  0.22  0.23  0.36  0.11  -0.65  0.17  0.41  0.20  
1980  0.03  -0.05  0.19  0.33  -0.53  0.04  0.38  0.46  0.28  -0.03  0.08  0.03  -0.75  0.41  0.86  0.15  
1981  0.17  -0.05  0.14  0.25  -0.19  0.32  0.37  0.58  0.17  0.23  0.53  -0.03  -0.39  0.23  0.43  0.32  
1982  0.10  -0.12  0.14  0.30  -0.30  0.18  0.62  0.39  -0.02  0.37  0.22  -0.14  -0.76  0.18  0.48  0.35  
1983  0.19  -0.21  0.26  0.41  -0.38  0.04  0.61  0.54  0.16  0.23  0.37  0.13  -0.59  0.07  0.38  0.42  
1984  0.20  -0.03  0.03  0.41  -0.38  0.30  0.56  0.51  0.19  0.45  0.37  -0.01  -0.36  0.30  0.47  0.18  
1985  0.15  -0.03  0.08  0.18  -0.38  0.37  0.44  0.09  -0.04  0.31  0.33  -0.01  -0.49  0.37  0.41  0.07  
1986  0.08  -0.02  0.07  0.29  -0.26  0.35  0.55  0.42  0.15  0.40  0.32  0.11  -0.55  0.20  0.38  0.23  
1987  0.14  -0.08  0.10  0.32  -0.32  0.12  0.46  0.50  0.05  0.31  0.25  0.09  -0.61  0.14  0.32  0.04  
1988  0.13  -0.15  0.05  0.34  -0.38  0.08  0.52  0.30  0.09  0.24  0.22  -0.13  -0.55  0.18  0.40  0.08  
1989  0.19  -0.10  0.14  0.40  -0.25  0.06  0.73  0.52  0.08  0.44  0.46  -0.02  -0.47  0.29  0.34  0.04  
