nrun   cer1    cer2    cer3    cer4    cer5    cer6    cer7    cer8    cer9    cer10   flag
91256  419.69  347.95  400.60  425.10  416.32  406.05  388.19  406.26  479.50  309.37  0
91258  417.43  343.16  399.19  430.11  419.49  405.04  391.70  397.76  326.97  360.69  1
91260  407.17  342.70  388.04  405.30  416.05  404.38  377.01  379.33  358.73  308.71  0
91261  412.79  348.57  393.13  424.34  408.53  390.49  384.55  393.78  363.35  322.93  0
91263  417.37  343.96  398.81  421.65  413.25  403.25  394.63  408.26  394.05  328.01  1
91264  415.08  343.98  402.48  421.74  416.58  392.86  366.80  396.45  363.44  325.68  0
91265  423.60  344.33  395.02  406.24  424.12  399.90  389.44  405.88  355.50  358.15  0
91266  418.44  351.64  393.61  405.37  409.58  384.87  376.68  387.75  344.32  325.45  0
91267  425.11  345.73  401.82  423.06  415.63  393.01  389.67  414.49  387.89  314.81  1
91268  403.39  340.91  401.28  429.65  410.86  405.51  395.85  413.51  314.82  317.81  0
91269  417.39  344.87  394.13  407.56  413.08  391.93  363.44  394.46  310.62  326.06  0
91270  416.29  346.66  394.04  418.16  411.64  389.13  380.85  399.50  371.54  340.80  1
91271  416.74  348.90  403.33  425.77  412.96  398.37  395.43  412.00  377.96  307.88  0
91275  405.97  343.88  398.41  354.96  408.40  364.25  363.51  319.82  293.35  343.01  1
91277  375.78  343.19  380.11  338.11  413.22  363.60  358.73  362.16  317.94  316.17  1
91278  420.31  342.36  395.14  411.99  413.16  333.55  386.75  367.97  351.54  296.09  1
91279  474.64  342.38  381.22  377.74  399.25  372.04  357.89  360.92  318.10  335.37  1
91280  451.81  351.56  374.02  377.15  410.83  399.70  369.01  334.98  499.55  293.41  1
91283  400.58  344.47  383.45  412.22  411.49  366.84  364.31  338.46  300.82  312.95  0
91284  403.05  343.24  401.23  422.65  412.18  412.04  391.46  361.45  380.57  359.74  1
91285  403.65  345.29  384.91  423.98  413.40  409.52  393.07  381.73  355.04  312.41  1
91286  418.93  347.18  397.34  428.87  413.40  392.43  392.04  353.13  325.69  315.63  0
91287  414.15  342.96  395.48  422.08  420.00  391.65  405.02  329.69  340.16  496.28  1
91288  410.71  347.21  402.43  420.69  420.13  375.36  402.46  379.79  329.83  357.93  0
91289  404.21  348.46  387.02  409.20  416.91  394.55  380.45  361.58  328.70  322.03  0
91290  419.23  348.80  401.54  422.97  417.56  413.10  394.03  381.22  382.78  346.33  1
91291  423.17  348.00  390.00  415.69  416.03  397.47  382.31  364.72  313.17  318.36  0
91292  423.66  348.06  402.38  420.68  419.15  412.93  404.99  390.27  404.46  318.75  1
91293  422.18  345.13  397.66  428.75  414.61  398.85  397.91  362.76  372.95  328.27  1
91294  409.07  350.14  403.27  410.43  421.15  400.35  401.66  355.01  355.07  465.46  1
91295  393.20  342.69  397.39  403.06  416.05  413.17  361.04  369.07  364.78  678.13  1
91296  406.09  345.35  400.72  427.92  412.60  417.41  388.43  462.00  392.83  306.57  1
91297  413.20  351.78  393.66  425.70  416.80  400.34  379.30  353.12  366.68  356.67  0
91298  413.53  351.57  401.88  419.44  412.46  402.15  381.04  356.18  339.24  262.59  0
91299  414.74  345.33  404.66  426.37  409.00  397.58  375.54  357.09  372.64  305.37  1
91300  421.61  347.52  404.38  506.72  414.83  403.50  383.84  340.94  301.25  308.14  1
91302  405.35  341.04  407.58  427.58  421.66  414.87  399.69  355.66  388.61  326.60  0
91303  408.29  344.06  392.38  410.94  419.01  399.71  375.66  376.25  909.36  325.80  1
91304  411.17  348.03  395.81  426.07  419.40  393.28  389.43  370.25  335.85  298.46  0
91305  401.89  348.60  392.93  410.70  406.88  415.11  372.61  361.71  368.23  347.64  0
91306  406.35  342.31  390.57  422.83  407.00  382.22  387.29  345.88  -78.93  409.40  1
91307  415.56  352.12  394.36  423.25  414.43  403.63  392.36  389.90  340.18  290.53  0
91308  410.59  350.78  393.63  532.09  414.14  382.93  383.14  357.71  392.02  304.92  1
91309  401.02  349.50  399.96  421.50  418.98  430.53  389.87  365.05  303.72  369.34  1
91310  400.92  343.53  390.92  415.45  411.79  372.28  388.04  335.24  304.40  326.88  0
91311  408.56  343.04  388.47  415.11  509.10  680.21  404.00  369.77  392.30  354.26  1
91312  269.67  196.92  303.19  287.53  278.78  291.74  309.99  -1642.05  295.57  314.06  1
91313  404.84  344.80  404.58  415.10  419.50  411.51  392.44  383.74  359.01  356.99  1
91314  401.95  353.88  404.74  422.59  411.79  402.33  396.31  375.56  453.49  299.62  0
91315  391.85  345.41  396.41  416.98  415.33  383.63  390.53  387.00  311.26  368.50  0
91316  331.04  343.98  397.35  424.42  408.21  397.90  373.89  396.54  391.08  297.71  1
91317  413.37  351.65  403.15  425.47  417.48  398.53  389.93  372.24  333.35  320.75  0
91318  402.25  347.11  400.81  420.50  411.78  397.88  383.81  380.24  297.16  295.92  0
91319  395.68  344.03  398.77  422.20  419.35  419.99  386.20  359.04  344.01  373.44  1
91320  398.63  351.69  394.94  420.00  417.68  413.77  400.29  352.30  406.95  321.86  1
91321  399.28  344.24  404.01  414.29  418.08  401.29  400.51  371.05  644.32  290.40  1
91322  400.16  352.25  400.89  415.90  416.31  391.25  378.70  360.94  317.25  377.68  1
91323  402.62  350.62  406.44  428.12  426.35  396.90  390.36  376.45  343.41  443.16  0
91324  401.89  346.42  397.76  419.61  418.65  404.42  382.22  392.24  316.88  336.60  0
91325  396.19  342.54  404.17  400.06  417.52  401.80  385.89  367.20  409.76  338.16  1
91326  402.89  345.33  395.86  413.29  412.89  395.00  398.72  361.93  310.88  141.20  1
91327  402.36  347.83  406.29  415.60  417.82  384.33  397.58  395.51  315.23  312.91  0
91328  414.34  345.72  395.11  434.43  415.35  414.19  394.99  370.35  370.99  308.88  1
91330  352.84  326.79  318.61  408.23  355.30  374.43  325.59  297.34  321.51  349.42  1
91331  421.04  346.51  407.14  435.32  415.28  413.06  391.29  392.66  383.52  343.17  1
91332  424.94  350.59  398.22  427.51  416.71  411.23  388.71  378.16  341.47  359.84  1
91333  411.02  343.75  406.72  388.62  414.84  410.64  373.93  361.66  370.79  348.58  1
91334  415.84  347.62  396.25  428.91  420.72  406.70  400.73  402.21  384.19  314.67  1
91335  431.40  350.87  407.74  425.89  418.89  402.38  407.28  386.66  330.98  316.87  1
91338  348.85  324.66  381.68  369.32  332.19  344.12  340.10  318.58  312.25  304.44  1
91341  425.34  348.62  405.00  423.39  418.65  401.37  390.28  363.14  408.55  296.14  1
91342  416.75  346.38  392.38  421.69  415.37  403.04  394.16  369.06  382.43  320.98  1
91343  413.01  346.23  408.35  426.22  419.51  391.03  401.78  346.74  381.74  334.98  1
91344  408.69  346.74  393.12  425.33  414.63  384.08  400.75  349.74  384.20  311.64  1
91345  404.94  343.05  396.00  426.84  415.81  395.53  390.18  360.43  331.21  304.90  0
91346  413.09  341.00  397.04  416.39  414.23  380.89  376.95  352.05  296.39  335.54  0
91347  419.57  352.88  396.48  437.76  423.68  399.90  392.82  377.08  468.48  425.46  0
91348  416.98  348.98  402.60  427.08  416.44  408.98  401.09  360.48  335.90  187.53  1
91355  415.99  342.02  401.73  415.50  413.09  393.86  401.81  384.74  355.99  329.89  1
91356  413.19  343.83  405.54  455.26  421.45  392.71  382.68  365.71  383.47  312.44  1
91357  424.46  346.10  400.99  419.76  421.91  412.13  396.89  359.00  328.48  305.47  0
91358  409.47  351.01  391.22  411.42  422.49  397.24  399.89  375.14  355.31  292.83  1
91359  385.67  348.58  395.36  414.18  407.24  250.81  405.77  401.41  365.85  779.94  1
91360  421.32  349.93  399.20  428.89  414.05  412.12  399.95  376.53  571.65  312.09  1
91361  422.86  349.24  407.24  438.41  418.64  409.37  404.45  389.04  341.19  313.27  0
91362  414.47  348.34  396.04  418.55  419.78  400.43  415.01  394.90  294.91  649.76  1
91363  424.53  346.35  396.42  424.44  423.98  394.80  393.06  379.48  328.98  308.48  0
91364  409.17  341.08  391.24  408.58  408.79  398.11  372.71  364.80  374.97  323.89  1
91365  411.83  347.25  385.34  418.32  422.83  399.19  383.82  398.92  297.11  342.58  0
91366  405.66  341.33  380.58  413.90  411.84  378.80  379.11  387.52  345.35  330.54  0
91367  419.44  346.73  394.58  408.04  417.35  407.83  399.52  380.92  406.21  295.24  1
91368  418.06  344.52  402.69  416.58  418.88  404.82  390.49  379.44  312.37  284.80  1
91369  416.51  351.46  404.36  411.92  415.12  394.83  396.87  402.41  323.61  188.22  1
91370  438.83  351.53  401.87  420.35  424.54  396.03  393.59  380.56  346.55  310.86  0
91371  412.92  349.60  397.36  422.17  422.47  399.46  393.63  402.70  307.95  329.48  0
91372  414.84  348.74  400.68  426.87  422.33  420.64  411.65  385.41  364.98  326.16  1
91373  408.08  344.72  372.75  415.44  413.96  383.26  379.04  418.15  321.29  353.81  1
91374  419.57  348.43  390.19  412.91  421.40  407.54  393.59  388.35  297.14  282.15  0
91375  421.00  348.77  387.98  434.61  411.82  384.38  399.97  373.97  351.48  350.04  1
91376  421.68  354.55  397.87  414.64  426.27  403.96  395.54  374.36  334.28  314.71  0
91377  414.37  347.53  403.00  500.43  427.81  399.90  375.17  387.28  569.18  295.37  1
91379  420.89  346.81  410.26  425.99  416.76  407.30  402.79  386.12  415.67  318.83  1
91380  416.13  349.51  392.53  417.71  410.83  394.32  396.53  369.12  109.95  350.76  1
91381  410.12  350.13  404.14  416.34  414.69  395.33  395.92  374.32  353.60  335.97  0
91382  407.58  343.69  399.27  434.29  420.66  412.57  413.32  382.51  323.41  367.95  1
91383  411.59  347.23  392.20  424.12  409.89  393.17  374.58  379.42  369.62  312.07  0
91384  410.44  349.95  402.62  418.02  413.97  415.82  380.73  392.48  474.27  346.25  0
91385  421.97  348.42  392.74  428.73  421.72  405.07  398.78  373.55  497.06  314.87  0
91386  423.10  345.09  398.24  420.03  427.31  397.45  375.96  347.42  340.10  310.03  0
91387  412.50  353.58  402.77  417.66  425.01  414.34  390.62  394.62  275.46  302.33  0
91388  423.30  347.32  401.78  422.04  412.52  409.78  394.74  357.46  352.14  339.53  0
91389  409.16  349.84  387.99  411.03  410.36  422.41  375.23  378.39  326.86  323.97  0
91390  420.07  347.60  405.04  430.26  415.72  390.69  396.73  377.28  356.29  337.18  0
91391  415.06  346.01  392.37  414.98  424.40  411.43  388.05  378.28  381.54  301.89  1
91392  423.45  346.93  400.80  424.37  422.43  400.76  394.92  382.06  365.35  304.08  1
91393  418.50  350.11  406.29  501.44  414.61  410.09  389.79  404.36  371.98  319.45  1
91394  403.68  344.32  401.24  411.55  423.06  397.20  397.22  394.75  331.47  -342.92  1
91395  420.62  349.36  393.38  418.81  416.51  398.84  388.89  393.91  320.06  401.06  1
91396  417.28  344.99  398.47  414.70  416.01  402.39  386.43  390.16  352.68  298.95  0
91397  410.36  350.08  392.65  423.04  420.67  397.44  396.98  376.66  357.42  -217.78  1
91399  405.42  346.39  401.02  414.93  419.63  391.97  396.60  379.55  215.40  292.84  1
91400  406.18  346.21  403.33  415.68  425.69  388.72  373.22  380.81  364.58  318.67  1
91401  414.93  344.66  391.91  421.78  418.63  377.67  381.22  380.98  311.03  337.61  0
91402  405.79  351.38  395.84  421.12  416.65  411.01  378.44  396.02  329.32  298.18  0
91403  430.99  342.96  402.67  510.69  412.01  414.99  390.63  371.57  234.10  313.34  1
91404  402.64  349.70  384.73  273.83  416.92  394.13  382.47  392.24  340.07  -871.51  1
91405  408.45  351.20  399.69  421.32  420.24  385.01  377.71  412.76  318.20  304.62  0
91406  391.91  342.19  384.22  410.02  414.34  403.58  392.32  378.65  303.87  348.82  1
91407  252.13  274.34  272.54  303.26  248.89  287.70  284.22  304.05  314.18  262.55  0
91408  396.52  343.61  402.17  426.18  416.05  400.94  400.11  396.59  329.23  357.02  1
91409  407.71  341.78  404.36  431.61  422.86  403.93  404.17  380.31  376.50  436.78  1
91410  410.19  345.49  391.47  400.52  414.12  400.45  384.86  371.16  432.55  515.28  1
91411  410.95  346.76  396.34  419.84  422.70  412.21  386.43  376.91  362.93  325.81  1
91412  411.80  347.82  395.76  420.63  420.56  408.06  379.61  381.55  722.50  439.33  1
91413  425.34  347.99  397.49  432.81  426.65  400.52  397.65  393.44  866.09  309.90  1
91414  405.95  347.79  392.34  421.82  423.24  389.76  395.79  312.90  5255.49  374.64  1
91415  423.79  347.85  388.22  518.71  411.50  393.16  390.16  407.33  317.50  296.21  1
91416  412.90  346.60  408.67  431.37  418.07  408.25  390.10  401.28  309.27  359.34  1
91417  414.21  349.21  411.84  426.49  407.95  407.67  389.92  378.01  454.56  -507.44  1
91418  411.19  345.81  397.33  434.71  417.10  401.31  383.18  381.49  228.70  200.78  1
91419  414.93  348.34  398.30  422.81  421.54  395.64  396.53  396.15  416.20  355.16  1
91420  407.92  349.91  413.54  418.92  423.74  403.63  384.76  406.94  380.58  302.04  0
91421  415.26  348.36  402.09  413.74  423.80  393.82  393.21  382.34  338.91  296.74  1
91422  415.15  345.29  409.59  422.97  421.49  390.41  381.39  394.23  373.15  345.67  0
91423  408.17  346.67  395.46  430.35  414.29  399.07  384.31  406.75  372.56  319.99  1
91424  415.52  342.79  389.14  432.36  412.38  408.98  381.71  413.96  353.17  56.06  1
91425  411.55  346.54  396.15  444.50  415.28  400.93  403.27  409.66  358.40  314.73  1
91426  409.96  348.05  409.27  413.22  418.73  397.61  386.00  385.28  385.36  -132.14  1
91427  419.03  348.88  410.25  419.63  417.14  410.58  383.55  396.69  331.16  311.19  0
91428  413.27  346.02  400.91  430.76  419.23  397.36  393.43  392.23  316.92  399.89  1
91429  412.22  347.54  400.84  421.81  408.70  399.76  391.95  385.45  334.12  287.08  0
91430  414.38  347.04  393.16  419.29  415.73  405.12  390.92  393.03  338.14  331.91  0
91431  412.79  349.67  394.80  505.76  419.43  403.43  387.94  461.93  741.15  322.35  1
91432  434.54  351.86  388.22  428.53  419.46  395.20  390.41  389.00  339.53  296.68  0
91433  429.64  346.34  397.77  416.93  411.30  412.32  397.94  415.52  426.58  296.67  1
91434  430.82  347.19  410.03  422.95  417.78  412.65  388.20  388.71  351.62  531.74  1
91435  417.18  347.12  400.73  426.21  419.50  394.57  384.18  378.35  532.89  355.96  1
91436  418.13  344.22  399.88  430.94  421.57  412.40  406.46  392.49  324.19  355.65  0
91437  429.09  352.27  390.18  417.00  418.59  404.26  413.58  401.69  338.67  339.16  0
91438  416.73  351.68  395.58  429.45  420.00  397.32  393.62  395.73  411.69  310.36  0
91439  416.34  352.33  397.34  418.30  421.67  406.32  402.66  382.44  320.65  343.95  0
91440  405.16  354.98  396.19  424.44  422.88  407.20  404.10  389.16  476.49  317.98  0
91441  412.93  347.31  402.76  438.04  417.83  408.80  384.86  388.96  332.48  306.64  0
91442  423.64  349.79  405.46  421.39  422.57  411.13  393.67  401.62  308.79  370.00  1
91443  417.24  349.02  401.76  430.32  417.19  395.45  381.53  396.62  365.88  366.68  1
91444  403.47  353.37  398.31  412.15  416.79  406.42  401.87  392.59  314.44  359.43  1
91445  407.75  351.13  388.60  430.86  419.81  403.40  392.53  385.60  330.54  295.65  0
91446  414.25  350.23  396.54  421.51  420.49  396.23  390.12  393.81  310.34  435.01  0
91447  413.76  346.05  404.41  431.43  421.03  413.47  392.74  397.72  299.30  358.62  1
91448  424.10  346.84  398.40  417.96  415.15  393.16  390.38  396.76  333.09  280.81  0
91449  425.73  349.86  394.23  413.93  418.74  395.17  399.30  379.57  311.33  352.90  1
91450  416.04  348.48  398.45  418.23  418.36  397.72  389.81  386.11  367.65  307.46  1
91451  403.33  350.95  396.98  412.77  413.25  386.21  384.29  396.80  221.80  467.28  1
91452  416.30  347.17  396.61  426.25  413.04  402.52  391.58  370.91  486.87  388.11  1
91453  418.94  349.02  395.87  435.83  416.23  400.82  384.61  385.09  358.59  309.75  1
91454  420.69  346.42  387.74  411.18  411.87  387.77  390.80  388.92  342.66  302.06  1
91455  420.79  344.42  399.14  428.68  417.24  416.72  385.30  371.14  379.08  344.65  1
91456  416.97  346.26  397.29  430.77  420.39  401.06  404.09  396.75  392.90  297.93  0
91457  412.11  349.27  384.37  424.36  420.11  386.08  400.01  396.79  441.76  339.95  1
91458  414.51  348.83  411.89  427.46  417.22  398.55  402.52  378.22  314.47  378.55  1
91459  413.28  347.30  388.18  417.32  415.85  400.14  401.29  396.67  390.32  307.38  1
91460  403.86  351.72  384.22  429.82  421.87  420.12  383.26  387.85  329.33  310.85  1
91461  407.50  350.24  393.12  418.67  420.26  426.95  382.63  405.86  336.64  336.23  1
91462  418.74  348.04  405.60  428.00  413.01  407.45  385.97  398.51  340.37  339.43  0
91463  373.27  351.80  409.97  408.95  412.93  375.60  396.17  366.27  660.38  334.38  1
91467  422.74  350.19  402.07  421.72  424.43  405.56  400.64  386.75  351.30  297.94  0
91468  416.84  345.61  395.58  430.66  421.34  413.19  405.39  389.18  333.19  331.05  0
91469  420.36  347.30  407.86  431.22  414.14  399.05  393.61  386.82  442.56  302.14  0
91470  423.05  347.70  394.89  415.38  416.30  402.11  402.86  380.98  360.77  318.37  1
91471  414.17  345.79  399.56  427.30  420.03  396.59  385.43  384.60  370.84  460.01  1
91472  428.65  346.67  395.67  419.70  420.64  414.28  392.80  385.98  347.37  311.39  0
91473  420.28  350.93  402.31  434.20  411.79  401.57  390.49  393.86  332.46  307.46  0
91474  412.28  348.57  404.74  420.23  416.84  386.72  377.75  394.81  320.20  338.27  0
91475  404.16  345.82  394.15  422.38  426.41  401.89  390.38  392.89  325.40  335.09  0
91476  421.15  341.33  398.07  425.12  418.80  402.38  394.96  397.53  404.72  307.72  0
91477  423.77  343.84  395.74  410.01  423.83  401.00  382.54  392.42  290.36  270.37  0
91478  416.42  351.21  403.78  502.90  420.07  404.53  379.96  403.27  403.31  335.07  1
91479  423.07  349.40  395.86  435.55  412.14  420.19  385.27  385.36  317.86  302.95  0
91480  414.93  340.71  395.23  430.68  421.78  395.87  409.13  389.82  357.83  326.54  1
91481  410.85  346.17  402.14  430.06  419.62  398.00  406.21  388.96  409.60  322.11  0
91482  413.25  347.71  404.50  429.62  424.08  402.57  394.43  399.42  365.29  345.28  1
91483  418.56  351.88  393.39  430.77  420.20  413.24  387.52  399.76  349.05  316.19  0
91484  422.96  349.58  397.48  419.46  416.63  397.62  394.45  392.48  339.84  311.77  0
91485  421.86  347.46  399.52  422.07  415.33  394.06  386.10  386.36  317.88  323.07  0
91486  406.07  341.13  383.20  408.15  421.39  383.27  362.11  362.47  -1283.61  294.77  1
91487  415.93  349.30  387.97  428.31  417.17  418.42  405.69  398.59  348.99  316.24  0
91488  416.18  349.50  393.62  416.68  420.96  407.25  392.39  371.01  311.20  296.90  1
91489  420.62  349.15  391.03  423.45  418.43  415.29  397.63  406.10  308.40  333.71  0
91490  417.54  348.29  400.92  436.99  412.04  398.84  381.99  410.83  344.09  300.50  0
91491  411.44  347.88  397.96  425.80  421.20  411.41  391.71  381.99  373.62  326.55  1
91492  416.58  348.28  400.61  423.59  417.14  421.16  396.48  401.79  373.40  307.40  1
91493  433.19  351.51  403.86  425.58  416.63  422.48  401.39  408.04  342.34  309.49  0
91494  416.21  344.53  400.09  412.04  420.67  404.66  386.34  408.78  289.07  316.03  0
91495  408.93  347.30  391.88  419.01  419.39  402.47  380.62  392.94  1669.22  369.15  1
91496  422.04  344.28  392.38  416.90  417.36  393.49  401.95  386.37  322.50  332.02  0
91497  406.98  344.37  399.82  413.43  422.53  417.56  387.29  409.21  321.57  332.81  0
91498  407.13  348.44  395.53  428.13  418.29  406.84  395.82  396.41  362.02  295.11  1
91499  414.78  352.75  396.30  423.97  423.32  409.14  376.70  403.00  379.14  766.43  1
91500  423.07  348.08  398.29  421.04  420.42  406.81  396.94  396.69  338.83  308.97  0
91501  397.36  351.79  378.47  394.96  407.59  396.27  368.42  385.35  480.28  829.42  1
91502  418.02  343.70  393.32  424.28  424.34  409.53  383.54  398.07  417.47  309.22  1
91503  414.77  349.17  398.47  433.88  420.74  398.22  385.89  392.36  359.87  186.72  1
91504  414.45  345.54  395.80  415.80  415.30  379.44  392.19  403.03  426.55  351.25  1
91505  414.49  348.22  397.48  411.87  413.17  415.64  395.34  401.93  200.15  327.71  1
91507  422.64  347.53  405.14  424.55  420.58  398.56  397.58  399.37  322.04  190.90  1
91508  419.16  348.99  400.73  423.08  420.32  392.47  384.64  391.34  351.36  -237.04  1
91509  422.67  348.07  405.17  418.16  422.30  402.47  389.95  402.17  322.23  339.02  0
91510  416.82  344.09  388.36  418.83  421.36  396.51  401.42  409.83  319.02  342.98  1
91511  428.04  346.03  394.10  419.32  421.93  404.42  394.31  398.81  305.12  308.30  0
91512  410.04  344.22  400.01  421.09  421.17  399.08  393.20  405.56  323.75  308.72  0
91513  418.41  343.17  400.12  423.46  423.21  388.26  407.01  408.28  319.17  346.27  1
91514  415.02  349.64  398.54  429.31  418.05  402.81  393.48  406.09  385.13  287.73  1
91515  418.15  350.47  400.88  428.56  427.19  387.77  385.96  411.86  666.82  380.20  1
91516  418.03  347.08  392.74  410.76  424.34  419.67  392.97  385.87  226.20  301.25  1
91517  416.44  348.53  402.49  427.97  422.83  403.73  387.52  393.49  370.86  275.58  1
91518  407.86  345.49  395.11  438.04  421.92  414.07  406.83  384.62  353.69  328.60  1
91519  422.18  343.29  390.17  413.15  422.17  394.59  399.94  383.05  330.75  304.69  0
91520  423.47  348.10  390.55  418.09  419.05  403.42  401.67  388.44  732.16  358.52  1
91521  412.14  350.98  399.28  427.38  416.37  401.42  394.89  396.46  310.17  322.04  0
91522  415.50  344.58  387.16  432.33  417.14  409.05  393.75  418.25  328.61  295.69  0
91523  411.21  344.36  397.73  425.09  420.06  392.10  390.39  387.17  409.52  322.88  1
91524  408.27  345.53  394.77  415.97  419.33  401.70  381.61  409.51  394.13  346.97  0
91525  415.00  347.28  396.23  422.26  419.03  402.59  397.90  410.92  395.34  305.69  1
91526  419.27  348.93  387.85  425.95  417.48  412.23  393.79  401.14  356.96  345.84  1
91527  413.92  348.39  395.78  415.18  415.48  393.60  373.56  387.02  322.42  299.84  0
91530  276.34  264.95  321.20  280.73  276.32  273.86  288.57  310.71  286.16  309.27  0
91531  425.53  344.42  393.77  417.04  417.67  388.28  380.04  380.30  324.41  311.43  0
91532  414.43  350.16  397.01  410.89  417.78  414.90  412.66  377.69  362.14  355.76  1
91533  427.45  351.90  395.40  426.07  414.55  406.10  389.61  401.59  364.37  -231.07  1
91534  417.36  348.96  407.43  426.46  414.11  394.28  399.55  381.72  355.73  324.35  0
91535  415.82  346.69  389.79  420.70  413.53  396.63  375.32  372.01  326.53  339.40  0
91536  420.29  346.22  399.47  520.89  418.51  403.68  386.49  375.99  366.68  345.69  1
91537  421.85  343.04  408.60  421.28  421.34  427.26  369.74  382.07  333.15  359.66  1
91538  410.96  350.13  406.73  425.24  423.90  397.52  391.94  396.55  364.57  319.04  0
91539  427.10  349.98  405.97  417.95  410.15  413.97  386.90  382.83  350.53  305.38  0
91540  424.20  346.27  400.88  422.65  411.09  401.83  385.02  381.14  336.47  537.98  1
91541  422.90  349.59  397.80  419.88  413.49  415.49  397.15  371.67  564.44  366.16  1
91542  420.23  349.20  395.34  411.49  416.50  397.61  396.18  369.46  359.91  320.07  0
91543  433.39  346.82  379.25  420.37  415.97  379.02  364.35  363.18  364.91  272.65  1
91544  404.78  353.54  391.78  425.19  418.88  409.48  397.62  363.05  361.45  310.63  1
91546  410.69  345.51  401.21  502.30  421.89  398.24  394.36  371.57  203.13  299.74  1
91547  422.46  348.82  409.10  428.98  423.14  394.97  403.47  372.03  402.38  338.88  0
91548  422.51  348.20  390.55  422.05  427.08  400.94  384.09  360.31  418.83  347.96  1
91549  433.22  351.06  394.18  426.53  425.94  400.19  384.20  389.50  334.59  306.79  0
91550  422.87  341.94  402.78  428.55  418.31  394.18  373.01  373.14  280.52  352.31  1
91551  416.70  345.38  398.75  413.76  415.77  400.56  391.01  348.23  294.46  297.26  0
91552  418.28  347.44  393.56  433.84  415.45  405.78  391.88  370.38  391.51  -81.85  1
91553  262.68  273.07  283.15  302.45  265.19  286.89  269.55  271.51  303.06  292.26  0
91554  421.25  347.58  397.16  417.59  421.13  405.23  386.75  376.69  244.48  320.21  1
91555  418.44  348.84  393.81  431.68  419.75  399.61  388.16  301.63  328.09  321.25  0
91556  408.54  352.67  405.39  421.00  417.82  407.74  404.13  345.61  387.40  309.11  0
91557  412.23  351.70  413.11  428.36  421.87  413.51  382.65  388.70  534.04  323.83  1
91558  428.73  346.04  399.72  412.08  418.31  402.05  384.93  382.83  315.85  375.50  1
91559  424.41  345.61  393.25  417.92  416.96  416.11  403.00  356.13  400.03  313.30  1
91561  427.08  345.57  395.25  418.41  416.41  401.29  386.26  317.74  749.87  297.71  1
91562  425.57  347.03  392.67  433.05  425.03  413.62  405.77  335.42  380.11  393.36  1
91563  423.16  344.47  401.64  425.02  415.92  397.90  382.62  333.57  379.56  311.35  1
91564  425.50  345.69  397.37  421.08  419.55  405.06  382.50  389.20  323.74  673.15  1
91565  419.82  345.32  403.51  427.46  416.33  406.54  389.63  374.94  299.42  317.83  0
91566  418.17  343.60  399.22  420.90  418.09  413.82  398.30  355.90  342.35  308.49  0
91567  415.18  350.56  388.66  434.49  422.45  381.00  396.79  356.11  401.19  301.30  1
91568  421.57  345.44  397.61  424.55  420.22  399.23  386.02  334.37  413.56  304.11  1
91569  402.52  346.96  389.19  423.62  411.35  397.78  388.12  378.67  327.46  346.50  0
91570  410.72  345.84  405.14  428.95  430.96  410.37  391.57  337.60  -170.42  144.63  1
91571  403.66  350.56  411.17  409.15  414.94  387.68  365.83  332.26  352.15  442.72  0
91572  407.74  343.26  392.13  414.81  413.70  408.91  398.97  330.85  348.66  276.17  1
91573  409.01  347.67  391.21  424.37  411.89  392.36  402.62  311.26  319.43  292.74  0
91574  421.24  349.13  394.61  431.75  415.89  373.90  386.27  327.76  382.91  324.97  1
91575  405.42  350.53  398.79  424.90  412.23  410.12  388.32  316.82  365.15  306.22  0
91576  413.25  345.89  392.21  526.28  420.32  403.81  408.76  372.44  350.63  79.75  1
91577  418.29  349.10  391.70  396.45  407.67  408.23  370.48  297.53  307.89  333.66  1
91578  417.18  348.02  397.68  409.94  414.52  416.82  388.43  300.85  372.23  -814.20  1
91579  420.53  345.73  396.42  409.37  421.89  395.40  396.74  358.76  322.33  360.50  1
91590  421.91  346.40  404.01  434.62  429.93  431.13  412.18  420.70  2081.02  1086.69  1
91593  331.85  330.86  468.57  368.18  907.57  346.99  317.25  321.10  286.76  325.10  1
91596  364.45  327.58  365.57  391.51  373.75  350.48  330.60  339.92  316.09  341.71  1
91597  290.58  219.13  281.95  322.73  258.57  318.29  288.39  294.70  302.22  265.53  1
91599  256.15  269.03  291.48  294.85  270.54  309.97  280.63  283.65  290.94  262.00  0
91602  373.76  354.52  404.15  341.39  416.18  273.02  332.45  323.08  308.28  352.39  1
91603  437.04  328.54  374.62  430.16  410.60  365.88  338.07  364.13  299.12  348.62  1
91604  399.77  346.04  364.84  379.08  419.04  400.95  348.20  341.99  378.59  321.23  1
91605  429.93  333.58  396.48  413.15  416.01  404.03  373.41  368.72  329.55  317.40  1
91606  407.92  351.54  375.08  412.27  416.38  413.24  386.40  349.08  355.97  280.48  1
91607  434.45  338.35  387.99  401.30  402.47  415.16  388.76  395.45  433.80  -361.00  1
91608  426.69  352.66  389.16  407.64  421.51  392.05  356.60  365.84  375.32  329.53  1
91609  397.24  338.62  401.39  2017.93  400.17  456.58  328.61  345.58  -45.64  342.68  1
91610  405.59  354.88  398.82  428.10  423.01  370.00  355.95  365.42  391.12  -489.08  1
91611  404.74  348.39  394.66  418.78  418.81  388.52  485.24  373.91  324.00  310.98  1
91612  398.39  347.34  386.49  417.03  410.23  384.29  403.78  488.44  326.86  348.17  1
