90837  192.78  169.70  171.47  170.05  170.88  171.13  171.51  171.62  169.88  170.02  169.48  168.59  167.81  168.15  166.58  167.74  0
90838  206.32  170.82  170.04  169.74  171.31  170.66  170.10  171.23  171.07  170.94  169.33  169.69  167.70  167.86  165.63  167.69  0
90839  177.19  170.96  169.81  169.19  171.19  169.29  169.18  170.82  169.65  170.49  168.26  170.53  167.21  168.76  166.42  166.52  1
90840  194.65  169.23  167.95  167.75  169.22  168.58  167.87  168.00  168.10  167.77  166.71  167.02  166.05  166.74  165.45  167.93  0
90843  196.79  169.93  171.58  169.36  172.35  170.84  172.13  170.35  170.16  170.65  169.05  169.93  167.52  168.14  165.51  166.48  0
90844  278.74  170.02  169.95  169.08  170.43  171.29  172.77  171.35  169.60  170.61  168.56  168.66  169.57  169.05  165.22  164.21  0
90849  188.47  167.36  167.28  166.68  166.56  166.32  166.30  166.47  166.46  166.21  165.86  166.41  165.25  165.61  164.80  166.72  0
90850  204.60  167.37  167.34  166.68  166.85  166.05  166.10  166.13  166.12  166.08  165.66  166.14  165.32  165.35  165.27  167.10  0
90851  218.06  164.06  163.55  163.19  162.63  162.69  163.14  163.81  163.52  163.68  163.36  164.17  163.45  164.22  163.60  165.75  0
90852  190.98  163.70  163.13  162.64  162.30  162.33  162.61  163.03  163.54  163.43  163.61  164.26  163.89  164.38  164.03  166.18  0
90853  199.88  163.36  163.50  162.88  162.42  162.31  162.75  163.32  163.32  163.31  163.42  164.54  163.28  164.32  163.43  166.37  0
90854  192.93  165.72  166.16  164.71  164.92  164.57  164.68  165.23  164.96  164.90  164.41  165.83  164.10  164.44  163.90  166.52  0
90855  199.70  165.81  165.91  164.90  164.94  164.48  164.75  164.94  164.75  165.15  164.58  165.58  164.25  164.63  163.76  166.25  0
90856  200.22  166.01  165.83  164.84  165.43  164.39  164.91  165.25  164.75  164.75  164.31  165.50  164.32  165.10  165.20  166.22  0
90857  196.20  165.88  165.77  164.55  165.37  164.46  164.61  165.27  164.65  165.68  164.48  165.38  164.33  164.55  165.57  166.25  0
90859  191.86  163.52  163.07  162.18  162.79  162.09  163.03  163.74  163.23  163.43  163.14  163.97  163.28  164.33  165.32  166.19  0
90861  178.20  163.13  162.65  162.99  162.67  162.39  163.70  163.48  163.65  163.74  163.21  164.40  163.42  164.58  165.41  166.47  0
90862  197.81  163.46  162.68  162.65  163.04  162.57  163.08  163.59  163.36  163.38  163.40  164.13  163.56  164.16  164.91  165.93  0
90863  203.88  172.21  168.81  169.33  170.64  170.31  170.28  171.02  169.22  171.26  169.51  169.37  166.17  167.38  165.35  164.34  0
90864  191.08  163.92  162.84  162.38  162.88  162.21  163.22  163.55  163.19  163.46  163.27  163.94  163.58  164.04  165.26  165.85  0
90865  199.48  163.98  162.92  162.55  162.55  162.32  162.62  163.33  163.20  163.35  163.11  164.17  163.32  163.76  165.24  165.77  0
90866  201.62  163.62  163.18  162.24  162.74  162.07  163.04  163.41  163.25  163.15  163.16  164.37  163.42  163.52  164.41  165.77  0
90867  199.88  164.11  162.97  162.28  162.66  162.22  162.90  163.09  163.27  163.22  162.94  163.95  163.39  164.15  164.53  165.75  0
90868  189.43  163.31  163.15  162.19  162.72  162.08  162.97  163.15  163.44  163.15  163.28  164.39  163.56  163.39  164.31  166.09  0
90869  194.25  163.56  162.93  162.29  162.88  162.19  163.30  163.12  163.06  163.35  162.77  164.34  163.41  164.39  164.14  165.33  0
90870  196.53  163.47  162.60  162.39  162.83  162.53  162.90  163.28  163.00  163.14  162.89  164.23  163.14  164.22  164.07  166.10  0
90871  138.09  163.48  163.04  162.09  163.02  162.21  162.79  163.31  163.47  163.36  163.04  163.87  163.34  163.74  163.75  165.61  0
90872  217.98  171.51  170.06  167.10  170.29  169.64  170.51  172.75  168.79  167.96  166.66  167.96  165.03  166.13  166.17  168.31  0
90873  194.67  163.33  162.75  162.01  162.60  161.40  163.04  163.42  162.67  163.21  162.77  163.79  162.88  164.13  163.75  165.86  0
90874  192.59  163.13  162.85  161.89  162.63  161.34  162.72  163.13  162.74  162.97  162.46  163.83  162.97  163.93  163.85  165.54  0
90875  193.15  163.33  162.79  161.81  162.43  161.37  162.94  163.07  162.71  162.94  162.46  163.90  162.90  163.92  163.70  165.50  0
90876  200.56  167.32  166.92  165.71  167.05  165.36  166.39  166.44  165.14  165.36  164.28  165.77  164.08  164.58  163.88  165.90  0
90877  200.89  167.36  167.04  165.90  167.03  164.97  166.43  166.44  165.25  166.27  164.18  165.53  164.04  164.47  163.97  165.80  0
90878  194.95  163.51  163.89  162.73  162.93  161.41  162.84  163.02  162.50  163.57  162.22  163.53  162.66  163.69  163.06  165.25  0
90879  236.20  191.97  186.43  183.36  184.12  181.10  182.00  180.09  178.68  176.79  175.26  181.59  179.85  176.90  176.91  175.70  0
90880  165.94  173.37  159.65  167.86  163.70  161.61  161.29  165.20  165.18  161.57  164.06  164.52  163.60  162.97  157.80  166.03  0
90883  186.26  183.84  179.54  171.93  174.54  172.90  168.90  170.69  163.77  161.78  166.41  170.76  159.22  171.48  170.16  163.80  1
90884  198.25  181.48  180.18  166.34  164.84  161.40  165.39  164.79  164.14  160.07  163.21  162.05  160.52  166.59  167.80  158.20  0
