nrun  cer1    cer2    cer3    cer4    cer5    cer6    cer7    cer8    cer9    cer10   flag
1608  337.73  330.62  339.39  354.10  327.65  321.91  366.91  348.25  364.56  383.78  0
1609  341.77  335.14  336.03  349.21  327.06  321.92  365.78  344.42  347.22  390.18  0
1610  332.61  331.34  340.08  344.94  324.74  319.26  372.83  346.07  370.87  375.28  0
1611  337.48  335.71  336.34  341.44  332.45  326.63  376.57  345.38  370.36  468.49  1
1612  338.66  329.95  338.12  346.04  326.42  323.73  364.38  347.23  353.76  384.44  0
1613  332.83  331.09  338.10  350.11  328.52  321.15  370.66  344.95  346.84  389.29  0
1614  332.38  324.40  339.99  349.79  328.94  321.81  372.13  345.70  342.48  382.57  0
1615  332.79  333.22  334.47  334.99  326.38  321.37  362.54  346.56  174.25  463.67  1
1616  342.12  342.76  333.52  351.59  330.46  314.60  360.35  339.81  363.06  381.80  0
1617  336.20  328.40  328.23  343.50  331.50  316.10  360.31  352.77  355.60  466.43  1
1618  342.87  334.95  340.23  343.81  333.33  320.43  357.73  347.20  349.73  1920.88  1
1619  331.15  336.09  333.02  348.59  325.15  315.12  365.91  350.27  370.32  458.87  1
1620  283.48  267.80  293.27  26.25  280.54  252.67  270.17  252.91  237.79  212.05  1
1622  270.76  266.17  272.66  -322.05  274.86  252.64  261.88  280.10  284.34  273.19  1
1624  335.50  325.33  335.70  343.86  329.52  319.25  363.71  344.95  352.75  2787.22  1
1625  338.78  320.02  341.69  349.82  333.35  321.51  386.47  349.41  451.47  702.93  1
1626  277.47  258.77  255.26  -245.15  270.44  256.65  230.67  278.78  284.00  274.93  1
1627  339.00  330.42  334.04  345.43  328.99  320.43  370.10  349.39  376.25  474.90  1
1628  329.18  326.38  341.41  350.51  328.28  322.27  364.39  345.36  370.01  377.74  0
1629  339.98  333.17  333.57  351.87  333.03  320.54  373.38  347.49  371.91  387.43  0
1630  335.69  333.42  330.62  341.77  326.84  324.47  350.74  348.19  348.85  2750.35  1
1631  336.03  328.65  337.95  350.24  332.86  322.96  365.37  344.81  356.44  428.89  0
1632  335.38  327.70  333.72  352.14  333.73  323.95  366.48  350.23  362.11  347.62  0
1633  339.03  332.76  333.96  347.36  330.38  324.64  372.63  343.72  365.03  389.79  0
1634  334.09  333.11  333.01  338.94  328.21  322.47  371.04  342.91  363.56  525.48  1
1635  339.76  335.08  331.12  342.64  324.86  326.38  362.88  347.05  359.86  507.94  1
1636  344.12  328.39  335.66  347.99  331.32  319.40  375.74  347.43  353.63  481.19  1
1637  338.59  333.17  333.09  350.95  327.33  326.39  374.81  347.13  362.21  504.35  1
1639  340.95  330.01  338.67  348.92  329.19  319.69  374.79  348.72  366.88  2679.36  1
1640  336.43  328.90  334.58  350.86  332.77  315.40  370.69  343.57  369.59  464.87  1
1641  335.48  328.91  337.58  351.50  330.41  323.25  368.89  339.92  343.78  387.17  0
1642  339.24  340.37  338.33  353.06  328.33  323.85  376.44  349.26  375.23  457.48  1
1643  335.32  333.43  334.95  348.93  329.58  321.57  382.15  347.86  364.03  796.48  1
1644  332.50  330.41  333.23  347.58  322.43  322.71  367.85  343.68  367.84  390.19  0
1645  332.11  330.91  332.86  352.16  327.27  321.40  360.09  344.56  356.45  535.95  1
1646  339.74  332.69  338.75  346.33  322.86  320.89  356.74  348.56  342.80  371.16  0
1648  331.95  335.50  331.76  322.88  314.61  322.38  330.65  342.45  408.67  353.14  0
1650  339.56  331.52  347.01  353.58  309.23  322.67  375.75  350.97  378.63  362.44  0
1651  345.46  328.59  334.71  349.50  331.95  315.82  375.80  339.56  341.94  374.14  0
1652  341.30  330.06  337.66  349.03  328.70  323.58  366.88  343.35  361.41  545.58  1
1653  323.46  337.13  337.68  346.42  326.77  323.84  376.45  346.45  290.11  349.02  1
1654  338.08  332.59  332.06  346.61  326.60  320.60  373.44  351.29  367.24  391.76  0
1655  335.47  329.25  342.91  347.12  328.91  319.82  382.52  334.98  364.98  467.94  1
1656  334.80  330.13  335.04  354.03  326.66  326.10  368.65  344.12  371.57  376.88  0
1657  330.76  341.05  347.73  338.37  326.68  321.81  362.44  345.94  350.22  462.65  1
1658  347.42  322.79  340.52  345.07  325.48  325.40  379.01  345.60  364.84  645.57  1
1659  337.90  328.68  335.35  339.28  329.82  319.41  369.81  348.92  370.14  402.31  0
1660  334.54  333.20  337.91  348.97  330.96  325.35  364.35  343.44  364.55  564.33  1
1661  335.31  327.60  337.83  346.39  322.99  325.13  368.25  345.05  350.01  696.48  1
1664  333.72  329.17  332.36  336.72  333.80  317.19  363.81  347.52  359.58  366.66  0
1665  338.42  320.95  331.14  344.65  324.71  319.98  362.52  347.33  354.90  629.85  1
1666  337.08  333.17  329.45  349.96  325.15  323.44  370.20  342.90  375.18  736.98  1
1667  337.64  331.25  333.29  354.55  327.96  333.06  371.80  351.53  370.95  373.41  0
1668  336.69  332.17  335.30  352.83  332.32  318.78  377.86  348.69  365.80  553.08  1
1672  337.22  331.56  332.69  334.04  331.91  324.75  376.41  343.43  352.33  394.49  0
1673  339.90  335.64  337.36  340.92  330.80  326.78  371.55  351.00  365.02  607.02  1
1674  338.45  331.71  336.17  349.41  325.13  321.57  374.29  345.27  372.74  498.81  1
1675  337.38  332.60  336.38  360.07  329.78  322.32  367.11  347.50  393.53  1423.40  1
1676  338.75  334.23  335.96  348.20  331.42  323.64  380.14  348.28  352.51  3004.01  1
1677  338.18  330.28  335.71  351.43  328.63  321.65  378.01  345.79  360.73  465.00  1
1679  276.30  263.29  276.94  -312.39  219.67  259.84  235.79  223.38  290.46  255.80  1
1680  339.82  332.89  336.95  350.73  329.96  322.59  374.60  346.98  372.05  549.03  1
1681  335.30  326.86  332.95  345.30  332.28  320.27  378.18  345.95  383.48  398.09  0
1682  343.21  332.05  338.04  354.17  329.69  326.87  367.44  341.38  363.81  387.16  0
1683  339.95  330.19  335.72  351.91  331.45  321.96  365.44  346.24  360.05  473.40  1
1684  344.17  334.05  334.16  346.14  331.77  320.76  373.53  346.01  350.73  574.33  1
1685  341.61  328.24  330.99  345.75  330.92  316.29  376.77  346.20  367.03  792.94  1
1686  329.97  332.35  336.94  355.48  330.73  328.62  363.92  350.40  364.76  406.27  0
1687  337.78  325.65  340.01  341.92  332.27  321.06  370.53  343.02  356.88  375.23  0
1688  333.10  326.93  333.64  340.43  325.17  322.24  371.96  341.61  344.19  376.10  0
1689  351.41  332.19  329.11  341.78  325.65  321.43  349.39  347.51  345.27  355.71  0
1690  331.73  332.68  329.33  353.29  327.18  323.12  374.66  338.11  363.66  2890.63  1
1691  339.14  334.26  334.09  349.22  326.53  317.06  371.08  344.97  349.42  389.01  0
1692  344.24  338.52  337.07  354.64  327.96  325.05  366.22  352.30  365.73  666.14  1
1693  336.38  329.26  334.59  350.05  334.80  317.30  369.37  348.44  382.54  647.37  1
1694  343.88  327.41  334.80  356.39  326.89  320.95  378.26  348.21  356.12  543.11  1
1695  336.70  333.60  336.27  347.50  329.40  318.39  369.39  346.99  356.89  465.54  1
1696  329.02  331.88  335.83  350.61  330.14  319.29  369.89  347.71  357.74  2326.38  1
1698  335.55  333.80  332.83  346.05  326.70  321.99  364.76  345.00  368.95  560.11  1
1699  341.38  327.92  336.53  340.00  326.81  321.28  369.47  342.89  524.48  456.43  1
1700  334.31  335.03  326.26  353.06  325.79  323.33  351.42  345.09  372.25  2795.62  1
1701  347.45  323.87  347.33  360.00  334.89  311.37  345.55  344.41  357.34  2240.03  1
1702  334.69  333.64  332.06  352.14  329.00  328.71  377.23  347.19  331.04  396.20  1
1704  345.18  326.34  334.76  342.29  327.53  322.13  377.01  343.36  360.65  655.88  1
1705  344.26  330.19  332.63  344.14  328.75  325.96  372.67  345.01  348.44  374.74  0
1706  335.44  331.75  334.01  340.83  326.51  319.86  366.17  343.48  353.02  2562.52  1
1707  340.82  332.92  338.88  351.42  325.47  318.34  375.32  347.16  378.55  400.52  0
1708  336.39  331.79  336.65  350.20  331.01  321.57  377.17  345.53  367.09  608.76  1
1709  337.57  338.57  338.46  345.82  331.70  317.07  374.47  350.41  362.00  626.50  1
1710  340.77  338.06  334.25  349.78  331.34  319.81  366.09  348.63  352.79  902.48  1
1711  336.91  324.29  330.78  344.59  331.16  324.01  366.90  347.97  396.84  515.64  1
1712  333.88  339.68  337.70  352.75  328.96  320.82  377.16  340.80  373.49  547.38  1
1713  342.08  324.49  340.94  342.98  326.00  320.53  371.22  346.72  374.78  576.98  1
1714  341.80  334.03  338.17  350.87  322.19  321.64  373.81  342.69  372.84  392.19  0
1715  340.89  326.85  333.64  343.99  331.38  322.25  367.69  348.75  363.17  383.09  0
1716  336.23  330.10  334.42  348.32  331.15  320.47  372.05  343.41  352.87  399.53  0
1717  339.27  332.79  335.93  349.89  326.14  314.01  372.03  339.72  345.19  384.53  0
1718  338.96  329.29  337.83  350.18  325.47  320.05  364.59  348.89  359.26  940.17  1
1721  335.66  335.13  334.16  348.34  325.62  314.91  366.27  347.38  361.70  394.51  1
1722  338.77  329.04  334.22  346.24  326.81  322.89  358.76  342.85  360.36  462.92  1
1725  318.79  331.24  339.64  230.52  319.64  311.96  346.14  347.48  300.04  374.91  1
1730  342.66  326.61  341.96  350.67  331.76  318.52  375.59  340.13  358.94  533.34  1
1731  331.61  324.94  327.28  353.29  321.94  322.43  384.26  346.64  332.65  2895.57  1
1732  343.37  337.25  343.26  354.97  332.13  320.56  381.02  336.80  463.88  2002.66  1
1733  341.25  335.05  337.12  347.50  330.44  323.75  369.43  347.51  348.86  376.77  0
1734  329.56  328.78  334.94  343.06  329.69  322.28  366.93  347.95  370.57  390.74  0
1735  337.20  335.09  336.98  353.70  328.99  323.40  371.94  345.47  367.22  389.78  0
1736  341.05  331.09  337.19  349.85  325.29  323.19  371.03  341.05  356.12  388.69  0
1737  324.57  319.76  334.86  348.88  323.45  319.17  361.46  338.94  324.49  372.89  0
1738  334.01  332.56  336.33  350.08  326.63  320.57  380.13  343.19  363.73  363.74  0
1739  335.60  331.51  336.84  350.34  325.37  317.80  378.57  343.11  348.45  517.41  1
1740  341.46  330.27  337.94  352.11  328.28  327.22  355.59  343.99  348.72  538.83  1
1741  336.57  331.53  336.38  344.75  323.03  320.70  373.46  344.73  361.12  470.39  1
1742  339.20  327.05  336.68  346.89  329.40  320.40  377.37  350.32  372.94  454.93  1
1743  335.83  332.12  334.71  341.52  331.45  322.50  368.71  347.20  356.70  517.55  1
1744  335.61  330.82  338.58  344.13  324.69  318.46  374.36  343.99  344.94  398.74  0
1745  341.35  336.09  334.05  346.50  331.01  318.17  369.35  345.05  350.56  562.55  1
1746  336.78  327.19  328.13  337.38  331.43  326.44  374.30  347.06  366.77  1178.33  1
1747  339.70  332.42  335.65  347.19  329.12  324.59  363.53  347.19  357.29  550.05  1
1748  345.20  336.11  335.15  337.92  326.04  323.42  376.26  341.83  375.11  383.26  0
1749  331.52  331.66  337.80  349.88  327.22  324.49  374.23  347.49  363.97  486.87  1
1750  341.77  328.48  333.65  339.89  333.79  325.95  369.99  342.08  348.79  362.58  0
1751  339.05  334.09  336.06  343.62  332.84  321.54  365.34  345.14  358.03  465.79  1
1752  335.78  333.37  338.72  354.38  326.39  322.14  366.25  348.94  365.84  401.68  0
1753  338.97  326.18  335.71  350.22  330.26  323.82  377.34  341.35  353.51  511.29  1
1754  336.77  334.23  333.33  350.35  327.81  321.03  371.40  351.39  354.75  373.05  0
1755  340.23  331.23  336.65  347.20  332.86  322.37  372.79  341.41  365.15  375.97  0
1756  339.55  332.88  334.70  353.71  329.39  322.40  370.99  344.96  354.08  661.60  1
1757  340.10  329.36  341.21  349.00  325.43  322.54  380.21  350.13  365.37  571.25  1
1758  337.22  328.79  329.53  349.26  322.01  324.77  371.44  342.27  366.04  361.76  0
1759  335.42  325.98  340.73  344.73  333.65  322.35  373.16  340.96  355.93  451.84  1
1760  332.86  330.49  336.78  349.30  328.41  324.29  378.33  341.11  360.56  519.26  1
1761  335.13  329.36  335.04  345.22  335.68  322.02  376.27  347.39  360.02  402.56  0
1762  338.02  323.15  337.69  345.71  333.54  324.04  377.63  343.80  364.60  2414.37  1
1763  333.28  331.29  342.20  348.58  330.25  317.64  360.46  335.41  355.53  616.96  1
1765  334.86  328.14  322.22  329.44  320.66  316.94  340.21  331.61  317.14  338.21  0
1768  333.96  342.50  341.12  341.93  329.56  320.58  345.01  348.62  374.45  374.43  1
1769  337.34  336.58  331.09  341.69  327.71  322.85  369.02  349.14  348.72  396.77  0
1770  336.46  331.80  337.03  348.89  328.83  322.87  365.86  346.91  361.94  367.50  0
1771  340.72  334.03  335.05  353.51  327.58  318.89  369.36  345.60  364.30  355.21  0
1772  334.93  330.26  341.56  335.51  331.58  312.18  368.88  338.31  337.54  489.23  1
1773  340.87  336.89  330.81  347.94  330.56  320.50  368.56  345.91  359.27  562.19  1
1774  338.14  327.48  342.15  343.47  331.26  321.51  372.48  347.28  365.01  505.39  1
1775  343.25  334.62  336.12  352.25  330.35  318.21  368.03  350.54  360.21  693.74  1
1777  327.31  334.76  318.12  342.56  305.78  321.88  345.55  342.57  313.93  362.86  0
1779  339.08  335.09  342.06  350.04  325.66  320.18  368.83  345.54  372.31  648.26  1
1781  339.14  329.34  336.24  348.31  327.51  320.55  378.48  342.40  356.87  395.41  0
1783  336.91  328.64  338.92  346.90  329.71  320.49  370.60  345.98  362.67  383.27  0
1784  337.53  328.79  334.50  353.72  327.46  319.40  374.64  338.93  365.17  1124.40  1
1787  276.94  245.49  253.04  -590.11  270.21  290.56  293.95  280.32  294.21  258.31  1
1788  337.12  332.93  339.26  348.44  328.99  323.63  376.54  345.95  364.06  506.53  1
1789  341.23  334.92  336.14  351.48  330.35  319.88  378.04  346.05  457.99  477.63  1
1791  338.91  329.42  336.25  348.46  325.39  317.33  380.79  349.53  368.48  457.22  1
1792  335.79  326.36  333.66  341.04  329.52  322.34  376.26  337.04  361.46  376.53  0
1793  331.73  326.51  337.48  348.69  327.90  324.57  377.10  350.07  381.31  539.59  1
1794  336.74  336.22  327.61  331.98  332.54  315.90  365.14  337.77  347.48  475.62  1
1795  339.57  331.21  348.88  331.09  336.35  331.29  358.85  344.24  380.28  703.64  1
1798  336.22  323.34  339.19  347.65  329.35  318.91  366.91  341.79  353.57  487.13  1
1800  342.83  337.45  338.15  348.24  330.44  318.52  379.46  341.30  363.46  402.67  0
1801  332.69  298.01  330.44  333.39  335.30  326.69  357.53  345.34  332.48  2681.25  1
1802  358.00  328.20  324.20  285.01  312.55  318.08  337.94  342.99  336.52  329.05  1
1804  203.38  323.91  344.71  355.52  330.07  331.46  365.77  349.66  368.91  2993.12  1
1805  321.90  324.49  338.98  347.54  330.85  321.42  385.18  351.72  365.32  540.59  1
1806  332.23  338.07  338.31  348.20  326.44  321.05  376.07  347.53  358.26  2812.30  1
1807  329.49  328.57  339.55  343.60  335.55  332.44  380.79  348.96  343.76  390.70  0
1809  343.44  325.23  337.82  322.60  318.40  317.30  347.92  337.96  353.17  467.70  1
1810  341.28  335.05  334.48  342.95  329.35  324.32  366.93  347.03  371.33  469.18  1
1811  341.82  327.80  338.55  351.71  331.18  321.48  379.96  341.19  382.99  380.30  0
1812  341.65  333.70  335.92  350.63  323.98  317.22  362.99  345.34  354.50  400.07  0
1835  340.12  341.85  336.62  342.74  327.26  319.17  380.84  346.11  359.00  587.61  1
1838  339.34  327.73  337.02  342.73  329.00  323.33  362.43  354.32  374.85  953.02  1
1839  260.31  252.33  273.75  244.22  261.79  256.24  267.16  286.83  297.73  293.51  0
1840  334.63  330.50  335.53  345.46  328.78  324.49  377.68  345.46  378.59  378.68  0
1841  338.73  325.68  348.23  344.10  327.28  324.81  376.00  343.39  331.22  645.48  1
1842  336.64  336.81  333.27  339.64  331.81  324.59  376.66  342.69  356.78  928.80  1
1844  334.72  335.18  335.71  346.10  331.06  322.79  372.57  346.30  363.76  381.03  0
1845  338.39  338.37  340.39  343.51  324.40  323.82  374.76  348.49  359.87  471.98  1
1848  326.02  328.78  341.26  341.22  329.51  329.62  379.14  336.63  367.40  340.79  0
1850  336.52  327.08  335.38  331.20  325.35  321.52  371.96  341.14  356.60  399.71  0
1851  338.39  340.32  335.57  350.42  329.60  320.75  372.99  351.19  349.40  385.53  0
1855  332.05  342.03  330.83  346.83  332.11  322.44  372.58  345.30  366.67  521.93  1
1856  249.17  272.42  270.46  271.85  275.92  263.28  273.57  297.08  275.87  260.55  0
1857  336.95  333.66  342.16  340.08  330.39  322.29  380.93  348.69  459.70  1090.94  1
1858  344.41  334.17  337.81  346.76  326.58  323.04  374.19  350.72  354.86  1047.46  1
1859  336.08  336.20  332.80  341.49  335.12  322.14  377.18  351.64  369.34  747.61  1
1860  342.28  331.22  338.35  346.83  329.11  319.32  376.52  350.33  354.19  383.08  0
1861  338.21  338.50  336.29  345.27  328.42  325.26  373.46  351.81  369.90  475.77  1
1862  339.02  334.39  339.99  345.92  327.60  325.37  379.64  353.23  370.71  394.14  0
1863  343.54  337.34  338.51  348.72  333.87  323.36  378.48  348.28  367.63  494.53  1
1864  339.96  338.74  340.58  342.63  333.80  323.63  381.76  352.76  384.57  666.03  1
1865  346.37  338.05  336.10  348.04  328.42  332.67  387.03  345.02  354.62  3032.77  1
1866  330.63  335.37  337.08  348.08  335.05  324.95  382.38  345.84  379.61  757.00  1
1867  338.12  335.59  339.84  344.99  330.71  320.88  380.42  348.04  531.35  543.49  1
1868  336.48  335.87  336.80  340.92  325.65  320.23  386.85  348.82  370.71  381.96  0
1869  342.67  339.71  342.18  347.90  334.14  323.09  373.84  344.20  356.10  2714.87  1
1870  333.40  335.12  341.79  339.09  326.59  320.99  369.49  339.49  348.90  553.50  1
1871  343.87  334.44  336.51  346.06  332.39  323.38  362.84  345.64  361.48  463.78  1
1874  334.45  332.75  332.95  341.55  328.30  323.85  372.18  342.45  348.43  3004.85  1
1875  337.42  340.98  329.94  338.20  318.78  323.36  372.12  344.19  345.74  374.13  0
1876  336.28  336.54  339.26  339.22  330.71  320.34  370.23  351.09  348.82  396.36  0
1877  342.78  330.72  321.88  341.02  330.93  319.81  365.37  339.98  363.71  2600.99  1
1879  337.62  341.12  335.92  347.30  328.32  323.32  377.57  343.49  357.23  382.03  0
1880  340.99  337.13  333.23  342.81  328.57  320.29  375.47  342.62  368.03  385.93  0
1881  338.60  338.39  336.06  341.20  334.39  319.55  376.34  344.28  349.43  496.39  1
1882  342.98  333.85  334.62  347.16  333.43  321.28  369.52  350.11  362.03  798.87  1
1883  334.77  342.81  326.35  325.92  319.42  312.39  346.78  338.45  347.21  572.48  1
1891  285.74  286.99  272.57  240.55  173.78  276.20  284.05  289.44  285.72  260.69  0
1892  338.91  334.18  342.29  342.68  333.10  328.69  384.69  351.59  366.17  388.23  0
1893  341.57  336.99  331.76  341.70  329.82  320.24  376.11  345.82  353.71  468.51  1
1894  339.29  334.02  337.06  343.63  330.34  325.64  372.74  346.55  348.77  695.95  1
1895  334.30  333.33  339.41  347.38  326.74  322.31  363.44  342.04  375.33  397.52  0
1896  335.02  337.69  337.92  340.51  328.32  320.08  360.43  342.99  358.29  381.06  0
1897  339.78  336.06  337.44  339.53  325.57  322.02  366.87  344.24  342.71  377.50  0
1898  333.71  328.45  332.11  344.91  330.23  321.03  366.49  350.72  357.82  468.33  1
1899  340.03  335.66  341.50  338.51  333.50  332.00  371.26  348.87  372.53  466.53  1
1901  325.79  321.93  321.88  329.99  320.27  312.25  332.49  333.37  322.64  328.12  0
1902  335.57  333.54  333.29  337.37  325.42  321.80  345.14  337.54  329.96  338.28  0
1904  331.15  324.36  329.83  333.21  317.08  314.60  340.52  330.45  341.35  340.58  0
1905  327.48  332.24  327.34  335.28  323.59  322.03  338.56  335.05  332.55  353.94  0
1906  331.46  335.60  331.40  346.88  323.37  316.25  351.79  340.59  344.79  383.80  0
1909  342.07  229.29  336.57  346.67  322.45  315.12  409.20  343.58  344.08  839.55  1
1912  240.58  272.21  256.66  261.27  246.45  285.05  275.70  260.74  286.12  271.60  0
1913  346.20  340.50  343.88  358.09  335.05  320.17  366.84  341.12  342.46  374.46  0
1914  337.13  345.52  329.62  339.31  315.87  325.41  343.92  344.79  363.30  2986.88  1
1916  338.66  337.83  334.71  345.79  327.24  324.10  382.86  344.53  374.50  2840.43  1
1917  343.93  334.50  339.19  344.55  332.32  320.11  377.56  347.31  360.18  498.47  1
1918  344.18  333.30  341.00  344.82  328.89  318.77  367.28  346.89  346.27  592.52  1
1919  342.43  335.15  338.38  344.82  328.37  317.07  380.84  347.36  486.86  2854.14  1
1920  342.92  341.88  336.77  345.21  327.44  321.58  370.74  345.46  378.80  380.83  0
1921  332.67  338.90  336.00  340.73  331.99  323.17  370.40  345.73  351.75  836.16  1
1922  341.81  336.82  336.37  347.40  333.01  326.80  378.80  344.04  360.76  484.84  1
1924  339.70  337.47  337.31  342.68  331.23  321.85  381.11  352.15  361.12  686.02  1
1925  345.60  335.69  331.75  348.78  331.03  322.31  374.11  348.18  371.35  386.81  0
1926  338.45  341.57  337.73  350.14  332.11  326.74  364.28  343.73  371.30  471.85  1
1927  338.62  341.94  344.32  349.04  329.17  331.45  380.97  341.83  355.37  549.50  1
1928  338.00  339.75  343.74  339.54  328.38  311.92  377.22  337.19  366.55  405.30  0
1929  338.50  340.53  337.63  351.36  327.89  325.23  369.89  351.06  388.86  483.26  1
1930  335.00  330.83  335.44  343.77  330.97  320.76  379.45  351.15  459.40  558.00  1
1931  337.48  342.11  340.99  346.38  332.82  324.08  380.79  345.33  361.22  385.43  0
1932  341.99  336.61  336.56  343.26  329.36  318.95  383.61  347.04  376.67  521.12  1
1933  339.20  337.72  339.75  348.10  331.52  324.05  384.50  343.62  374.14  388.18  0
1934  343.43  335.35  333.18  343.98  326.22  318.81  373.51  345.80  342.89  388.80  0
1935  332.43  336.90  337.60  348.52  325.10  321.33  372.85  352.14  368.83  748.05  1
1936  339.12  340.33  339.02  344.14  326.10  324.22  374.09  344.04  388.43  549.90  1
1937  335.36  334.56  340.11  340.77  324.21  320.93  367.28  349.20  379.08  392.51  0
1938  331.20  333.21  336.88  340.64  331.43  326.50  359.03  355.90  359.22  365.12  0
1939  345.52  334.37  339.83  342.92  331.96  327.98  375.37  344.97  367.41  496.33  1
1940  329.53  338.56  338.08  325.05  316.13  311.84  349.98  336.57  365.08  307.30  0
1941  337.51  335.20  328.91  342.70  326.93  310.54  371.30  346.10  339.69  524.32  1
1942  341.77  336.20  333.78  343.14  321.79  317.30  363.76  334.50  349.62  411.28  0
1943  339.55  338.75  333.31  349.19  331.12  315.80  363.99  349.20  352.16  325.65  0
1944  336.46  339.02  335.15  343.99  331.81  320.95  379.97  343.62  393.64  1767.82  1
1945  334.47  345.92  333.47  340.46  328.84  324.59  375.48  340.09  357.31  492.90  1
1946  343.24  338.63  337.16  346.33  332.32  321.06  367.13  350.07  375.44  453.56  1
1947  344.40  341.39  334.47  343.02  331.05  318.98  363.57  341.80  368.65  607.02  1
1948  339.79  338.73  343.86  342.16  326.20  319.86  372.47  346.50  352.63  386.93  0
1949  342.09  337.81  335.56  342.33  327.49  318.17  370.49  344.36  352.96  575.78  1
1950  339.76  336.49  332.90  348.44  329.56  318.03  365.36  342.99  355.29  528.44  1
1951  345.99  342.10  338.74  341.29  324.63  329.50  373.82  341.78  355.33  2506.57  1
1952  342.50  336.41  341.17  342.73  331.32  322.56  382.88  347.63  375.51  685.11  1
1953  336.59  342.12  337.45  342.07  332.22  322.94  382.30  348.66  369.89  549.43  1
1955  345.04  340.25  335.79  344.03  331.19  320.74  372.07  351.95  363.16  3142.14  1
1957  336.84  336.54  334.54  340.07  325.87  322.92  362.46  334.67  362.59  518.50  1
1958  345.64  337.65  334.15  343.06  330.34  322.29  371.12  343.66  359.64  372.60  0
1960  338.72  330.73  329.39  345.45  331.32  326.17  375.44  353.53  369.81  606.34  1
1961  342.49  336.08  339.34  344.65  323.89  318.00  372.32  343.08  359.32  380.92  0
1962  339.52  340.15  335.97  343.81  325.54  317.38  366.20  347.79  349.33  366.61  0
1963  342.31  332.79  335.79  336.35  327.84  322.05  370.89  339.06  346.00  485.44  1
1964  343.30  342.23  336.48  343.41  330.53  323.76  368.94  344.53  361.95  573.48  1
1965  338.42  334.48  336.23  351.00  330.80  321.56  370.30  343.28  367.69  514.91  1
1966  342.65  331.82  340.47  337.15  333.80  318.46  363.84  347.04  346.63  368.25  0
1967  342.13  337.28  345.61  346.58  330.99  318.87  360.09  347.11  513.96  354.13  1
1968  341.83  340.80  336.16  349.44  331.13  324.48  385.34  346.38  352.69  495.62  1
1972  337.62  326.06  328.33  321.34  321.14  313.02  356.61  339.96  328.52  316.97  1
1974  345.99  324.25  331.60  338.79  319.72  305.14  346.98  335.04  357.57  374.28  0
1975  326.09  327.30  328.17  344.85  322.65  321.60  350.17  344.57  324.88  386.39  0
1976  334.00  339.13  332.66  327.64  330.20  318.50  356.97  333.38  347.40  384.63  0
1977  329.89  340.77  328.67  330.88  330.55  316.70  335.58  340.78  322.66  353.30  0
1980  344.65  319.89  349.44  346.60  331.65  320.44  496.93  347.26  353.11  2473.09  1
1981  329.84  331.30  339.56  335.16  322.91  319.98  362.31  342.54  335.46  456.92  1
1982  338.78  339.55  338.49  345.61  331.61  326.24  370.71  346.72  353.76  481.29  1
1983  337.63  338.59  336.73  344.12  337.31  321.83  366.89  344.64  360.69  377.06  0
1984  348.42  337.82  334.73  343.94  326.14  319.76  367.66  342.94  361.57  469.74  1
1985  341.40  340.70  333.64  350.37  332.30  319.51  370.55  339.68  354.25  485.82  1
1986  342.06  340.61  333.55  344.50  334.02  320.94  362.21  347.82  362.74  358.49  0
1987  338.44  337.36  333.83  346.67  327.81  321.00  364.84  341.01  356.19  373.00  0
1988  337.30  334.58  335.72  349.44  333.44  320.68  380.61  340.47  466.44  400.03  1
1989  338.48  339.69  340.03  341.92  330.34  320.45  376.23  343.64  363.27  414.33  0
1990  343.59  337.43  343.14  346.65  329.80  322.00  377.22  351.01  365.23  549.91  1
1991  340.08  333.70  333.20  343.31  330.25  325.44  375.53  346.66  364.91  393.93  0
1992  336.81  337.07  337.80  348.02  329.48  323.85  383.20  343.40  373.78  450.18  1
1993  334.87  340.16  342.96  342.26  331.04  325.02  454.37  342.74  340.15  869.54  1
1994  333.89  338.68  337.36  346.43  328.64  320.87  378.90  344.94  360.63  472.07  1
1995  338.13  338.50  339.30  345.99  327.18  322.97  382.19  347.56  380.68  525.03  1
1996  341.37  339.72  333.92  344.82  333.62  322.34  373.08  348.92  336.31  366.72  0
1997  340.92  335.72  336.35  345.19  330.90  330.45  366.40  350.70  366.06  507.54  1
1998  334.64  333.82  339.71  346.49  326.27  325.96  374.24  349.42  360.07  467.09  1
1999  337.47  341.52  334.82  340.62  327.88  321.59  376.94  352.03  352.99  393.38  0
2000  335.60  332.32  329.23  343.03  329.15  330.99  369.13  346.11  373.70  1048.29  1
2001  340.12  341.79  334.38  350.64  326.58  314.34  369.65  349.66  354.82  488.83  1
2002  337.40  340.06  334.69  345.86  330.96  325.84  364.47  342.31  350.82  361.61  0
2003  341.71  345.53  334.42  343.42  333.39  321.18  378.23  345.51  351.58  368.17  0
2004  344.01  337.62  340.28  344.58  329.01  322.60  372.43  343.18  350.39  492.74  1
2005  342.78  339.74  336.88  338.81  334.52  325.82  371.13  342.73  372.89  539.00  1
2006  342.73  334.69  342.84  345.90  329.89  319.71  371.05  349.22  367.07  555.75  1
2007  339.97  339.82  335.34  345.95  327.13  319.21  369.83  348.85  365.06  369.17  0
2008  342.33  341.87  331.60  338.73  327.26  316.16  382.19  350.74  301.89  700.24  1
2009  252.68  250.84  262.09  272.24  244.24  268.67  263.49  276.87  257.48  290.86  0
2010  340.65  337.91  338.53  345.09  332.75  328.33  373.76  348.33  363.11  476.28  1
