nrun  S2L1    S2L2    S2L3    S2L4    S2L5    S2L6    S2L7    S2L8    S2L9    S2L10   S2L11   S2L12   S2L13   S2L14   S2L15   S2L16   flag
1737  345.38  332.67  310.42  317.50  301.51  312.04  305.24  305.58  280.06  316.46  307.76  317.06  322.53  317.07  318.41  288.75  0
1738  353.82  322.89  306.13  307.65  311.56  307.56  294.77  295.49  267.43  304.91  287.88  303.61  304.81  298.00  307.91  302.22  0
1739  330.22  316.36  300.38  307.26  305.32  302.57  293.74  292.63  258.65  303.32  287.39  301.67  292.49  288.83  300.06  296.09  0
1740  321.79  312.50  308.24  304.16  303.93  303.55  291.37  290.93  261.33  296.38  278.29  300.65  295.64  282.87  289.83  230.94  0
1741  335.77  306.70  307.79  307.11  301.69  301.35  293.01  288.62  264.84  298.67  284.67  296.81  290.86  289.24  296.03  243.02  0
1742  272.91  296.70  300.60  307.01  302.18  301.17  291.27  289.73  264.87  298.21  284.42  293.62  290.49  284.68  285.72  256.71  0
1743  324.28  320.37  311.17  311.84  300.52  306.61  295.83  288.18  260.81  304.64  283.81  300.24  298.09  291.32  297.81  262.90  1
1744  325.56  333.59  305.33  311.07  306.77  305.38  295.96  294.32  260.14  298.27  288.67  303.38  292.56  292.45  288.58  283.36  0
1745  328.19  334.73  308.23  308.12  304.26  304.41  294.60  291.71  259.15  294.09  289.05  298.14  295.56  294.90  290.96  271.05  0
1746  338.81  316.59  309.84  306.85  301.35  307.70  299.35  295.68  264.45  303.30  287.32  304.94  300.06  294.91  306.28  291.59  0
1747  337.77  325.82  309.13  309.50  307.31  302.83  295.47  292.89  263.27  304.32  287.99  301.71  301.81  290.74  303.85  300.55  0
1748  331.99  317.99  308.27  303.55  299.76  300.96  292.44  291.57  258.72  299.69  283.42  300.90  296.84  292.39  284.12  297.86  0
1749  336.61  323.10  313.05  310.21  298.33  296.91  295.00  295.02  258.68  302.24  287.29  294.96  295.87  285.33  299.54  290.64  0
1750  343.92  325.91  310.98  307.94  299.50  303.90  300.15  292.21  265.86  302.28  289.39  299.85  301.27  300.26  302.74  288.46  0
1751  333.55  318.33  308.97  299.38  296.02  302.80  289.64  288.29  263.64  299.81  289.07  299.15  294.54  284.62  289.87  283.36  0
1752  339.72  320.03  313.59  299.33  296.75  299.72  290.89  293.48  262.81  299.00  286.29  301.73  293.35  292.61  292.49  291.73  0
1753  333.72  319.45  307.97  303.88  302.28  300.90  295.08  294.37  264.09  301.07  289.88  301.09  296.04  289.24  304.03  283.66  0
1754  322.54  320.59  311.21  303.74  303.92  300.21  291.87  291.26  256.92  299.11  284.25  298.94  295.03  293.83  292.06  297.70  0
1755  329.33  326.65  311.45  313.54  298.55  299.70  293.47  295.62  262.13  298.96  286.66  299.54  300.34  295.70  287.74  209.06  0
1756  339.62  318.24  307.74  307.51  302.79  303.59  292.02  288.63  255.85  301.43  285.01  299.27  294.50  288.43  288.67  286.31  0
1757  324.16  325.83  311.18  306.58  300.53  298.86  293.13  285.36  262.46  299.98  288.06  293.45  296.77  285.04  293.73  283.42  0
1758  334.30  321.88  310.50  308.04  308.86  304.30  297.16  293.21  261.43  302.45  288.85  297.83  296.40  293.83  297.07  285.55  0
1759  326.69  315.81  296.99  299.93  295.68  297.31  291.50  286.40  256.88  299.87  279.58  300.51  292.04  284.83  294.49  251.55  0
1760  331.75  309.81  303.96  311.34  296.95  296.11  289.26  291.68  259.96  296.98  281.48  299.94  291.98  284.14  288.50  266.46  0
1761  330.26  322.88  307.77  308.15  292.19  298.57  285.86  288.84  257.53  300.62  283.03  293.03  296.87  288.51  286.88  277.41  0
1762  332.75  310.24  303.47  303.62  296.46  297.69  283.91  286.47  261.09  298.89  285.00  298.64  291.20  286.53  292.56  266.10  1
1763  344.44  317.79  316.33  308.74  302.50  307.01  295.71  294.30  262.28  302.21  290.36  307.32  296.67  300.60  296.80  287.13  0
1765  355.08  335.91  325.46  329.46  321.80  328.22  313.86  310.28  275.84  323.73  313.76  330.67  329.39  325.98  322.85  326.33  0
1768  339.84  324.72  324.56  315.89  309.20  315.30  307.24  300.44  275.71  307.48  292.73  310.98  301.70  293.21  313.62  288.65  0
1769  336.24  326.17  304.74  303.32  302.85  298.84  296.04  291.47  260.71  300.24  279.96  296.82  297.44  288.21  291.87  274.31  0
1770  334.84  313.87  305.21  309.37  304.35  303.43  297.90  292.59  263.66  301.16  286.48  302.94  297.55  290.83  297.04  264.63  0
1771  331.90  326.57  310.63  305.64  304.17  303.91  299.15  288.51  271.16  304.14  286.31  304.04  298.70  292.46  294.90  266.28  0
1772  332.59  326.49  319.28  315.17  310.57  304.77  293.44  291.67  267.79  306.20  295.25  306.92  299.98  290.26  302.06  296.92  0
1773  342.32  316.73  303.84  303.75  303.76  300.19  298.27  296.90  260.95  301.98  289.69  302.32  296.75  287.73  295.21  217.36  0
1774  334.38  312.76  313.47  300.28  301.46  299.18  292.96  291.71  265.06  300.87  282.22  300.41  295.59  291.68  290.17  211.17  1
1775  326.88  323.49  307.15  311.04  300.20  305.45  294.93  294.96  261.35  301.11  282.18  298.89  295.97  286.50  284.99  268.78  0
1777  355.52  333.31  333.02  326.84  315.38  327.65  315.55  304.82  284.76  315.73  309.11  327.22  329.31  314.92  318.77  319.45  0
1779  333.56  310.45  305.66  300.62  292.19  299.31  288.72  289.61  259.95  299.29  284.46  296.93  294.49  290.52  293.09  271.12  1
1781  318.71  305.55  301.60  300.12  295.27  296.84  287.26  287.23  256.18  294.55  278.68  296.79  290.71  287.26  288.16  272.36  0
1783  330.82  314.24  299.21  304.36  296.43  294.44  293.40  283.38  255.85  299.14  281.19  300.56  291.48  289.28  288.52  239.43  1
1784  326.20  311.08  306.79  303.31  303.74  299.33  293.55  292.22  264.61  299.49  287.07  303.14  298.28  289.84  285.25  216.28  0
1788  257.81  290.38  297.47  304.19  297.15  298.95  288.70  289.71  263.91  296.51  283.19  293.99  289.61  283.21  288.39  242.36  1
1789  274.97  290.99  296.53  298.62  303.12  298.46  289.81  286.78  265.26  298.82  279.79  294.49  289.77  287.51  290.81  268.46  1
1791  330.78  322.02  310.71  307.97  301.25  303.89  293.45  287.94  258.32  302.05  283.39  303.87  292.48  289.53  295.22  271.05  0
1792  336.26  320.87  305.59  309.35  305.63  302.43  294.94  291.71  264.41  302.25  287.16  298.42  294.72  286.59  302.13  255.17  0
1793  331.12  319.53  305.07  312.92  300.58  297.26  291.81  289.19  268.01  299.38  287.03  298.36  298.98  291.28  295.91  290.83  0
1794  339.00  320.81  306.86  310.56  300.62  307.51  294.71  295.65  263.32  300.81  288.25  297.03  290.86  292.99  290.27  274.30  0
1795  341.90  337.96  314.24  322.28  312.82  307.07  298.40  291.77  251.63  305.29  275.79  305.33  292.67  294.28  307.45  304.87  0
1798  337.70  321.30  311.08  304.59  307.33  308.27  295.18  294.63  260.36  301.91  288.81  306.13  297.44  294.51  304.13  272.74  0
1800  342.52  320.35  301.17  308.65  300.66  306.51  292.68  289.06  256.69  298.06  282.24  297.62  296.81  290.76  295.53  298.99  0
1801  349.30  331.14  315.52  304.60  299.01  313.59  294.42  297.20  188.83  297.93  289.64  299.33  304.86  293.04  304.12  251.61  1
1802  344.63  344.41  333.67  330.27  310.42  328.94  314.06  315.72  274.47  322.34  321.64  322.74  325.98  323.31  326.39  308.05  0
1804  335.97  326.37  314.96  312.70  308.62  308.92  296.94  296.81  271.92  304.64  285.17  310.64  301.97  282.61  298.31  306.12  0
1805  341.42  323.62  316.49  306.55  295.64  304.53  295.32  289.41  257.59  300.47  277.01  296.03  296.94  288.05  293.96  232.99  1
1806  347.99  327.79  307.63  305.49  301.30  308.91  291.79  293.04  265.00  300.02  286.81  299.32  299.79  291.02  296.65  293.53  0
1807  326.73  321.43  305.51  300.64  305.44  301.17  288.81  293.53  260.86  297.00  281.81  299.61  291.90  289.11  291.48  282.31  0
1809  343.63  330.57  322.53  323.63  315.66  318.42  294.94  302.76  279.28  304.73  297.61  309.64  312.20  306.61  326.17  316.08  0
1810  331.90  315.51  303.65  301.57  295.58  298.24  293.00  287.67  261.24  298.55  286.50  298.28  295.87  290.31  298.96  211.55  0
1811  324.40  309.71  305.25  305.90  294.93  296.28  290.08  290.70  254.79  295.49  283.03  296.79  296.31  283.44  295.31  292.48  0
1812  338.03  321.12  311.85  314.72  306.29  305.23  296.80  289.24  264.16  308.98  289.02  303.58  297.69  289.84  305.34  301.44  0
1835  351.47  296.33  296.35  298.72  298.01  301.09  292.05  295.82  261.28  300.13  283.11  296.86  292.37  288.17  282.97  260.71  0
1838  328.12  324.07  306.05  309.80  290.62  302.10  303.99  302.01  257.18  307.70  281.20  307.34  315.20  298.91  293.10  197.83  1
1840  345.28  327.59  316.73  314.48  306.62  305.54  291.28  292.92  258.92  305.06  285.16  301.99  308.97  292.01  293.43  271.61  1
1841  345.94  322.62  322.53  317.26  307.07  315.25  299.55  293.34  259.95  305.14  296.27  305.24  304.90  302.29  297.85  305.17  0
1842  334.76  330.48  309.39  303.96  299.79  303.68  295.37  289.99  253.84  300.14  279.16  304.30  301.60  293.03  291.65  253.98  0
1844  336.19  326.34  305.34  306.74  298.33  301.74  297.89  295.52  264.20  304.74  290.76  300.16  299.75  287.61  298.63  226.76  0
1845  336.47  320.91  301.36  303.67  298.99  297.18  296.34  284.27  251.97  305.59  280.03  305.44  294.42  288.47  298.12  286.12  0
1848  347.95  332.24  326.13  313.05  313.34  316.33  308.01  295.04  267.55  305.30  283.37  316.79  303.58  300.90  299.99  302.74  0
1850  340.46  328.76  317.97  312.81  310.44  310.62  297.13  301.40  259.00  306.14  298.83  307.37  306.17  300.65  321.15  304.74  0
1851  321.59  319.70  308.16  305.71  304.17  307.75  293.83  293.79  257.29  305.72  289.17  305.95  294.38  290.75  295.71  289.07  0
1855  344.69  317.87  310.62  312.22  302.25  305.94  293.44  299.74  244.65  298.82  287.95  312.29  288.33  286.49  305.23  263.52  0
1857  329.53  315.29  307.84  303.78  300.24  299.25  289.09  289.29  254.22  304.06  281.05  299.42  295.96  293.11  288.02  272.23  1
1858  315.23  311.47  298.42  298.39  299.37  294.64  290.15  286.77  254.11  298.43  283.48  299.05  289.21  282.08  291.04  234.99  1
1859  328.22  316.11  305.07  297.55  290.22  295.36  288.11  288.39  251.12  297.36  283.95  296.37  296.12  281.57  295.62  254.74  1
1860  329.83  320.38  310.95  296.37  295.25  301.90  287.24  285.55  247.74  300.47  279.87  295.78  291.71  280.84  290.32  251.18  0
1861  318.54  316.66  306.33  305.65  295.17  297.33  286.12  283.01  252.17  296.31  277.24  294.42  294.66  284.31  283.80  259.44  1
1862  330.87  318.85  310.92  303.32  304.28  301.89  289.49  292.29  258.72  301.64  280.38  301.25  295.19  287.37  290.32  200.25  0
1863  336.19  314.63  307.75  306.68  295.42  299.32  287.74  285.64  253.01  300.46  281.74  300.35  291.61  285.69  295.92  203.87  1
1864  274.26  290.72  297.79  299.24  299.16  295.41  287.73  290.20  253.52  292.60  286.59  291.85  290.96  280.50  296.85  259.08  1
1865  303.41  306.13  287.94  299.02  295.43  300.73  283.51  277.85  261.53  295.11  279.53  289.47  295.57  282.59  288.32  232.36  1
1866  264.54  284.83  293.13  291.66  295.67  296.08  292.11  287.77  255.64  297.23  279.52  289.45  286.40  286.63  295.32  268.38  1
1867  276.39  292.62  286.02  292.92  288.17  295.25  284.76  288.22  256.31  294.93  280.58  295.40  291.73  280.79  287.89  263.41  1
1868  334.24  314.87  316.48  305.10  291.16  310.88  293.32  291.82  255.45  295.09  283.50  300.25  295.15  298.05  287.07  223.98  1
1869  336.83  307.42  290.71  300.38  292.09  304.94  296.26  288.92  250.49  297.19  283.39  301.68  296.92  288.77  285.44  268.84  0
1870  331.33  316.76  320.71  314.06  296.49  310.69  293.62  298.63  256.86  300.36  290.50  304.24  295.69  286.50  297.20  314.20  0
1871  338.21  330.89  310.61  302.54  309.63  311.25  292.41  295.24  259.10  306.86  285.44  310.85  296.70  289.13  295.50  298.91  0
1874  346.16  327.84  312.92  311.07  307.31  312.35  296.09  296.80  261.59  306.16  292.56  308.45  299.83  296.99  303.00  302.58  0
1875  352.51  334.64  319.15  316.72  304.95  306.16  302.80  299.79  258.26  310.85  294.48  310.64  307.96  308.01  313.49  289.55  0
1876  340.41  326.62  318.54  306.64  301.34  296.89  301.27  285.33  258.82  304.73  280.75  303.31  297.23  294.74  304.28  295.62  0
1877  348.24  340.78  301.41  317.92  305.42  305.70  302.88  297.01  263.41  321.05  293.81  311.13  309.56  303.80  322.33  294.29  0
1879  349.06  327.00  306.61  306.10  303.98  299.01  289.39  293.22  259.96  299.31  292.56  302.68  301.02  291.12  305.19  293.24  0
1880  340.16  319.29  304.27  299.78  299.26  299.12  288.90  288.15  256.14  300.73  282.84  301.58  296.94  290.68  289.49  269.60  1
1881  318.10  316.87  304.50  297.63  292.98  297.20  286.59  291.68  252.79  298.59  278.32  292.21  295.66  287.26  291.90  260.30  0
1882  341.29  316.11  307.65  302.19  298.59  297.66  285.62  286.05  254.38  299.62  286.71  298.95  296.14  282.43  292.21  256.56  1
1883  347.93  335.59  330.91  308.77  322.04  311.27  306.69  298.59  260.77  304.46  292.18  311.05  293.61  307.18  294.64  318.69  0
1892  328.90  315.67  304.07  301.21  288.25  302.79  292.33  289.61  256.00  297.48  277.04  299.55  297.22  289.14  296.41  272.00  1
1893  330.03  325.71  304.89  303.55  302.24  301.15  294.90  291.98  262.62  297.34  278.76  304.41  298.45  287.94  299.53  276.44  0
1894  342.80  326.13  313.65  304.84  307.73  309.03  295.23  291.44  258.11  299.08  284.43  299.80  303.61  296.21  297.42  292.82  0
1895  324.22  312.14  314.94  315.73  295.62  310.72  292.03  291.35  255.38  303.04  284.39  303.18  296.28  296.19  299.77  235.26  1
1896  337.15  314.60  316.11  312.24  296.12  304.97  288.81  296.19  261.44  303.13  286.69  308.23  298.64  294.38  297.99  290.79  0
1897  348.83  335.47  315.70  315.56  302.60  305.80  298.87  293.52  261.20  306.74  283.98  302.97  310.66  299.70  298.49  295.76  0
1898  343.60  330.28  303.46  311.63  304.81  302.29  300.34  289.22  253.51  306.90  280.46  304.43  295.76  299.41  306.93  299.49  0
1899  344.14  327.99  307.51  307.83  306.82  303.70  294.17  295.35  263.72  302.76  291.40  307.05  299.58  299.72  303.40  298.38  0
1901  351.09  340.30  330.65  324.65  317.31  325.98  314.55  311.81  279.78  325.07  310.49  328.91  325.49  322.46  326.66  322.21  0
1902  351.79  337.07  330.28  324.42  321.38  318.12  308.71  307.99  276.30  321.28  310.05  327.10  332.27  319.98  328.16  315.78  0
1904  357.16  343.90  331.85  326.69  322.39  323.93  316.17  312.18  283.20  323.29  306.82  325.77  330.84  320.49  327.09  323.18  0
1905  350.59  339.99  328.10  327.43  319.96  321.32  315.64  311.40  277.43  322.37  309.11  325.53  329.93  322.95  331.33  332.68  0
1906  347.87  335.54  326.23  325.07  316.81  325.06  311.46  305.14  270.70  321.94  304.01  318.89  326.18  320.33  333.37  328.59  0
1909  349.57  333.81  326.56  312.41  307.79  310.46  303.11  304.61  264.96  310.25  292.15  311.25  309.28  313.05  334.56  304.90  0
1913  348.66  330.52  319.25  317.78  301.96  309.79  301.94  296.65  260.12  319.57  286.24  303.01  307.65  299.80  306.65  320.10  0
1914  348.88  335.76  331.45  318.41  317.35  317.82  311.94  304.73  278.30  324.34  296.39  316.30  305.91  305.10  317.05  292.91  0
1916  332.43  318.09  313.21  298.59  299.45  307.98  295.72  288.80  247.19  301.47  284.24  300.19  303.21  281.98  293.10  252.71  1
1917  330.51  325.25  312.92  303.09  300.72  296.50  292.11  293.01  259.60  306.18  284.81  307.26  300.23  290.52  291.00  225.44  0
1918  342.96  329.83  316.04  312.69  306.86  306.72  299.26  296.09  264.72  313.23  289.13  307.83  299.46  303.80  298.01  300.22  0
1919  328.56  321.34  299.54  304.80  293.08  292.88  297.45  290.16  252.59  292.09  284.36  304.26  296.34  287.22  293.39  255.90  1
1920  321.80  320.14  307.02  299.84  297.37  292.04  293.62  284.67  256.27  300.22  284.63  297.33  300.72  287.27  293.67  278.11  0
1921  339.09  322.52  309.22  304.08  299.20  295.30  290.14  286.43  254.97  303.63  279.93  296.16  296.00  292.16  296.76  222.50  1
1922  327.24  312.50  303.27  297.89  296.80  294.38  284.96  286.92  257.66  298.99  279.21  297.68  291.42  285.47  292.38  207.87  0
1924  325.65  319.26  310.14  304.38  290.77  298.00  288.52  288.84  249.32  296.02  287.75  296.78  295.62  286.97  291.55  265.59  1
1925  332.79  318.32  308.57  309.87  306.49  297.73  292.76  292.28  258.18  301.30  282.58  298.23  290.65  290.34  297.18  283.67  0
1926  331.18  331.41  313.47  313.35  305.87  312.95  292.73  296.27  195.23  290.59  293.17  297.50  302.55  296.63  304.89  282.94  1
1927  332.52  325.87  314.07  297.46  303.61  302.38  291.34  288.83  248.94  295.16  277.70  293.55  295.33  283.14  292.86  285.45  0
1928  331.14  325.23  309.84  298.53  296.02  307.01  294.16  288.62  -253.98  296.96  293.83  312.34  300.34  295.98  290.33  314.46  1
1929  341.97  320.85  310.93  296.52  295.71  296.36  295.50  286.49  252.66  303.94  279.64  300.02  298.74  285.11  287.73  306.84  0
1930  334.12  328.83  312.56  315.32  305.26  305.46  287.83  287.51  251.37  297.88  288.86  305.47  290.51  288.63  292.75  272.54  0
1931  324.53  319.98  303.25  305.24  301.14  303.69  294.51  293.84  247.45  305.58  286.57  305.29  291.88  288.50  299.07  265.08  1
1932  316.24  318.11  309.19  296.18  290.83  295.75  288.69  285.57  244.94  297.42  282.87  294.98  299.30  282.28  290.72  273.55  1
1933  335.02  321.96  302.65  295.58  292.56  300.98  289.16  288.31  255.83  295.14  280.77  299.14  295.10  290.03  299.49  252.06  0
1934  331.66  323.56  313.01  304.84  298.67  298.48  288.18  294.53  258.99  300.13  283.10  296.72  299.15  288.56  291.37  265.65  0
1935  328.79  319.36  308.29  309.13  301.05  296.45  289.80  290.24  258.42  299.03  279.57  297.08  296.47  288.03  286.72  259.35  1
1936  314.89  322.44  304.56  301.66  300.67  296.75  291.34  294.93  257.06  300.24  282.95  299.24  297.46  286.42  294.05  275.34  1
1937  337.30  315.95  303.28  299.78  299.77  301.49  288.86  288.74  247.98  298.39  288.99  300.26  294.15  288.63  293.37  263.64  0
1938  341.59  331.78  319.16  310.19  304.47  307.27  298.17  295.67  251.40  303.38  284.19  308.24  300.50  287.33  292.82  234.58  0
1939  332.89  322.72  315.46  316.54  300.71  303.91  296.33  292.03  260.43  299.89  278.38  305.17  306.26  293.00  300.89  292.38  0
1940  348.65  341.23  331.11  312.32  321.68  323.98  310.60  297.64  276.30  325.65  295.75  320.74  319.33  313.20  320.18  322.76  0
1941  336.71  327.30  316.77  308.29  304.86  305.11  298.56  296.97  256.19  305.78  283.94  307.14  305.97  294.88  310.65  292.40  0
1942  341.82  333.80  308.69  314.46  309.40  304.69  295.98  295.21  259.66  309.51  285.95  300.00  311.91  300.98  308.42  298.14  0
1943  336.64  324.84  318.99  316.32  304.79  308.60  297.22  296.01  265.17  300.90  291.07  308.83  307.43  294.60  305.05  305.46  0
1944  328.50  308.63  304.25  307.46  297.35  292.71  287.82  291.44  254.63  308.55  292.11  316.32  311.34  303.99  322.31  315.15  0
1945  343.86  317.79  315.87  307.94  307.30  306.35  296.83  296.65  190.02  305.05  289.15  300.22  303.34  297.63  297.46  304.89  1
1946  327.75  321.50  303.36  303.16  291.83  299.72  289.16  283.32  254.01  301.62  284.78  298.54  295.24  290.67  303.86  261.89  1
1947  336.61  320.03  303.00  299.56  299.37  294.25  292.85  289.46  254.14  299.25  287.67  296.70  299.53  290.97  292.82  272.38  1
1948  336.46  326.45  303.91  303.86  294.88  297.53  293.66  285.42  254.32  298.89  280.32  299.27  300.61  288.06  296.15  261.40  0
1949  334.00  322.32  308.89  301.95  294.40  301.56  293.14  293.80  251.94  303.60  283.77  298.85  299.38  295.50  291.60  275.06  0
1950  326.11  325.41  313.48  305.16  313.47  303.29  301.22  293.68  262.24  307.70  287.76  306.51  299.76  300.48  300.38  302.22  0
1951  331.87  327.16  306.56  298.28  300.53  295.39  292.03  293.11  252.95  298.31  284.61  294.46  298.93  293.27  288.20  254.43  1
1952  263.07  292.05  297.03  296.53  294.66  292.14  287.43  284.23  251.13  297.02  280.33  297.27  288.66  285.91  280.07  242.77  1
1953  268.41  290.67  288.22  296.07  296.51  295.98  286.57  284.88  254.61  295.23  277.04  291.60  288.26  283.55  283.59  238.45  1
1955  340.82  326.34  305.20  299.04  301.95  303.78  293.17  292.29  253.36  303.11  288.67  308.88  301.21  292.69  296.39  270.27  1
1957  359.52  333.04  321.52  310.15  308.05  304.11  299.31  298.40  265.03  305.86  305.15  306.67  310.33  309.10  305.76  331.03  0
1958  339.03  320.16  308.95  311.30  311.82  304.08  288.78  288.82  255.11  300.46  284.40  299.65  298.96  293.47  302.35  232.27  1
1960  352.28  320.75  310.48  311.71  302.16  300.05  301.46  294.90  261.85  303.42  287.60  296.35  300.70  297.94  301.81  273.19  0
1961  347.94  329.96  316.35  310.19  304.81  310.86  295.40  294.48  256.50  304.16  281.01  307.43  301.59  297.00  303.38  285.80  0
1962  341.51  324.90  307.42  317.81  305.80  311.03  296.83  290.98  261.76  308.99  287.74  309.29  300.59  294.46  307.68  284.95  0
1963  347.73  326.65  320.87  312.61  304.79  296.26  297.44  297.07  259.98  305.42  292.42  299.77  298.81  296.90  303.55  294.08  0
1964  343.84  312.75  312.83  300.95  302.01  290.97  293.28  286.12  252.77  300.18  284.10  299.75  296.25  288.58  302.01  271.68  1
1965  330.71  313.38  302.40  308.30  298.20  300.80  289.26  289.89  254.29  300.33  283.15  303.11  295.41  290.93  290.96  245.33  0
1966  333.73  323.02  310.02  304.15  300.55  301.15  291.79  286.12  253.20  300.98  288.03  305.69  298.75  291.38  297.02  299.67  0
1967  339.81  324.36  306.02  302.45  304.48  301.10  300.68  283.70  198.75  300.99  289.80  303.85  298.08  288.31  300.22  323.86  1
1968  303.19  295.18  297.01  300.22  291.40  290.03  290.39  284.84  255.91  298.85  282.13  294.78  290.72  284.78  283.76  224.21  1
1972  353.52  337.51  324.35  321.34  314.64  321.33  307.15  309.27  269.99  324.28  304.07  323.36  328.86  317.85  333.78  310.48  0
1974  347.88  335.52  328.90  325.53  313.30  322.41  309.56  298.59  264.90  313.32  298.02  320.82  310.69  305.33  323.70  317.17  0
1975  355.18  333.42  323.14  314.11  318.58  310.61  302.43  299.07  254.89  310.57  289.03  311.36  308.61  306.45  305.85  320.22  0
1976  348.85  332.38  328.03  321.82  314.81  306.22  299.64  300.30  165.22  321.71  296.32  319.23  318.08  305.30  296.78  311.97  1
1977  357.55  326.69  324.83  306.89  308.47  313.89  305.15  293.52  263.82  310.41  296.65  305.01  306.77  301.70  317.19  318.09  0
1980  323.99  307.85  300.19  303.84  290.81  299.37  289.17  295.79  258.72  296.04  281.07  289.49  295.84  288.34  288.09  316.18  0
1981  352.06  337.57  326.55  326.31  305.72  308.66  307.19  299.58  266.75  309.15  299.58  312.04  305.74  307.14  308.86  317.11  0
1982  333.59  316.63  309.40  301.74  300.72  301.78  291.40  290.66  252.36  306.63  289.97  301.03  296.29  284.22  291.37  228.60  1
1983  340.81  326.56  307.93  306.13  304.71  299.90  291.82  287.90  258.08  303.43  285.43  308.77  297.13  292.64  302.97  249.36  1
1984  340.57  322.46  314.81  305.99  306.05  308.08  297.97  296.05  255.27  299.24  281.87  307.68  299.71  302.97  307.31  309.54  0
1985  334.90  333.23  314.26  315.69  307.96  313.46  303.40  297.62  261.57  308.99  288.06  307.06  300.73  295.98  306.46  297.66  0
1986  339.96  328.62  309.16  305.96  303.21  308.37  296.88  292.13  260.87  306.98  287.26  308.61  302.88  291.71  296.48  296.92  0
1987  351.00  323.89  311.17  313.04  306.38  311.30  297.97  299.06  259.30  311.14  287.75  310.19  300.69  297.10  305.83  291.03  0
1988  313.64  305.03  304.38  296.24  296.07  296.74  292.95  288.70  249.47  300.85  282.54  300.90  293.31  291.12  296.63  217.76  0
1989  327.91  321.35  304.14  300.95  300.14  303.13  290.21  286.13  257.85  293.22  283.63  301.80  289.92  292.28  296.17  233.53  0
1990  332.10  312.15  301.88  301.86  291.23  299.81  290.65  286.52  248.85  295.83  283.59  301.48  291.50  288.32  300.30  259.79  1
1991  332.35  319.00  313.91  307.42  297.47  297.52  290.33  291.78  248.85  302.41  289.86  304.51  292.28  288.10  293.19  275.19  0
1992  330.37  318.88  303.22  305.67  298.70  299.78  293.06  281.72  259.02  296.04  282.74  299.01  294.78  288.85  290.68  261.75  1
1993  335.05  322.24  319.47  313.96  309.99  314.56  299.09  297.41  264.25  306.89  286.81  302.78  311.40  299.31  317.47  290.13  0
1994  340.95  323.91  302.09  302.06  299.57  297.70  292.84  291.88  255.82  296.79  279.90  296.60  293.88  296.16  290.53  284.44  0
1995  330.36  326.06  307.87  315.25  301.12  303.01  293.33  290.51  254.08  299.60  284.12  300.04  295.98  300.29  299.79  266.02  1
1996  332.32  331.87  312.15  312.81  303.81  305.62  294.96  291.19  262.30  306.40  283.84  301.51  296.41  295.18  299.60  279.64  0
1997  337.62  322.11  303.96  305.40  294.95  300.05  297.58  293.45  260.98  301.64  277.63  305.67  300.09  295.46  307.92  262.94  0
1998  341.86  324.52  316.08  303.70  299.88  305.42  293.87  284.03  251.77  303.48  280.00  301.27  297.54  291.97  290.55  295.08  0
1999  356.06  318.10  310.90  309.17  299.32  306.06  296.23  293.29  258.84  305.00  288.13  303.12  305.24  295.28  301.45  297.47  0
2000  337.37  327.08  328.40  307.32  305.82  304.83  301.35  294.32  261.92  304.29  289.11  303.76  301.30  295.93  298.76  318.82  0
2001  341.13  324.39  308.09  311.04  303.91  300.09  291.15  294.13  258.58  299.00  284.17  302.90  295.42  290.96  296.37  244.39  1
2002  335.36  325.19  309.34  307.55  302.84  304.64  294.62  291.79  257.18  303.67  288.15  300.32  299.32  295.34  302.34  286.51  0
2003  343.85  327.67  313.91  308.90  300.80  304.53  294.90  288.34  265.91  307.46  293.92  303.48  303.17  291.80  304.26  297.01  0
2004  339.29  320.57  309.55  305.44  298.99  301.37  289.96  283.24  247.59  303.07  286.88  304.52  293.21  297.73  298.62  292.64  0
2005  348.49  326.06  311.10  312.24  297.14  302.79  292.46  292.34  262.37  298.69  284.79  299.62  296.89  293.13  295.62  250.57  0
2006  344.01  319.71  313.05  298.90  305.76  296.28  298.64  291.65  256.77  294.03  285.70  302.02  299.44  291.98  291.35  279.33  0
2007  335.22  313.01  306.42  304.85  297.82  302.51  295.42  292.19  269.22  302.58  286.85  301.57  294.91  292.69  304.19  201.24  0
2008  336.04  328.92  307.02  315.15  301.61  299.99  304.20  302.00  267.94  315.77  288.65  299.62  304.28  294.97  308.49  308.59  0
2010  337.73  328.31  316.47  307.05  304.41  309.65  294.74  293.59  247.60  303.47  290.43  303.70  301.25  296.26  301.14  293.53  0
2011  344.77  316.85  305.57  313.09  303.09  304.22  290.65  288.76  249.60  301.31  283.20  299.66  301.08  295.19  304.79  211.95  0
2012  337.77  333.67  312.23  322.24  303.87  313.46  299.86  301.52  263.60  307.16  293.13  307.30  301.12  302.00  299.50  299.39  0
2013  339.91  321.95  309.08  303.94  300.60  299.68  293.34  291.61  258.42  297.60  289.05  300.12  297.26  286.98  301.05  275.32  0
2014  329.78  319.85  306.46  298.93  299.13  296.33  294.58  292.72  255.72  297.22  284.99  301.32  291.64  287.83  291.88  271.66  0
2015  331.97  325.22  310.04  316.46  303.10  303.02  297.72  293.72  257.60  302.73  282.05  301.57  299.86  295.02  301.47  242.04  0
2016  334.45  318.44  307.94  305.89  295.11  300.79  296.04  289.30  249.20  300.06  280.51  299.59  295.20  287.55  303.42  269.87  0
