0.171203  2.41783  1.46603  0.00394019  0
0.193561  2.72098  1.44257  0.00313377  0
0.220304  3.09433  1.41975  0.00388443  0
0.240474  3.35593  1.44738  0.0101053  0
0.192693  2.71697  1.44234  0.0050894  1
0.219594  3.08518  1.40983  0.00509495  1
0.247395  3.46799  1.40185  0.00677769  1
0.222425  3.14509  1.43534  0.00673405  2
0.246088  3.45924  1.40308  0.00485312  2
0.27438  3.85375  1.38376  0.00570434  2
0.298369  4.17071  1.39495  0.0102037  2
0.259418  3.67029  1.42298  0.00691458  3
0.28471  4.00299  1.4049  0.00503874  3
0.313883  4.40894  1.36661  0.00581237  3
0.339993  4.75414  1.36971  0.00955285  3
0.297723  4.2132  1.4203  0.00828595  4
0.324705  4.56667  1.38157  0.00655607  4
0.353162  4.96168  1.38571  0.00772527  4
0.379802  5.31439  1.38342  0.0108474  4
0.334045  4.72755  1.40384  0.0122169  5
0.36104  5.07804  1.38662  0.0100882  5
0.388611  5.45863  1.34027  0.0110326  5
0.418305  5.85457  1.33738  0.0142262  5
0.411377  5.82256  1.35966  0.00950447  7
0.44401  6.24463  1.31311  0.00856319  7
0.475588  6.68041  1.35185  0.00996095  7
0.506869  7.08326  1.32678  0.0150124  7
0.482269  6.83363  1.32409  0.0107794  9
0.516101  7.26494  1.31796  0.00908778  9
0.549798  7.72254  1.30459  0.00991223  9
0.586059  8.19283  1.27118  0.0147436  9
0.554835  7.86921  1.30734  0.0125947  11
0.594562  8.3723  1.29553  0.00929605  11
0.637946  8.95508  1.26733  0.0109525  11
0.680464  9.48842  1.29431  0.0248398  11
0.625921  8.88693  1.31939  0.0143186  13
0.663546  9.36052  1.26685  0.0109014  13
0.704973  9.90159  1.27484  0.0110261  13
0.749955  10.4814  1.27892  0.0202694  13
0.698133  9.92027  1.34392  0.0148981  15
0.737595  10.417  1.29742  0.0109288  15
0.779209  10.9528  1.32117  0.0119562  15
0.820357  11.4859  1.29073  0.0194744  15
0.73805  10.7583  1.31474  0.0186113  16
0.780303  11.3119  1.31686  0.0123125  16
0.82459  11.8974  1.31591  0.0142145  16
