0.171212  2.41785  1.59621  0.00373159  0
0.193568  2.72098  1.59004  0.00295862  0
0.220317  3.09433  1.58312  0.00365637  0
0.240488  3.35593  1.62347  0.00950623  0
0.192727  2.71709  1.58065  0.00526004  1
0.219677  3.08619  1.57651  0.00524323  1
0.247392  3.46772  1.58313  0.0069596  1
0.222429  3.14537  1.58201  0.00693237  2
0.246154  3.46012  1.57714  0.0049731  2
0.274513  3.85562  1.59144  0.00581301  2
0.298357  4.17083  1.59249  0.0104169  2
0.259444  3.67028  1.57467  0.0078072  3
0.284806  4.0044  1.58951  0.00565275  3
0.313989  4.41037  1.55425  0.00651832  3
0.33991  4.75276  1.59507  0.0106316  3
0.297839  4.21451  1.56835  0.00826533  4
0.324754  4.5677  1.57167  0.00648608  4
0.353091  4.9611  1.58069  0.00763722  4
0.379932  5.31693  1.61528  0.0106558  4
0.333991  4.72738  1.61487  0.0122629  5
0.361037  5.07776  1.5964  0.0101247  5
0.388682  5.46027  1.58886  0.0110095  5
0.418216  5.85448  1.60843  0.0141565  5
0.411298  5.82076  1.58411  0.00964231  7
0.443951  6.24345  1.56013  0.00864647  7
0.47551  6.67842  1.63316  0.010015  7
0.506958  7.0847  1.58746  0.0151312  7
0.482474  6.83744  1.60853  0.0107999  9
0.516248  7.26717  1.61094  0.00909117  9
0.549966  7.72464  1.60139  0.00990535  9
0.586112  8.19414  1.6112  0.0146145  9
0.554999  7.87126  1.60109  0.0126476  11
0.594735  8.37547  1.5832  0.00934049  11
0.638154  8.95713  1.59716  0.0109182  11
0.680786  9.49288  1.61448  0.0248278  11
0.626326  8.89169  1.61141  0.0144554  13
0.663599  9.3613  1.58981  0.0109318  13
0.705122  9.90425  1.61446  0.0110315  13
0.750158  10.4822  1.65018  0.020185  13
0.698233  9.9216  1.64843  0.0150841  15
0.737569  10.4156  1.66753  0.0109419  15
0.779175  10.9493  1.66672  0.0120243  15
0.820569  11.4905  1.61437  0.0196279  15
0.738283  10.7604  1.62795  0.0186519  16
0.780569  11.3163  1.63625  0.0123283  16
0.824414  11.8934  1.65817  0.0141833  16
