 ***Theta   Eprime   Sig_Born   Sig_Rad
   15.6125   2.9605  10.9990  13.9999
   15.6125   2.9695  10.9852  13.9586
   15.6125   2.9785  10.9714  13.9175
   15.6125   2.9875  10.9577  13.8767
   15.6125   2.9965  10.9441  13.8359
   15.6125   3.0055  10.9305  13.7957
   15.6125   3.0145  10.9169  13.7558
   15.6125   3.0235  10.9034  13.7161
   15.6125   3.0325  10.8900  13.6767
   15.6125   3.0415  10.8766  13.6376
   15.6125   3.0505  10.8632  13.5987
   15.6125   3.0595  10.8499  13.5600
   15.6125   3.0685  10.8367  13.5216
   15.6125   3.0775  10.8235  13.4834
   15.6125   3.0865  10.8103  13.4454
   15.6125   3.0955  10.7972  13.4078
   15.6125   3.1045  10.7841  13.3704
   15.6125   3.1135  10.7710  13.3332
   15.6125   3.1225  10.7580  13.2963
   15.6125   3.1315  10.7451  13.2600
   15.6125   3.1405  10.7321  13.2236
   15.6125   3.1495  10.7192  13.1873
   15.6125   3.1585  10.7064  13.1512
   15.6125   3.1675  10.6936  13.1154
   15.6125   3.1765  10.6808  13.0798
   15.6125   3.1855  10.6680  13.0444
   15.6125   3.1945  10.6553  13.0092
   15.6125   3.2035  10.6426  12.9743
   15.6125   3.2125  10.6299  12.9395
   15.6125   3.2215  10.6173  12.9050
   15.6125   3.2305  10.6047  12.8706
   15.6125   3.2395  10.5921  12.8364
   16.1125   2.9605   9.6946  12.1630
   16.1125   2.9695   9.6812  12.1257
   16.1125   2.9785   9.6677  12.0887
   16.1125   2.9875   9.6544  12.0519
   16.1125   2.9965   9.6411  12.0154
   16.1125   3.0055   9.6278  11.9791
   16.1125   3.0145   9.6145  11.9429
   16.1125   3.0235   9.6013  11.9070
   16.1125   3.0325   9.5881  11.8714
   16.1125   3.0415   9.5750  11.8360
   16.1125   3.0505   9.5619  11.8008
   16.1125   3.0595   9.5489  11.7659
   16.1125   3.0685   9.5358  11.7313
   16.1125   3.0775   9.5228  11.6971
   16.1125   3.0865   9.5099  11.6628
   16.1125   3.0955   9.4970  11.6286
   16.1125   3.1045   9.4841  11.5948
   16.1125   3.1135   9.4712  11.5611
   16.1125   3.1225   9.4584  11.5277
   16.1125   3.1315   9.4456  11.4944
   16.1125   3.1405   9.4328  11.4613
   16.1125   3.1495   9.4201  11.4284
   16.1125   3.1585   9.4073  11.3957
   16.1125   3.1675   9.3946  11.3632
   16.1125   3.1765   9.3820  11.3309
   16.1125   3.1855   9.3693  11.2987
   16.1125   3.1945   9.3567  11.2668
   16.1125   3.2035   9.3441  11.2350
   16.1125   3.2125   9.3315  11.2037
   16.1125   3.2215   9.3190  11.1722
   16.1125   3.2305   9.3064  11.1409
   16.1125   3.2395   9.2939  11.1101
   16.6125   2.9605   8.5604  10.5911
   16.6125   2.9695   8.5472  10.5574
   16.6125   2.9785   8.5342  10.5238
   16.6125   2.9875   8.5211  10.4904
   16.6125   2.9965   8.5081  10.4573
   16.6125   3.0055   8.4951  10.4245
   16.6125   3.0145   8.4821  10.3921
   16.6125   3.0235   8.4692  10.3596
   16.6125   3.0325   8.4563  10.3272
   16.6125   3.0415   8.4434  10.2951
   16.6125   3.0505   8.4306  10.2632
   16.6125   3.0595   8.4178  10.2314
   16.6125   3.0685   8.4050  10.1999
   16.6125   3.0775   8.3922  10.1685
   16.6125   3.0865   8.3795  10.1373
   16.6125   3.0955   8.3668  10.1063
   16.6125   3.1045   8.3541  10.0755
   16.6125   3.1135   8.3414  10.0449
   16.6125   3.1225   8.3288  10.0144
   16.6125   3.1315   8.3161   9.9841
   16.6125   3.1405   8.3035   9.9539
   16.6125   3.1495   8.2909   9.9239
   16.6125   3.1585   8.2784   9.8944
   16.6125   3.1675   8.2658   9.8647
   16.6125   3.1765   8.2533   9.8355
   16.6125   3.1855   8.2408   9.8060
   16.6125   3.1945   8.2283   9.7768
   16.6125   3.2035   8.2158   9.7475
   16.6125   3.2125   8.2033   9.7186
   16.6125   3.2215   8.1908   9.6896
   16.6125   3.2305   8.1784   9.6610
   16.6125   3.2395   8.1659   9.6326
   17.1125   2.9605   7.5704   9.2410
   17.1125   2.9695   7.5576   9.2103
   17.1125   2.9785   7.5448   9.1798
   17.1125   2.9875   7.5320   9.1494
   17.1125   2.9965   7.5193   9.1193
   17.1125   3.0055   7.5066   9.0893
   17.1125   3.0145   7.4939   9.0595
   17.1125   3.0235   7.4813   9.0299
   17.1125   3.0325   7.4686   9.0004
   17.1125   3.0415   7.4560   8.9711
   17.1125   3.0505   7.4434   8.9420
   17.1125   3.0595   7.4308   8.9130
   17.1125   3.0685   7.4183   8.8842
   17.1125   3.0775   7.4058   8.8556
   17.1125   3.0865   7.3932   8.8271
   17.1125   3.0955   7.3807   8.7990
   17.1125   3.1045   7.3682   8.7708
   17.1125   3.1135   7.3558   8.7427
   17.1125   3.1225   7.3433   8.7151
   17.1125   3.1315   7.3309   8.6872
   17.1125   3.1405   7.3184   8.6595
   17.1125   3.1495   7.3060   8.6320
   17.1125   3.1585   7.2936   8.6046
   17.1125   3.1675   7.2812   8.5773
   17.1125   3.1765   7.2688   8.5503
   17.1125   3.1855   7.2565   8.5223
   17.1125   3.1945   7.2441   8.4966
   17.1125   3.2035   7.2318   8.4698
   17.1125   3.2125   7.2194   8.4433
   17.1125   3.2215   7.2071   8.4169
   17.1125   3.2305   7.1947   8.3906
   17.1125   3.2395   7.1824   8.3644
   17.6125   2.9605   6.7032   8.0763
   17.6125   2.9695   6.6907   8.0482
   17.6125   2.9785   6.6783   8.0204
   17.6125   2.9875   6.6658   7.9926
   17.6125   2.9965   6.6534   7.9651
   17.6125   3.0055   6.6409   7.9376
   17.6125   3.0145   6.6285   7.9104
   17.6125   3.0235   6.6161   7.8832
   17.6125   3.0325   6.6038   7.8565
   17.6125   3.0415   6.5914   7.8297
   17.6125   3.0505   6.5791   7.8029
   17.6125   3.0595   6.5667   7.7766
   17.6125   3.0685   6.5544   7.7500
   17.6125   3.0775   6.5421   7.7240
   17.6125   3.0865   6.5298   7.6976
   17.6125   3.0955   6.5175   7.6715
   17.6125   3.1045   6.5053   7.6446
   17.6125   3.1135   6.4930   7.6198
   17.6125   3.1225   6.4808   7.5942
   17.6125   3.1315   6.4685   7.5687
   17.6125   3.1405   6.4563   7.5433
   17.6125   3.1495   6.4440   7.5180
   17.6125   3.1585   6.4318   7.4929
   17.6125   3.1675   6.4196   7.4679
   17.6125   3.1765   6.4074   7.4429
   17.6125   3.1855   6.3952   7.4181
   17.6125   3.1945   6.3830   7.3934
   17.6125   3.2035   6.3708   7.3691
   17.6125   3.2125   6.3586   7.3447
   17.6125   3.2215   6.3464   7.3203
   17.6125   3.2305   6.3342   7.2956
   17.6125   3.2395   6.3220   7.2717
   18.1125   2.9605   5.9413   7.0683
   18.1125   2.9695   5.9291   7.0428
   18.1125   2.9785   5.9169   7.0172
   18.1125   2.9875   5.9047   6.9917
   18.1125   2.9965   5.8926   6.9666
   18.1125   3.0055   5.8804   6.9413
   18.1125   3.0145   5.8683   6.9163
   18.1125   3.0235   5.8562   6.8912
   18.1125   3.0325   5.8441   6.8664
   18.1125   3.0415   5.8320   6.8416
   18.1125   3.0505   5.8199   6.8171
   18.1125   3.0595   5.8078   6.7927
   18.1125   3.0685   5.7957   6.7684
   18.1125   3.0775   5.7836   6.7441
   18.1125   3.0865   5.7716   6.7201
   18.1125   3.0955   5.7595   6.6961
   18.1125   3.1045   5.7475   6.6723
   18.1125   3.1135   5.7354   6.6486
   18.1125   3.1225   5.7234   6.6249
   18.1125   3.1315   5.7114   6.6014
   18.1125   3.1405   5.6993   6.5782
   18.1125   3.1495   5.6873   6.5549
   18.1125   3.1585   5.6753   6.5317
   18.1125   3.1675   5.6632   6.5082
   18.1125   3.1765   5.6512   6.4854
   18.1125   3.1855   5.6392   6.4622
   18.1125   3.1945   5.6272   6.4393
   18.1125   3.2035   5.6151   6.4166
   18.1125   3.2125   5.6031   6.3939
   18.1125   3.2215   5.5911   6.3714
   18.1125   3.2305   5.5790   6.3489
   18.1125   3.2395   5.5670   6.3265
   18.6125   2.9605   5.2698   6.1931
   18.6125   2.9695   5.2579   6.1694
   18.6125   2.9785   5.2460   6.1458
   18.6125   2.9875   5.2341   6.1223
   18.6125   2.9965   5.2222   6.0990
   18.6125   3.0055   5.2104   6.0758
   18.6125   3.0145   5.1985   6.0527
   18.6125   3.0235   5.1867   6.0297
   18.6125   3.0325   5.1748   6.0069
   18.6125   3.0415   5.1630   5.9841
   18.6125   3.0505   5.1511   5.9615
   18.6125   3.0595   5.1393   5.9389
   18.6125   3.0685   5.1275   5.9164
   18.6125   3.0775   5.1156   5.8943
   18.6125   3.0865   5.1038   5.8721
   18.6125   3.0955   5.0920   5.8499
