n   xbj   Q2   Yield   Yield_err
0.53, 0.535447, 7.62529, 9.57535e-06, 2.57666e-07
0.54, 0.545256, 7.75066, 1.57084e-05, 3.30553e-07
0.55, 0.555212, 7.87533, 2.19035e-05, 3.90942e-07
0.56, 0.565039, 8.00064, 2.73193e-05, 4.37188e-07
0.57, 0.575061, 8.12656, 3.07133e-05, 4.63972e-07
0.58, 0.585071, 8.25206, 3.35348e-05, 4.85134e-07
0.59, 0.595093, 8.37975, 3.45559e-05, 4.92626e-07
0.6, 0.60488, 8.50656, 3.35348e-05, 4.85132e-07
0.61, 0.614917, 8.64688, 3.02647e-05, 4.60507e-07
0.62, 0.624928, 8.78533, 2.77328e-05, 4.40548e-07
0.63, 0.634849, 8.92051, 2.37454e-05, 4.07218e-07
0.64, 0.644769, 9.05389, 1.97238e-05, 3.70762e-07
0.65, 0.654727, 9.18382, 1.586e-05, 3.32155e-07
