------------0.035----------
0.22  0.00374147  0.00159109  0.0138836
0.25  0.00396277  0.0016478  0.0149855
0.29  0.00455341  0.00183709  0.015283
0.33  0.00526132  0.00208185  0.017942
0.36  0.00577763  0.00222997  0.021427
0.385  0.00633051  0.0022911  0.0326678
------------0.021----------
0.22  0.00374649  0.00159109  0.0139022
0.25  0.00396828  0.0016478  0.0150063
0.29  0.00456004  0.00183709  0.0153052
0.33  0.0052692  0.00208185  0.0179689
0.36  0.0057866  0.00222997  0.0214603
0.385  0.00634134  0.0022911  0.0327238
------------0.02----------
0.22  0.00375153  0.00159109  0.0139209
0.25  0.00397381  0.0016478  0.0150272
0.29  0.00456669  0.00183709  0.0153276
0.33  0.00527711  0.00208185  0.0179958
0.36  0.00579563  0.00222997  0.0214938
0.385  0.00635224  0.0022911  0.03278
------------0.019----------
0.22  0.0037566  0.00159109  0.0139397
0.25  0.00397937  0.0016478  0.0150483
0.29  0.00457338  0.00183709  0.01535
0.33  0.00528506  0.00208185  0.018023
0.36  0.0058047  0.00222997  0.0215274
0.385  0.00636319  0.0022911  0.0328365
------------0.018----------
0.22  0.00376169  0.00159109  0.0139586
0.25  0.00398496  0.0016478  0.0150694
0.29  0.00458011  0.00183709  0.0153726
0.33  0.00529305  0.00208185  0.0180502
0.36  0.00581382  0.00222997  0.0215612
0.385  0.0063742  0.0022911  0.0328933
------------0.017----------
0.22  0.0037668  0.00159109  0.0139776
0.25  0.00399057  0.0016478  0.0150906
0.29  0.00458686  0.00183709  0.0153953
0.33  0.00530108  0.00208185  0.0180776
0.36  0.00582298  0.00222997  0.0215952
0.385  0.00638527  0.0022911  0.0329504
------------0.016----------
0.22  0.00377194  0.00159109  0.0139966
0.25  0.00399621  0.0016478  0.0151119
0.29  0.00459366  0.00183709  0.0154181
0.33  0.00530916  0.00208185  0.0181051
0.36  0.00583219  0.00222997  0.0216294
0.385  0.0063964  0.0022911  0.0330079
------------0.015----------
0.22  0.0037771  0.00159109  0.0140158
0.25  0.00400188  0.0016478  0.0151334
0.29  0.00460048  0.00183709  0.015441
0.33  0.00531727  0.00208185  0.0181328
0.36  0.00584145  0.00222997  0.0216637
0.385  0.0064076  0.0022911  0.0330656
------------0.014----------
0.22  0.00378229  0.00159109  0.014035
0.25  0.00400757  0.0016478  0.0151549
0.29  0.00460734  0.00183709  0.015464
0.33  0.00532542  0.00208185  0.0181606
0.36  0.00585075  0.00222997  0.0216982
0.385  0.00641885  0.0022911  0.0331237
------------0.013----------
0.22  0.0037875  0.00159109  0.0140544
0.25  0.00401329  0.0016478  0.0151765
0.29  0.00461423  0.00183709  0.0154871
0.33  0.00533362  0.00208185  0.0181885
0.36  0.00586011  0.00222997  0.0217329
0.385  0.00643017  0.0022911  0.0331821
------------0.012----------
0.22  0.00379274  0.00159109  0.0140738
0.25  0.00401904  0.0016478  0.0151983
0.29  0.00462115  0.00183709  0.0155104
0.33  0.00534185  0.00208185  0.0182166
0.36  0.00586951  0.00222997  0.0217678
0.385  0.00644154  0.0022911  0.0332408
------------0.011----------
0.22  0.003798  0.00159109  0.0140933
0.25  0.00402482  0.0016478  0.0152201
0.29  0.00462811  0.00183709  0.0155337
0.33  0.00535013  0.00208185  0.0182449
0.36  0.00587896  0.00222997  0.0218028
0.385  0.00645299  0.0022911  0.0332999
------------0.01----------
0.22  0.00380329  0.00159109  0.014113
0.25  0.00403063  0.0016478  0.0152421
0.29  0.00463511  0.00183709  0.0155572
0.33  0.00535845  0.00208185  0.0182732
0.36  0.00588846  0.00222997  0.0218381
0.385  0.00646449  0.0022911  0.0333593
------------0.009----------
0.22  0.0038086  0.00159109  0.0141327
0.25  0.00403646  0.0016478  0.0152641
0.29  0.00464214  0.00183709  0.0155808
0.33  0.00536681  0.00208185  0.0183017
0.36  0.00589801  0.00222997  0.0218735
0.385  0.00647606  0.0022911  0.033419
------------0.008----------
0.22  0.00381393  0.00159109  0.0141525
0.25  0.00404232  0.0016478  0.0152863
0.29  0.00464921  0.00183709  0.0156045
0.33  0.00537522  0.00208185  0.0183304
0.36  0.00590761  0.00222997  0.0219091
0.385  0.00648769  0.0022911  0.033479
------------0.007----------
0.22  0.0038193  0.00159109  0.0141724
0.25  0.00404822  0.0016478  0.0153086
0.29  0.00465631  0.00183709  0.0156283
0.33  0.00538367  0.00208185  0.0183592
0.36  0.00591726  0.00222997  0.0219449
0.385  0.00649939  0.0022911  0.0335394
------------0.006----------
0.22  0.00382468  0.00159109  0.0141924
0.25  0.00405414  0.0016478  0.015331
0.29  0.00466344  0.00183709  0.0156523
0.33  0.00539216  0.00208185  0.0183882
0.36  0.00592696  0.00222997  0.0219809
0.385  0.00651116  0.0022911  0.0336001
------------0.005----------
0.22  0.0038301  0.00159109  0.0142124
0.25  0.00406009  0.0016478  0.0153535
0.29  0.00467062  0.00183709  0.0156764
0.33  0.0054007  0.00208185  0.0184173
0.36  0.00593672  0.00222997  0.022017
0.385  0.00652299  0.0022911  0.0336611
------------0.004----------
0.22  0.00383554  0.00159109  0.0142326
0.25  0.00406606  0.0016478  0.0153761
0.29  0.00467783  0.00183709  0.0157006
0.33  0.00540928  0.00208185  0.0184465
0.36  0.00594652  0.00222997  0.0220534
0.385  0.00653489  0.0022911  0.0337225
------------0.003----------
0.22  0.003841  0.00159109  0.0142529
0.25  0.00407207  0.0016478  0.0153988
0.29  0.00468508  0.00183709  0.0157249
0.33  0.0054179  0.00208185  0.018476
0.36  0.00595638  0.00222997  0.0220899
0.385  0.00654685  0.0022911  0.0337843
------------0.002----------
0.22  0.0038465  0.00159109  0.0142733
0.25  0.00407811  0.0016478  0.0154217
0.29  0.00469236  0.00183709  0.0157493
0.33  0.00542657  0.00208185  0.0185055
0.36  0.00596629  0.00222997  0.0221267
0.385  0.00655888  0.0022911  0.0338464
------------0.001----------
0.22  0.00385202  0.00159109  0.0142938
0.25  0.00408418  0.0016478  0.0154446
0.29  0.00469968  0.00183709  0.0157739
0.33  0.00543528  0.00208185  0.0185352
0.36  0.00597625  0.00222997  0.0221636
0.385  0.00657099  0.0022911  0.0339088
-----------0----------
0.22  0.00385757  0.00159109  0.0143144
0.25  0.00409028  0.0016478  0.0154677
0.29  0.00470704  0.00183709  0.0157986
0.33  0.00544404  0.00208185  0.0185651
0.36  0.00598627  0.00222997  0.0222008
0.385  0.00658316  0.0022911  0.0339716
-----------0.001----------
0.22  0.00386314  0.00159109  0.0143351
0.25  0.00409641  0.0016478  0.0154908
0.29  0.00471444  0.00183709  0.0158234
0.33  0.00545285  0.00208185  0.0185951
0.36  0.00599633  0.00222997  0.0222381
0.385  0.0065954  0.0022911  0.0340348
-----------0.002----------
0.22  0.00386874  0.00159109  0.0143558
0.25  0.00410257  0.0016478  0.0155141
0.29  0.00472187  0.00183709  0.0158484
0.33  0.0054617  0.00208185  0.0186253
0.36  0.00600646  0.00222997  0.0222757
0.385  0.00660771  0.0022911  0.0340983
-----------0.003----------
0.22  0.00387437  0.00159109  0.0143767
0.25  0.00410876  0.0016478  0.0155375
0.29  0.00472934  0.00183709  0.0158735
0.33  0.0054706  0.00208185  0.0186557
0.36  0.00601664  0.00222997  0.0223134
0.385  0.00662009  0.0022911  0.0341622
-----------0.004----------
0.22  0.00388003  0.00159109  0.0143977
0.25  0.00411498  0.0016478  0.0155611
0.29  0.00473686  0.00183709  0.0158987
0.33  0.00547955  0.00208185  0.0186862
0.36  0.00602687  0.00222997  0.0223514
0.385  0.00663254  0.0022911  0.0342264
-----------0.005----------
0.22  0.00388571  0.00159109  0.0144188
0.25  0.00412123  0.0016478  0.0155847
0.29  0.00474441  0.00183709  0.015924
0.33  0.00548854  0.00208185  0.0187169
0.36  0.00603716  0.00222997  0.0223895
0.385  0.00664506  0.0022911  0.0342911
-----------0.006----------
0.22  0.00389142  0.00159109  0.01444
0.25  0.00412752  0.0016478  0.0156085
0.29  0.004752  0.00183709  0.0159495
0.33  0.00549758  0.00208185  0.0187477
0.36  0.0060475  0.00222997  0.0224279
0.385  0.00665766  0.0022911  0.0343561
-----------0.007----------
0.22  0.00389717  0.00159109  0.0144613
0.25  0.00413384  0.0016478  0.0156324
0.29  0.00475963  0.00183709  0.0159751
0.33  0.00550667  0.00208185  0.0187787
0.36  0.0060579  0.00222997  0.0224665
0.385  0.00667033  0.0022911  0.0344215
-----------0.008----------
0.22  0.00390294  0.00159109  0.0144827
0.25  0.00414019  0.0016478  0.0156564
0.29  0.0047673  0.00183709  0.0160009
0.33  0.00551581  0.00208185  0.0188098
0.36  0.00606836  0.00222997  0.0225052
0.385  0.00668308  0.0022911  0.0344872
-----------0.009----------
0.22  0.00390873  0.00159109  0.0145042
0.25  0.00414657  0.0016478  0.0156805
0.29  0.00477501  0.00183709  0.0160267
0.33  0.005525  0.00208185  0.0188412
0.36  0.00607888  0.00222997  0.0225442
0.385  0.0066959  0.0022911  0.0345534
-----------0.01----------
0.22  0.00391456  0.00159109  0.0145259
0.25  0.00415298  0.0016478  0.0157048
0.29  0.00478276  0.00183709  0.0160528
0.33  0.00553423  0.00208185  0.0188727
0.36  0.00608945  0.00222997  0.0225835
0.385  0.00670879  0.0022911  0.0346199
-----------0.011----------
0.22  0.00392042  0.00159109  0.0145476
0.25  0.00415943  0.0016478  0.0157292
0.29  0.00479055  0.00183709  0.0160789
0.33  0.00554352  0.00208185  0.0189043
0.36  0.00610008  0.00222997  0.0226229
0.385  0.00672176  0.0022911  0.0346869
-----------0.012----------
0.22  0.00392631  0.00159109  0.0145694
0.25  0.00416591  0.0016478  0.0157537
0.29  0.00479838  0.00183709  0.0161052
0.33  0.00555285  0.00208185  0.0189362
0.36  0.00611077  0.00222997  0.0226625
0.385  0.00673481  0.0022911  0.0347542
-----------0.013----------
0.22  0.00393222  0.00159109  0.0145914
0.25  0.00417242  0.0016478  0.0157783
0.29  0.00480626  0.00183709  0.0161316
0.33  0.00556224  0.00208185  0.0189682
0.36  0.00612152  0.00222997  0.0227024
0.385  0.00674794  0.0022911  0.0348219
-----------0.014----------
0.22  0.00393817  0.00159109  0.0146135
0.25  0.00417897  0.0016478  0.0158031
0.29  0.00481418  0.00183709  0.0161582
0.33  0.00557168  0.00208185  0.0190004
0.36  0.00613233  0.00222997  0.0227425
0.385  0.00676114  0.0022911  0.0348901
-----------0.015----------
0.22  0.00394414  0.00159109  0.0146356
0.25  0.00418555  0.0016478  0.015828
0.29  0.00482214  0.00183709  0.0161849
0.33  0.00558116  0.00208185  0.0190327
0.36  0.0061432  0.00222997  0.0227828
0.385  0.00677442  0.0022911  0.0349586
-----------0.016----------
0.22  0.00395015  0.00159109  0.0146579
0.25  0.00419217  0.0016478  0.015853
0.29  0.00483014  0.00183709  0.0162118
0.33  0.0055907  0.00208185  0.0190653
0.36  0.00615413  0.00222997  0.0228233
0.385  0.00678778  0.0022911  0.0350276
-----------0.017----------
0.22  0.00395619  0.00159109  0.0146803
0.25  0.00419882  0.0016478  0.0158781
0.29  0.00483818  0.00183709  0.0162388
0.33  0.0056003  0.00208185  0.019098
0.36  0.00616513  0.00222997  0.0228641
0.385  0.00680122  0.0022911  0.0350969
-----------0.018----------
0.22  0.00396226  0.00159109  0.0147028
0.25  0.0042055  0.0016478  0.0159034
0.29  0.00484627  0.00183709  0.0162659
0.33  0.00560994  0.00208185  0.0191309
0.36  0.00617618  0.00222997  0.0229051
0.385  0.00681474  0.0022911  0.0351667
-----------0.019----------
0.22  0.00396835  0.00159109  0.0147255
0.25  0.00421222  0.0016478  0.0159288
0.29  0.0048544  0.00183709  0.0162932
0.33  0.00561964  0.00208185  0.0191639
0.36  0.0061873  0.00222997  0.0229463
0.385  0.00682835  0.0022911  0.0352369
-----------0.02----------
0.22  0.00397448  0.00159109  0.0147482
0.25  0.00421898  0.0016478  0.0159544
0.29  0.00486258  0.00183709  0.0163207
0.33  0.00562939  0.00208185  0.0191972
0.36  0.00619847  0.00222997  0.0229878
0.385  0.00684203  0.0022911  0.0353075
-----------0.021----------
0.22  0.00398065  0.00159109  0.0147711
0.25  0.00422577  0.0016478  0.01598
0.29  0.0048708  0.00183709  0.0163483
0.33  0.0056392  0.00208185  0.0192306
0.36  0.00620972  0.00222997  0.0230295
0.385  0.0068558  0.0022911  0.0353786
-----------0.022----------
0.22  0.00398684  0.00159109  0.0147941
0.25  0.0042326  0.0016478  0.0160058
0.29  0.00487906  0.00183709  0.016376
0.33  0.00564906  0.00208185  0.0192642
0.36  0.00622102  0.00222997  0.0230714
0.385  0.00686966  0.0022911  0.0354501
-----------0.023----------
0.22  0.00399307  0.00159109  0.0148172
0.25  0.00423946  0.0016478  0.0160318
0.29  0.00488737  0.00183709  0.0164039
0.33  0.00565897  0.00208185  0.0192981
0.36  0.00623239  0.00222997  0.0231136
0.385  0.00688359  0.0022911  0.035522
-----------0.024----------
0.22  0.00399932  0.00159109  0.0148404
0.25  0.00424636  0.0016478  0.0160579
0.29  0.00489573  0.00183709  0.0164319
0.33  0.00566894  0.00208185  0.0193321
0.36  0.00624383  0.00222997  0.023156
0.385  0.00689762  0.0022911  0.0355944
-----------0.025----------
0.22  0.00400561  0.00159109  0.0148637
0.25  0.00425329  0.0016478  0.0160841
0.29  0.00490413  0.00183709  0.0164601
0.33  0.00567897  0.00208185  0.0193662
0.36  0.00625533  0.00222997  0.0231987
0.385  0.00691173  0.0022911  0.0356672
-----------0.026----------
0.22  0.00401194  0.00159109  0.0148872
0.25  0.00426027  0.0016478  0.0161105
0.29  0.00491258  0.00183709  0.0164885
0.33  0.00568905  0.00208185  0.0194006
0.36  0.0062669  0.00222997  0.0232416
0.385  0.00692592  0.0022911  0.0357404
-----------0.027----------
0.22  0.00401829  0.00159109  0.0149108
0.25  0.00426728  0.0016478  0.016137
0.29  0.00492107  0.00183709  0.016517
0.33  0.00569919  0.00208185  0.0194352
0.36  0.00627854  0.00222997  0.0232847
0.385  0.00694021  0.0022911  0.0358141
-----------0.028----------
0.22  0.00402468  0.00159109  0.0149345
0.25  0.00427433  0.0016478  0.0161637
0.29  0.00492961  0.00183709  0.0165457
0.33  0.00570938  0.00208185  0.01947
0.36  0.00629024  0.00222997  0.0233281
0.385  0.00695458  0.0022911  0.0358883
-----------0.029----------
0.22  0.00403111  0.00159109  0.0149583
0.25  0.00428141  0.0016478  0.0161904
0.29  0.0049382  0.00183709  0.0165745
0.33  0.00571964  0.00208185  0.0195049
0.36  0.00630201  0.00222997  0.0233718
0.385  0.00696904  0.0022911  0.0359629
-----------0.03----------
0.22  0.00403756  0.00159109  0.0149823
0.25  0.00428854  0.0016478  0.0162174
0.29  0.00494684  0.00183709  0.0166035
0.33  0.00572995  0.00208185  0.0195401
0.36  0.00631385  0.00222997  0.0234157
0.385  0.00698359  0.0022911  0.036038
-----------0.031----------
0.22  0.00404406  0.00159109  0.0150064
0.25  0.0042957  0.0016478  0.0162445
0.29  0.00495552  0.00183709  0.0166326
0.33  0.00574032  0.00208185  0.0195755
0.36  0.00632575  0.00222997  0.0234598
0.385  0.00699824  0.0022911  0.0361136
-----------0.032----------
0.22  0.00405058  0.00159109  0.0150306
0.25  0.0043029  0.0016478  0.0162717
0.29  0.00496425  0.00183709  0.0166619
0.33  0.00575075  0.00208185  0.019611
0.36  0.00633773  0.00222997  0.0235042
0.385  0.00701297  0.0022911  0.0361896
-----------0.033----------
0.22  0.00405714  0.00159109  0.0150549
0.25  0.00431014  0.0016478  0.0162991
0.29  0.00497304  0.00183709  0.0166914
0.33  0.00576124  0.00208185  0.0196468
0.36  0.00634978  0.00222997  0.0235489
0.385  0.0070278  0.0022911  0.0362662
-----------0.034----------
0.22  0.00406374  0.00159109  0.0150794
0.25  0.00431742  0.0016478  0.0163266
0.29  0.00498187  0.00183709  0.016721
0.33  0.00577179  0.00208185  0.0196828
0.36  0.0063619  0.00222997  0.0235939
0.385  0.00704272  0.0022911  0.0363432
-----------0.035----------
0.22  0.00407037  0.00159109  0.015104
0.25  0.00432474  0.0016478  0.0163543
0.29  0.00499075  0.00183709  0.0167509
0.33  0.0057824  0.00208185  0.019719
0.36  0.00637409  0.00222997  0.0236391
0.385  0.00705774  0.0022911  0.0364206
