-------- -0.035-------
0.25  0.0205329  0.00350949  0.0354719
0.29  0.0223379  0.003824  0.0353851
0.33  0.0250756  0.00429439  0.0373177
-------- -0.034-------
0.25  0.0205227  0.00350949  0.0354543
0.29  0.0223302  0.003824  0.035373
0.33  0.0250733  0.00429439  0.0373142
-------- -0.033-------
0.25  0.0205129  0.00350949  0.0354373
0.29  0.0223229  0.003824  0.0353614
0.33  0.0250713  0.00429439  0.0373113
-------- -0.032-------
0.25  0.0205033  0.00350949  0.0354208
0.29  0.022316  0.003824  0.0353504
0.33  0.0250698  0.00429439  0.0373089
-------- -0.031-------
0.25  0.0204941  0.00350949  0.0354049
0.29  0.0223093  0.003824  0.0353399
0.33  0.0250686  0.00429439  0.0373072
-------- -0.03-------
0.25  0.0204852  0.00350949  0.0353895
0.29  0.0223031  0.003824  0.03533
0.33  0.0250678  0.00429439  0.037306
-------- -0.029-------
0.25  0.0204766  0.00350949  0.0353747
0.29  0.0222972  0.003824  0.0353206
0.33  0.0250674  0.00429439  0.0373054
-------- -0.028-------
0.25  0.0204684  0.00350949  0.0353604
0.29  0.0222916  0.003824  0.0353118
0.33  0.0250674  0.00429439  0.0373054
-------- -0.027-------
0.25  0.0204604  0.00350949  0.0353467
0.29  0.0222864  0.003824  0.0353035
0.33  0.0250677  0.00429439  0.037306
-------- -0.026-------
0.25  0.0204528  0.00350949  0.0353335
0.29  0.0222815  0.003824  0.0352957
0.33  0.0250685  0.00429439  0.0373071
-------- -0.025-------
0.25  0.0204455  0.00350949  0.0353209
0.29  0.0222769  0.003824  0.0352886
0.33  0.0250697  0.00429439  0.0373088
-------- -0.024-------
0.25  0.0204385  0.00350949  0.0353088
0.29  0.0222727  0.003824  0.0352819
0.33  0.0250712  0.00429439  0.0373112
-------- -0.023-------
0.25  0.0204319  0.00350949  0.0352973
0.29  0.0222689  0.003824  0.0352758
0.33  0.0250732  0.00429439  0.0373141
-------- -0.022-------
0.25  0.0204255  0.00350949  0.0352864
0.29  0.0222654  0.003824  0.0352703
0.33  0.0250755  0.00429439  0.0373176
-------- -0.021-------
0.25  0.0204195  0.00350949  0.035276
0.29  0.0222623  0.003824  0.0352653
0.33  0.0250783  0.00429439  0.0373217
-------- -0.02-------
0.25  0.0204138  0.00350949  0.0352661
0.29  0.0222595  0.003824  0.0352609
0.33  0.0250815  0.00429439  0.0373263
-------- -0.019-------
0.25  0.0204084  0.00350949  0.0352568
0.29  0.022257  0.003824  0.035257
0.33  0.025085  0.00429439  0.0373316
-------- -0.018-------
0.25  0.0204034  0.00350949  0.0352481
0.29  0.0222549  0.003824  0.0352537
0.33  0.025089  0.00429439  0.0373375
-------- -0.017-------
0.25  0.0203986  0.00350949  0.0352399
0.29  0.0222532  0.003824  0.035251
0.33  0.0250933  0.00429439  0.037344
-------- -0.016-------
0.25  0.0203942  0.00350949  0.0352323
0.29  0.0222518  0.003824  0.0352488
0.33  0.0250981  0.00429439  0.0373511
-------- -0.015-------
0.25  0.0203901  0.00350949  0.0352252
0.29  0.0222508  0.003824  0.0352471
0.33  0.0251033  0.00429439  0.0373588
-------- -0.014-------
0.25  0.0203864  0.00350949  0.0352187
0.29  0.0222501  0.003824  0.0352461
