   0.17121   2.41785   1.00026   1.07773   1.07745
   0.19273   2.71709   1.00006   1.06218   1.06211
   0.19357   2.72098   0.99900   0.91791   0.91883
   0.21968   3.08619   0.99973   0.99144   0.99171
   0.22032   3.09433   0.99953   0.97142   0.97188
   0.22243   3.14537   1.00024   1.04448   1.04423
   0.24049   3.35593   1.00003   1.01001   1.00998
   0.24615   3.46012   1.00042   1.05032   1.04988
   0.24739   3.46772   0.99847   0.89193   0.89330
   0.25944   3.67028   0.99933   0.94834   0.94897
   0.27451   3.85562   1.00157   1.17522   1.17338
   0.28481   4.00440   1.00048   1.05923   1.05872
   0.29784   4.21451   0.99977   0.98320   0.98343
   0.29836   4.17083   0.99818   0.81421   0.81569
   0.31399   4.41037   1.00101   1.14671   1.14555
   0.32475   4.56770   1.00031   1.04863   1.04831
   0.33399   4.72738   1.00016   1.03296   1.03280
   0.33991   4.75276   0.99886   0.84191   0.84287
   0.35309   4.96110   1.00027   1.04950   1.04921
   0.36104   5.07776   0.99994   0.99341   0.99347
   0.37993   5.31693   0.99961   0.95514   0.95551
   0.38868   5.46027   0.99979   0.97079   0.97099
   0.41130   5.82076   1.00121   1.17365   1.17223
   0.41822   5.85448   0.99997   1.00951   1.00954
   0.44395   6.24345   0.99916   0.92726   0.92804
   0.47551   6.67842   1.00020   1.01445   1.01425
   0.48247   6.83744   1.00033   1.03137   1.03102
   0.50696   7.08470   0.99930   0.98451   0.98520
   0.51625   7.26717   0.99948   0.98466   0.98517
   0.54997   7.72464   0.99987   1.00015   1.00028
   0.55500   7.87126   1.00023   1.01209   1.01186
   0.58611   8.19414   0.99967   1.00246   1.00279
   0.59474   8.37547   0.99970   1.00082   1.00112
   0.62633   8.89169   1.00080   1.00456   1.00376
   0.63815   8.95713   0.99919   1.01084   1.01165
   0.66360   9.36130   1.00053   0.99313   0.99260
   0.68079   9.49288   0.99756   1.04474   1.04729
   0.69823   9.92160   1.00113   0.98464   0.98353
   0.70512   9.90425   0.99854   1.02241   1.02390
   0.73757  10.41560   1.00062   0.99258   0.99197
   0.73828  10.76040   1.00240   0.97679   0.97445
   0.75016  10.48220   0.99336   1.06744   1.07458
   0.77917  10.94930   0.99888   1.00752   1.00865
   0.78057  11.31630   0.99994   1.00007   1.00013
   0.82057  11.49050   0.99132   1.04863   1.05782
   0.82441  11.89340   0.99128   1.04735   1.05656
