   0.17120   2.41783   0.99952   1.07693   1.07745
   0.19269   2.71697   0.99985   1.06195   1.06211
   0.19356   2.72098   1.00153   0.92023   0.91883
   0.21959   3.08518   1.00040   0.99211   0.99171
   0.22030   3.09433   1.00070   0.97256   0.97188
   0.22243   3.14509   0.99964   1.04384   1.04422
   0.24047   3.35593   0.99999   1.00997   1.00998
   0.24609   3.45924   0.99936   1.04918   1.04985
   0.24740   3.46799   1.00268   0.89567   0.89328
   0.25942   3.67029   1.00115   0.95006   0.94897
   0.27438   3.85375   0.99682   1.16946   1.17318
   0.28471   4.00299   0.99904   1.05765   1.05867
   0.29772   4.21320   1.00066   0.98409   0.98344
   0.29837   4.17071   1.00482   0.81964   0.81570
   0.31388   4.40894   0.99663   1.14156   1.14543
   0.32471   4.56667   0.99898   1.04722   1.04828
   0.33404   4.72755   0.99962   1.03241   1.03280
   0.33999   4.75414   1.00521   0.84714   0.84275
   0.35316   4.96168   0.99862   1.04778   1.04923
   0.36104   5.07804   1.00040   0.99387   0.99347
   0.37980   5.31439   1.00259   0.95804   0.95557
   0.38861   5.45863   1.00138   0.97236   0.97102
   0.41138   5.82256   0.99261   1.16376   1.17242
   0.41830   5.85457   1.00004   1.00958   1.00954
   0.44401   6.24463   1.00448   0.93215   0.92799
   0.47559   6.68041   0.99907   1.01332   1.01427
   0.48227   6.83363   0.99839   1.02929   1.03095
   0.50687   7.08326   1.00292   0.98810   0.98522
   0.51610   7.26494   1.00215   0.98732   0.98520
   0.54980   7.72254   1.00063   1.00091   1.00028
   0.55483   7.86921   0.99912   1.01095   1.01184
   0.58606   8.19283   1.00192   1.00472   1.00280
   0.59456   8.37230   1.00175   1.00289   1.00114
   0.62592   8.88693   0.99542   0.99907   1.00366
   0.63795   8.95508   1.00434   1.01607   1.01168
   0.66355   9.36052   0.99745   0.99006   0.99259
   0.68046   9.48842   1.00628   1.05396   1.04738
   0.69813   9.92027   0.99691   0.98048   0.98351
   0.70497   9.90159   1.00128   1.02523   1.02392
   0.73760  10.41700   0.99930   0.99128   0.99198
   0.73805  10.75830   0.99862   0.97308   0.97442
   0.74996  10.48140   0.99875   1.07325   1.07459
   0.77921  10.95280   0.99895   1.00759   1.00865
   0.78030  11.31190   0.99942   0.99954   1.00012
   0.82036  11.48590   0.99266   1.05007   1.05783
   0.82459  11.89740   0.99262   1.04874   1.05654
