  0.153   0.1805     2.41783     0.17    0.171203    0
  0.168    0.206     2.71697     0.19    0.192693    1
 0.1805    0.208     2.72098     0.19    0.193561    0
  0.206    0.235     3.08518     0.22    0.219594    1
  0.208   0.2355     3.09433     0.22    0.220304    0
  0.203    0.232     3.14509     0.22    0.222425    2
 0.2355    0.263     3.35593     0.25    0.240474    0
  0.232    0.261     3.45924     0.25    0.246088    2
  0.235    0.283     3.46799     0.25    0.247395    1
  0.237     0.27     3.67029     0.25    0.259418    3
  0.261     0.29     3.85375     0.29     0.27438    2
   0.27      0.3     4.00299     0.29     0.28471    3
  0.273     0.31      4.2132     0.29    0.297723    4
   0.29    0.329     4.17071     0.29    0.298369    2
    0.3     0.33     4.40894     0.33    0.313883    3
   0.31     0.34     4.56667     0.33    0.324705    4
  0.307    0.347     4.72755     0.33    0.334045    5
   0.33     0.37     4.75414     0.33    0.339993    3
   0.34    0.368     4.96168     0.36    0.353162    4
  0.347    0.375     5.07804     0.36     0.36104    5
  0.368    0.418     5.31439    0.385    0.379802    4
  0.375    0.404     5.45863    0.385    0.388611    5
  0.378    0.428     5.82256     0.43    0.411377    7
  0.404    0.454     5.85457     0.43    0.418305    5
  0.428   0.4605     6.24463     0.43     0.44401    7
 0.4605    0.493     6.68041     0.48    0.475588    7
  0.449    0.499     6.83363     0.48    0.482269    9
  0.493    0.543     7.08326     0.51    0.506869    7
  0.499    0.533     7.26494     0.51    0.516101    9
  0.533     0.57     7.72254     0.55    0.549798    9
  0.522    0.572     7.86921     0.55    0.554835   11
   0.57     0.62     8.19283     0.59    0.586059    9
  0.572    0.617      8.3723     0.59    0.594562   11
  0.593    0.643     8.88693     0.63    0.625921   13
  0.617    0.667     8.95508     0.63    0.637946   11
  0.643    0.683     9.36052     0.67    0.663546   13
  0.667    0.717     9.48842     0.67    0.680464   11
  0.665    0.715     9.92027      0.7    0.698133   15
  0.683    0.733     9.90159      0.7    0.704973   13
  0.715    0.759      10.417     0.74    0.737595   15
  0.705    0.755     10.7583     0.74     0.73805   16
  0.733    0.783     10.4814     0.74    0.749955   13
  0.759    0.804     10.9528     0.78    0.779209   15
  0.755    0.804     11.3119     0.78    0.780303   16
  0.804    0.854     11.4859     0.82    0.820357   15
  0.804    0.854     11.8974     0.82     0.82459   16
