0.171197  1
0.192692  0.998703
0.193554  0.99829
0.21959  1.00018
0.2203  0.999866
0.222425  0.998924
0.240473  1.00394
0.24608  1.00161
0.247395  1.00106
0.259413  0.996232
0.274373  1.00577
0.284713  1.00192
0.297721  0.997265
0.298364  0.997042
0.313878  1.00527
0.324696  1.00171
0.334035  0.99872
0.339988  0.996861
0.353158  1.00205
0.361032  0.999693
0.379806  1.00149
0.38861  0.998971
0.411373  1.00522
0.418293  1.00328
0.444011  0.996079
0.475579  1.00128
0.482261  0.999342
0.506854  1.00094
0.516103  0.998166
0.549796  1.00006
0.554837  0.998504
0.586056  1.00121
0.594564  0.998605
0.625924  1.00117
0.637949  0.997755
0.663555  1.0016
0.68046  0.99752
0.698121  1.00038
0.704961  0.999029
0.737599  1.00031
0.738053  1.00026
0.749933  0.998828
0.779211  1.00004
0.780286  1
0.820353  1.00001
0.824597  1.00024
