0.171211  1
0.192727  1.00048
0.193565  1.00063
0.219677  0.999947
0.220321  1.00005
0.222423  1.00036
0.240482  0.998739
0.246146  0.999493
0.247394  0.99966
0.259442  1.00117
0.274508  0.998419
0.284809  0.999487
0.297837  1.00071
0.298354  1.00077
0.313983  0.998834
0.324753  0.999632
0.33399  1.00025
0.339914  1.00064
0.353092  0.999633
0.361039  1.00005
0.379922  0.999793
0.388679  1.00014
0.411296  0.999406
0.418218  0.999645
0.443946  1.00039
0.475501  0.999858
0.482464  1.00005
0.506946  0.999895
0.516246  1.00022
0.54995  0.999987
0.554987  1.00021
0.586115  0.999756
0.594726  1.00029
0.626316  0.999635
0.638152  1.00068
0.663583  0.999296
0.680774  1.0012
0.698229  0.999669
0.705121  1.00066
0.737557  0.999458
0.738271  0.999297
0.750156  1.0021
0.779155  0.999686
0.780578  0.999752
0.820552  1.00032
0.824405  1.00207
