0.171197  1
0.192692  0.999176
0.193554  0.998918
0.21959  1.00012
0.2203  0.999909
0.222425  0.999287
0.240473  1.00267
0.24608  1.00109
0.247395  1.00072
0.259413  0.997391
0.274373  1.00416
0.284713  1.00139
0.297721  0.997966
0.298364  0.997815
0.313878  1.00409
0.324696  1.00133
0.334035  0.998972
0.339988  0.997503
0.353158  1.00169
0.361032  0.999738
0.379806  1.00128
0.38861  0.999108
0.411373  1.00463
0.418293  1.00292
0.444011  0.996471
0.475579  1.00114
0.482261  0.999383
0.506854  1.00083
0.516103  0.998378
0.549796  1.00004
0.554837  0.998703
0.586056  1.00097
0.594564  0.998883
0.625924  1.00077
0.637949  0.998415
0.663555  1.00089
0.68046  0.998684
0.698121  1.00004
0.704961  0.999669
0.737599  0.99978
0.738053  0.999517
0.749933  1.00088
0.779211  0.99974
0.780286  0.999661
0.820353  1.00022
0.824597  1.00243
