n   xbj   Q2   Yield   Yield_err
0.39, 0.395554, 5.62424, 7.43428e-05, 1.31903e-06
0.4, 0.405319, 5.7481, 0.000116368, 1.65592e-06
0.41, 0.415257, 5.87353, 0.00015428, 1.91257e-06
0.42, 0.425091, 5.99742, 0.00018262, 2.08559e-06
0.43, 0.435013, 6.12458, 0.000196421, 2.16533e-06
0.44, 0.444907, 6.25684, 0.000195428, 2.15974e-06
0.45, 0.454899, 6.396, 0.000182274, 2.08352e-06
0.46, 0.464894, 6.53527, 0.000165052, 1.97993e-06
0.47, 0.474936, 6.67521, 0.000144825, 1.85158e-06
0.48, 0.484895, 6.81118, 0.000129059, 1.74566e-06
