n   xbj   Q2   Yield   Yield_err
0.46, 0.465551, 6.62348, 1.80241e-05, 3.88695e-07
0.47, 0.475297, 6.74718, 3.0464e-05, 5.0784e-07
0.48, 0.485204, 6.87317, 3.90795e-05, 5.77153e-07
0.49, 0.495151, 6.99863, 4.81825e-05, 6.43191e-07
0.5, 0.505105, 7.12475, 5.32622e-05, 6.77584e-07
0.51, 0.515002, 7.25004, 5.84665e-05, 7.11327e-07
0.52, 0.525004, 7.382, 5.64013e-05, 6.98096e-07
0.53, 0.534885, 7.52001, 5.19161e-05, 6.68605e-07
0.54, 0.544875, 7.65949, 4.65219e-05, 6.31595e-07
0.55, 0.554897, 7.79591, 4.14006e-05, 5.94591e-07
0.56, 0.564875, 7.93352, 3.58332e-05, 5.51949e-07
