   0.17121   2.41810   0.99923   1.07862   1.07946
   0.19275   2.71727   0.99991   1.06262   1.06272
   0.19360   2.72153   1.00304   0.91750   0.91472
   0.21961   3.08491   1.00097   0.99154   0.99058
   0.22030   3.09413   1.00161   0.97153   0.96997
   0.22239   3.14505   0.99934   1.04453   1.04522
   0.24035   3.35440   1.00005   1.01002   1.00997
   0.24617   3.46030   0.99858   1.05015   1.05165
   0.24731   3.46649   1.00657   0.89277   0.88694
   0.25949   3.67097   1.00280   0.94873   0.94607
   0.27447   3.85522   0.99223   1.17362   1.18281
   0.28471   4.00257   0.99765   1.05868   1.06117
   0.29782   4.21472   1.00163   0.98349   0.98188
   0.29828   4.17015   1.01173   0.81610   0.80664
   0.31393   4.40892   0.99762   1.05003   1.05253
   0.32478   4.56797   1.00315   0.95383   0.95083
   0.33992   4.75285   1.00591   0.92520   0.91976
   0.35319   4.96286   1.00783   0.88517   0.87829
   0.37992   5.31734   1.00716   0.92520   0.91862
