0.171203  2.41783  0.918443  0.00338269  1.01815  0.999127  0
0.192693  2.71697  0.912496  0.00445935  1.01562  0.999105  1
0.193561  2.72098  0.907253  0.00266141  1.0155  0.999125  0
0.219594  3.08518  0.894273  0.00437992  1.01298  0.999115  1
0.220304  3.09433  0.896808  0.00326582  1.01295  0.999142  0
0.222425  3.14509  0.907291  0.00610697  1.01302  0.999094  2
0.240474  3.35593  0.891535  0.00839422  1.01133  0.99912  0
0.246088  3.45924  0.889631  0.00431905  1.01104  0.999108  2
0.247395  3.46799  0.885491  0.00576346  1.01091  0.999159  1
0.259418  3.67029  0.903672  0.0072571  1.01023  0.999086  3
0.27438  3.85375  0.869501  0.00495008  1.0092  0.999121  2
0.28471  4.00299  0.883858  0.00515337  1.0087  0.999138  3
0.297723  4.2132  0.905602  0.00785789  1.00814  0.999148  4
0.298369  4.17071  0.875957  0.00891917  1.00806  0.999133  2
0.313883  4.40894  0.879276  0.005942  1.00733  0.999107  3
0.324705  4.56667  0.879046  0.00602788  1.007  0.999085  4
0.334045  4.72755  0.869319  0.00935174  1.00682  0.999107  5
0.339993  4.75414  0.858712  0.00946588  1.00642  0.999174  3
0.353162  4.96168  0.876651  0.0070741  1.00614  0.999115  4
0.36104  5.07804  0.86859  0.00774341  1.00583  0.99911  5
0.379802  5.31439  0.85646  0.00965292  1.00529  0.9991  4
0.388611  5.45863  0.843543  0.00824906  1.00515  0.999109  5
0.411377  5.82256  0.858308  0.00816821  1.00474  0.999169  7
0.418305  5.85457  0.831485  0.0104544  1.0047  0.999097  5
0.44401  6.24463  0.841663  0.00724437  1.00412  0.999057  7
0.475588  6.68041  0.827748  0.0081918  1.00345  0.999086  7
0.482269  6.83363  0.823166  0.00888307  1.00352  0.999039  9
0.506869  7.08326  0.835789  0.0125564  1.00307  0.99909  7
0.516101  7.26494  0.818129  0.00744044  1.00294  0.999098  9
0.549798  7.72254  0.814663  0.00809303  1.00233  0.999052  9
0.554835  7.86921  0.816531  0.0104149  1.00226  0.998869  11
0.586059  8.19283  0.788962  0.0116401  1.00168  0.999099  9
0.594562  8.3723  0.818296  0.00772516  1.00151  0.999069  11
0.625921  8.88693  0.818779  0.0117534  1.00072  0.999028  13
0.637946  8.95508  0.793491  0.00880503  1.0005  0.999104  11
0.663546  9.36052  0.79686  0.00873786  1.00003  0.998756  13
0.680464  9.48842  0.801688  0.0201241  0.999487  0.999054  11
0.698133  9.92027  0.815274  0.0119707  0.999249  0.999241  15
0.704973  9.90159  0.789642  0.00872414  0.999041  0.999017  13
0.737595  10.417  0.778046  0.00835817  0.998417  0.998975  15
0.73805  10.7583  0.807608  0.0150543  0.998463  0.998831  16
0.749955  10.4814  0.77502  0.0156552  0.998008  0.99907  13
0.779209  10.9528  0.792678  0.00931568  0.997609  0.999074  15
0.780303  11.3119  0.804804  0.00991177  0.997676  0.999198  16
0.820357  11.4859  0.799526  0.0154312  0.99703  0.999035  15
0.82459  11.8974  0.79359  0.0112463  0.997217  0.998763  16
